,hh_inc,hh_size,hh_type,vehicle,workers,sample,total
150,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,2 workers,0.0,1.96872896801
151,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,2.46164718094
152,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.68512479195
153,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,1 worker,0.0,3.22832503305
154,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,2 workers,0.0,1.49110772817
155,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,1.41004287759
156,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.206382248024
157,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,1.91577058519
158,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,1.35572826752
159,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,1.30763458116
160,"$15,000 to $24,999",1-person household,Family households,No vehicle available,No workers,0.0,0.0
161,"$15,000 to $24,999",1-person household,Family households,No vehicle available,1 worker,0.0,0.0
162,"$15,000 to $24,999",1-person household,Family households,No vehicle available,2 workers,0.0,0.0
163,"$15,000 to $24,999",1-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
164,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,No workers,0.0,0.0
165,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,1 worker,0.0,0.0
166,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,2 workers,0.0,0.0
167,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
168,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,No workers,0.0,0.0
169,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,1 worker,0.0,0.0
170,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,2 workers,0.0,0.0
171,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
172,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,No workers,0.0,0.0
173,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,1 worker,0.0,0.0
174,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,2 workers,0.0,0.0
175,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
176,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,No workers,0.0,0.0
177,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0
178,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0
179,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
180,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,No workers,0.0,348.616903142
181,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,1 worker,10.0,320.525641448
182,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.0
183,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
184,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,No workers,0.0,661.239851259
185,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,1 worker,34.0,1919.68535209
186,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.0
187,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
188,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,No workers,0.0,354.172796341
189,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,1 worker,7.0,362.023857569
190,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.0
191,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
192,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,No workers,0.0,107.909428567
193,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,1 worker,1.0,72.8407144447
194,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.0
195,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
196,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,32.5058890181
197,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.043225541638
198,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.0
199,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
200,"$15,000 to $24,999",2-person household,Family households,No vehicle available,No workers,4.0,230.44775328
201,"$15,000 to $24,999",2-person household,Family households,No vehicle available,1 worker,2.0,111.249118661
202,"$15,000 to $24,999",2-person household,Family households,No vehicle available,2 workers,0.0,0.0288445613594
203,"$15,000 to $24,999",2-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
204,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,No workers,9.0,983.480097031
205,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,1 worker,3.0,293.951847569
206,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,2 workers,0.0,0.0692704463711
207,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
208,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,No workers,5.0,292.650487017
209,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,1 worker,4.0,359.007026322
210,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,2 workers,2.0,180.763272257
211,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
212,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,No workers,1.0,17.832960154
213,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,1 worker,0.0,0.126409001913
214,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,2 workers,0.0,0.068454702656
215,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
216,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,No workers,0.0,0.00537187742839
217,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0750143325372
218,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,2 workers,0.0,0.062239618025
219,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
220,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,No workers,0.0,37.3988263912
221,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,1 worker,0.0,36.1087180565
222,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,2 workers,0.0,18.7244653463
223,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
224,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,No workers,0.0,70.936303367
225,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,1 worker,0.0,63.6063429164
226,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,2 workers,0.0,44.9669543052
227,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
228,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,No workers,0.0,37.994849944
229,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,1 worker,0.0,58.2624098501
230,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,2 workers,0.0,58.6712965591
231,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
232,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,No workers,0.0,11.5762774225
233,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,1 worker,0.0,82.0584839649
234,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,2 workers,0.0,44.4374137539
235,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
236,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,3.48715764818
237,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,48.695601662
238,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,40.402887614
239,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
240,"$15,000 to $24,999",3-person household,Family households,No vehicle available,No workers,0.0,0.115481696352
241,"$15,000 to $24,999",3-person household,Family households,No vehicle available,1 worker,0.0,0.0683726328185
242,"$15,000 to $24,999",3-person household,Family households,No vehicle available,2 workers,0.0,0.0520032819156
243,"$15,000 to $24,999",3-person household,Family households,No vehicle available,3 or more workers,0.0,0.258459499242
244,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,No workers,0.0,0.219040152761
245,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,1 worker,5.0,602.199879037
246,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,2 workers,0.0,0.124886300269
247,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,3 or more workers,0.0,0.452805014176
248,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,No workers,1.0,117.322123381
249,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,1 worker,5.0,551.605619115
250,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,2 workers,0.0,0.162947241424
251,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,3 or more workers,0.0,0.11435576448
252,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,No workers,0.0,0.0357457247512
253,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,1 worker,0.0,0.155379501011
254,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,2 workers,0.0,0.123415612265
255,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,3 or more workers,1.0,65.5035101962
256,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,No workers,0.0,0.0107677945946
257,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0922061671397
258,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,2 workers,0.0,0.112210560672
259,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0607461350863
260,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,No workers,0.0,4.03582737056
261,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,1 worker,0.0,2.38947081349
262,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,2 workers,0.0,1.81739855876
263,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,9.03258225476
264,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,No workers,0.0,7.65496413445
265,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,1 worker,0.0,4.20910816368
266,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,2 workers,0.0,4.3644972732
267,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,15.8245239502
268,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,No workers,0.0,4.10014618482
269,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,1 worker,0.0,3.85547688629
270,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,2 workers,0.0,5.6946421612
271,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,3.99647856627
272,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,No workers,0.0,1.24923324551
273,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,1 worker,0.0,5.43016653559
274,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,2 workers,0.0,4.31310001208
275,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,2.28920138574
276,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.376310372277
277,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,3.22239960817
278,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,3.92150848429
279,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,2.12294175078
280,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,No workers,0.0,0.139456965178
281,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,1 worker,0.0,0.0895050034801
282,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,2 workers,1.0,39.5868686988
