,hh_inc,hh_size,hh_type,vehicle,workers,sample,total
150,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,2 workers,0.0,2.21861029486
151,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,1.60469658285
152,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,No workers,0.0,1.52026816399
153,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,1 worker,0.0,2.00141013598
154,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,2 workers,0.0,1.78868657233
155,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,2.02626756015
156,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.608207313028
157,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,1.64091175775
158,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,2.03311849368
159,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,1.95223501979
160,"$15,000 to $24,999",1-person household,Family households,No vehicle available,No workers,0.0,0.0
161,"$15,000 to $24,999",1-person household,Family households,No vehicle available,1 worker,0.0,0.0
162,"$15,000 to $24,999",1-person household,Family households,No vehicle available,2 workers,0.0,0.0
163,"$15,000 to $24,999",1-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
164,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,No workers,0.0,0.0
165,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,1 worker,0.0,0.0
166,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,2 workers,0.0,0.0
167,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
168,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,No workers,0.0,0.0
169,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,1 worker,0.0,0.0
170,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,2 workers,0.0,0.0
171,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
172,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,No workers,0.0,0.0
173,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,1 worker,0.0,0.0
174,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,2 workers,0.0,0.0
175,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
176,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,No workers,0.0,0.0
177,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0
178,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0
179,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
180,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,No workers,0.0,326.554485178
181,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,1 worker,7.0,227.326848
182,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.0
183,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
184,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,No workers,0.0,1000.4957049
185,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,1 worker,29.0,2213.78355951
186,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.0
187,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
188,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,No workers,0.0,564.069254698
189,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,1 worker,3.0,243.746283014
190,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.0
191,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
192,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,No workers,0.0,175.249417736
193,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.0589375431016
194,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.0
195,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
196,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,70.1113000952
197,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.0483215837223
198,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.0
199,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
200,"$15,000 to $24,999",2-person household,Family households,No vehicle available,No workers,1.0,62.5540767781
201,"$15,000 to $24,999",2-person household,Family households,No vehicle available,1 worker,0.0,0.0586222044389
202,"$15,000 to $24,999",2-person household,Family households,No vehicle available,2 workers,0.0,0.0734551593258
203,"$15,000 to $24,999",2-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
204,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,No workers,8.0,1533.22249074
205,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,1 worker,6.0,826.79504607
206,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,2 workers,0.0,0.109973069665
207,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
208,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,No workers,3.0,324.155689798
209,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,1 worker,3.0,439.994712102
210,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,2 workers,3.0,394.04995493
211,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
212,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,No workers,1.0,33.5704025819
213,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,1 worker,0.0,0.106390165168
214,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,2 workers,0.0,0.105896900843
215,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
216,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,No workers,0.0,0.0134303702697
217,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0872269355464
218,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,2 workers,0.0,0.120368180126
219,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
220,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,No workers,0.0,34.9509854222
221,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,1 worker,0.0,32.7541212066
222,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,2 workers,0.0,41.041772735
223,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
224,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,No workers,0.0,107.082622914
225,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,1 worker,0.0,76.9928545314
226,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,2 workers,0.0,61.4455100714
227,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
228,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,No workers,0.0,60.3720885576
229,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,1 worker,0.0,81.9464243876
230,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,2 workers,0.0,73.3894838926
231,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
232,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,No workers,0.0,18.756869443
233,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,1 worker,0.0,59.4436254736
234,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,2 workers,0.0,59.168022745
235,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
236,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,7.50398214932
237,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,48.7365094288
238,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,67.2535944187
239,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
240,"$15,000 to $24,999",3-person household,Family households,No vehicle available,No workers,1.0,94.2176991627
241,"$15,000 to $24,999",3-person household,Family households,No vehicle available,1 worker,0.0,0.0790447384808
242,"$15,000 to $24,999",3-person household,Family households,No vehicle available,2 workers,0.0,0.0965085880517
243,"$15,000 to $24,999",3-person household,Family households,No vehicle available,3 or more workers,0.0,0.0215122179873
244,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,No workers,1.0,288.663630778
245,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,1 worker,1.0,185.805017113
246,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,2 workers,1.0,144.487409386
247,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0441975215942
248,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,No workers,2.0,325.491210553
249,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,1 worker,5.0,988.796744736
250,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,2 workers,1.0,172.573331909
251,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0787010351008
252,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,No workers,0.0,0.050563068854
253,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,1 worker,0.0,0.143453881735
254,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,2 workers,0.0,0.139131961229
255,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0993766398457
256,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,No workers,0.0,0.0202285550501
257,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,1 worker,0.0,0.117614654289
258,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,2 workers,0.0,0.158144958324
259,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0957457742856
260,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,No workers,0.0,3.86181245156
261,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,1 worker,0.0,3.23990033729
262,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,2 workers,0.0,3.95571182838
263,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.881746763319
264,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,No workers,0.0,11.8317982031
265,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,1 worker,0.0,7.61581035228
266,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,2 workers,0.0,5.92227661703
267,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,1.81157617664
268,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,No workers,0.0,6.67064692175
269,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,1 worker,0.0,8.10579671297
270,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,2 workers,0.0,7.07346759573
271,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,3.22581255968
272,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,No workers,0.0,2.07248840319
273,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,1 worker,0.0,5.87991419482
274,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,2 workers,0.0,5.70276651901
275,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,4.07326806493
276,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.829131749807
277,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,4.82081116878
278,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,6.48207475492
279,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,3.92444547687
280,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,No workers,1.0,241.322568504
281,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,1 worker,0.0,0.0939453797115
282,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,2 workers,1.0,105.694398155
