,hh_inc,hh_size,hh_type,vehicle,workers,sample,total
149,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,1 worker,0.0,0.340196914779
150,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.432431431877
151,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.267360948897
152,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.337061608636
153,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.27976297018
154,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.425866394097
155,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.480679957765
156,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.0849686810831
157,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.499232495324
158,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.482638901654
159,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.113940051779
160,"$15,000 to $24,999",1-person household,Family households,No vehicle available,No workers,0.0,0.0
161,"$15,000 to $24,999",1-person household,Family households,No vehicle available,1 worker,0.0,0.0
162,"$15,000 to $24,999",1-person household,Family households,No vehicle available,2 workers,0.0,0.0
163,"$15,000 to $24,999",1-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
164,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,No workers,0.0,0.0
165,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,1 worker,0.0,0.0
166,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,2 workers,0.0,0.0
167,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
168,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,No workers,0.0,0.0
169,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,1 worker,0.0,0.0
170,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,2 workers,0.0,0.0
171,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
172,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,No workers,0.0,0.0
173,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,1 worker,0.0,0.0
174,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,2 workers,0.0,0.0
175,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
176,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,No workers,0.0,0.0
177,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0
178,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0
179,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
180,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,No workers,0.0,41.6268670947
181,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,1 worker,2.0,7.49168296705
182,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.0
183,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
184,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,No workers,0.0,60.8511697272
185,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,1 worker,25.0,230.234168762
186,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.0
187,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
188,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,No workers,0.0,33.6996617443
189,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,1 worker,4.0,30.1037265622
190,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.0
191,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
192,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,No workers,0.0,18.1636163936
193,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,1 worker,3.0,18.5669848637
194,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.0
195,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
196,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,4.57880247742
197,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.011044161394
198,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.0
199,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
200,"$15,000 to $24,999",2-person household,Family households,No vehicle available,No workers,0.0,0.0180089424665
201,"$15,000 to $24,999",2-person household,Family households,No vehicle available,1 worker,1.0,8.27683170401
202,"$15,000 to $24,999",2-person household,Family households,No vehicle available,2 workers,1.0,6.10695391883
203,"$15,000 to $24,999",2-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
204,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,No workers,2.0,52.6518227828
205,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,1 worker,7.0,142.443467831
206,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,2 workers,0.0,0.0117737008115
207,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
208,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,No workers,7.0,102.055888011
209,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,1 worker,3.0,49.8880183895
210,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,2 workers,0.0,0.0246122962641
211,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
212,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,No workers,1.0,7.85808650629
213,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,1 worker,1.0,13.6752368944
214,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,2 workers,0.0,0.0242386401353
215,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
216,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,No workers,0.0,0.00198091752122
217,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,1 worker,0.0,0.024403239051
218,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0274699079679
219,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
220,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,No workers,0.0,6.70489336848
221,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,1 worker,0.0,3.08153985762
222,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,2 workers,0.0,2.27367458739
223,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
224,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,No workers,0.0,9.80137667915
225,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,1 worker,0.0,7.57614299213
226,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,2 workers,0.0,4.38345608802
227,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
228,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,No workers,0.0,5.428048141
229,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,1 worker,0.0,6.1912546001
230,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,2 workers,0.0,9.16338215368
231,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
232,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,No workers,0.0,2.92563720512
233,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,1 worker,0.0,5.09141529748
234,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,2 workers,0.0,9.02426657234
235,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
236,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.737513642248
237,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,9.08554824842
238,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,10.2272970281
239,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
240,"$15,000 to $24,999",3-person household,Family households,No vehicle available,No workers,0.0,0.0133033408861
241,"$15,000 to $24,999",3-person household,Family households,No vehicle available,1 worker,0.0,0.0174652960133
242,"$15,000 to $24,999",3-person household,Family households,No vehicle available,2 workers,0.0,0.00904019043021
243,"$15,000 to $24,999",3-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
244,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,No workers,1.0,19.447148217
245,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,1 worker,3.0,128.818304591
246,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,2 workers,2.0,34.8574752059
247,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,3 or more workers,0.0,0.00226112919344
248,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,No workers,0.0,0.0107699214287
249,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,1 worker,2.0,70.180558604
250,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,2 workers,0.0,0.0364338503466
251,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0105419428744
252,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,No workers,0.0,0.00580482744616
253,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,1 worker,0.0,0.0288567013265
254,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,2 workers,0.0,0.0358807231076
255,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0189530321333
256,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,No workers,0.0,0.0014633186319
257,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,1 worker,0.0,0.051494316781
258,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0406640040896
259,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.00449261390608
260,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,No workers,0.0,0.73122791499
261,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,1 worker,0.0,0.959992839225
262,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.496900715089
263,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
264,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,No workers,0.0,1.06892680305
265,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,1 worker,0.0,2.36019761464
266,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.957983379316
267,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.124284628936
268,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,No workers,0.0,0.591976651451
269,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,1 worker,0.0,1.92876300698
270,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,2 workers,0.0,2.0026133775
271,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.579445642562
272,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.319066609407
273,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,1 worker,0.0,1.58612980942
274,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,2 workers,0.0,1.97221033204
275,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,1.04176734913
276,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.0804323847167
277,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,2.83042299042
278,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,2.23512688881
279,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.246939827184
280,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,No workers,0.0,0.0606069717173
281,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,1 worker,1.0,13.2849947394
282,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,2 workers,0.0,0.00841844061878
