,hh_inc,hh_size,hh_type,vehicle,workers,sample,total
150,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,2 workers,0.0,29.5767072216
151,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,20.0204571032
152,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,No workers,0.0,5.59199761828
153,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,1 worker,0.0,26.2965654459
154,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,2 workers,0.0,25.133514578
155,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,20.5855091507
156,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,1.59256002906
157,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,16.8812109062
158,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,22.012850051
159,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,20.3905236071
160,"$15,000 to $24,999",1-person household,Family households,No vehicle available,No workers,0.0,0.0
161,"$15,000 to $24,999",1-person household,Family households,No vehicle available,1 worker,0.0,0.0
162,"$15,000 to $24,999",1-person household,Family households,No vehicle available,2 workers,0.0,0.0
163,"$15,000 to $24,999",1-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
164,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,No workers,0.0,0.0
165,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,1 worker,0.0,0.0
166,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,2 workers,0.0,0.0
167,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
168,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,No workers,0.0,0.0
169,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,1 worker,0.0,0.0
170,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,2 workers,0.0,0.0
171,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
172,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,No workers,0.0,0.0
173,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,1 worker,0.0,0.0
174,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,2 workers,0.0,0.0
175,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
176,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,No workers,0.0,0.0
177,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0
178,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0
179,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
180,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,No workers,0.0,4753.05124909
181,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,1 worker,103.0,5251.26355562
182,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.0
183,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
184,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,No workers,0.0,7957.23497673
185,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,1 worker,406.0,33156.0386499
186,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.0
187,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
188,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,No workers,0.0,3530.14065554
189,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,1 worker,54.0,4280.41935038
190,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.0
191,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
192,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,No workers,0.0,992.087539049
193,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,1 worker,4.0,284.040829345
194,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.0
195,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
196,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,282.539276278
197,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,1 worker,3.0,136.756066757
198,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.0
199,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
200,"$15,000 to $24,999",2-person household,Family households,No vehicle available,No workers,12.0,1128.11151222
201,"$15,000 to $24,999",2-person household,Family households,No vehicle available,1 worker,12.0,923.331226591
202,"$15,000 to $24,999",2-person household,Family households,No vehicle available,2 workers,3.0,186.810082872
203,"$15,000 to $24,999",2-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
204,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,No workers,42.0,6610.12635731
205,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,1 worker,70.0,8627.48732861
206,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,2 workers,18.0,2110.11947115
207,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
208,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,No workers,30.0,2094.65041746
209,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,1 worker,42.0,5024.48478815
210,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,2 workers,21.0,2606.11375403
211,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
212,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,No workers,6.0,117.73335856
213,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,1 worker,5.0,535.846590223
214,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,2 workers,1.0,105.457500629
215,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
216,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,No workers,1.0,5.58826659477
217,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,1 worker,1.0,68.7978764493
218,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,2 workers,1.0,92.3635308102
219,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
220,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,No workers,0.0,655.96501108
221,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,1 worker,0.0,536.89105352
222,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,2 workers,0.0,434.499166984
223,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
224,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,No workers,0.0,1098.17198598
225,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,1 worker,0.0,859.995502191
226,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,2 workers,0.0,817.983285804
227,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
228,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,No workers,0.0,487.192044198
229,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,1 worker,0.0,834.741749259
230,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,2 workers,0.0,865.932347505
231,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
232,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,No workers,0.0,136.917251559
233,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,1 worker,0.0,747.791211816
234,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,2 workers,0.0,735.84672954
235,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
236,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,38.9930320086
237,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,480.048285638
238,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,644.481442005
239,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
240,"$15,000 to $24,999",3-person household,Family households,No vehicle available,No workers,4.0,477.52969321
241,"$15,000 to $24,999",3-person household,Family households,No vehicle available,1 worker,9.0,805.65389784
242,"$15,000 to $24,999",3-person household,Family households,No vehicle available,2 workers,5.0,327.526949126
243,"$15,000 to $24,999",3-person household,Family households,No vehicle available,3 or more workers,0.0,0.0940919456545
244,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,No workers,11.0,2198.48122601
245,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,1 worker,64.0,9176.89980139
246,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,2 workers,10.0,1233.19716304
247,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,3 or more workers,2.0,183.8530063
248,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,No workers,4.0,354.666275595
249,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,1 worker,27.0,3757.81793851
250,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,2 workers,7.0,913.839846125
251,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,3 or more workers,0.0,0.103697957604
252,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,No workers,3.0,74.7548101206
253,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,1 worker,9.0,1122.12878315
254,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,2 workers,1.0,110.936753239
255,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,3 or more workers,2.0,213.249402266
256,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,No workers,0.0,0.00709654108751
257,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,1 worker,1.0,80.0395722621
258,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,2 workers,2.0,194.324920743
259,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.105614754031
260,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,No workers,0.0,67.3928396474
261,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,1 worker,0.0,50.5334988429
262,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,2 workers,0.0,36.9785945904
263,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,53.1160553638
264,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,No workers,0.0,112.824506347
265,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,1 worker,0.0,80.9448796548
266,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,2 workers,0.0,69.6154897543
267,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,51.8936365568
268,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,No workers,0.0,50.053363758
269,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,1 worker,0.0,78.5679346746
270,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,2 workers,0.0,73.6962545713
271,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,58.5387667236
272,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,No workers,0.0,14.0666685317
273,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,1 worker,0.0,70.3839374661
274,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,2 workers,0.0,62.6251554893
275,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,60.1909492799
276,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,4.00608433244
277,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,45.1833185296
278,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,54.8493985164
279,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,59.6208217752
280,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,No workers,6.0,819.717401695
281,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,1 worker,4.0,385.11306786
282,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,2 workers,2.0,151.358992127
283,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,3 or more workers,0.0,0.0926359713299
