,hh_type,workers,hh_size,hh_inc,vehicle,sample,total
166,Family households,1 worker,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
167,Family households,1 worker,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
168,Family households,1 worker,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
169,Family households,1 worker,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
170,Family households,1 worker,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
171,Family households,1 worker,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
172,Family households,1 worker,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
173,Family households,1 worker,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
174,Family households,1 worker,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
175,Family households,1 worker,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
176,Family households,1 worker,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
177,Family households,1 worker,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
178,Family households,1 worker,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
179,Family households,1 worker,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
180,Family households,1 worker,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
181,Family households,1 worker,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
182,Family households,1 worker,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
183,Family households,1 worker,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
184,Family households,1 worker,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
185,Family households,1 worker,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
186,Family households,1 worker,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
187,Family households,1 worker,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
188,Family households,1 worker,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
189,Family households,1 worker,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
190,Family households,1 worker,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
191,Family households,1 worker,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
192,Family households,1 worker,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
193,Family households,1 worker,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
194,Family households,1 worker,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
195,Family households,1 worker,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
196,Family households,1 worker,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
197,Family households,1 worker,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
198,Family households,1 worker,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
199,Family households,1 worker,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
200,Family households,1 worker,2-person household,"$100,000 to $149,999",No vehicle available,1.0,57.5612812516
201,Family households,1 worker,2-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.101395529696
202,Family households,1 worker,2-person household,"$100,000 to $149,999",2 vehicles available,20.0,1857.5342135
203,Family households,1 worker,2-person household,"$100,000 to $149,999",3 vehicles available,2.0,261.620557517
204,Family households,1 worker,2-person household,"$100,000 to $149,999",4 or more vehicles available,1.0,77.6261627068
205,Family households,1 worker,2-person household,"$15,000 to $24,999",No vehicle available,2.0,111.249118661
206,Family households,1 worker,2-person household,"$15,000 to $24,999",1 vehicle available,3.0,293.951847569
207,Family households,1 worker,2-person household,"$15,000 to $24,999",2 vehicles available,4.0,359.007026322
208,Family households,1 worker,2-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.126409001913
209,Family households,1 worker,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0750143325372
210,Family households,1 worker,2-person household,"$150,000 or more",No vehicle available,1.0,51.2371565566
211,Family households,1 worker,2-person household,"$150,000 or more",1 vehicle available,0.0,0.0902554376178
212,Family households,1 worker,2-person household,"$150,000 or more",2 vehicles available,14.0,1157.41586125
213,Family households,1 worker,2-person household,"$150,000 or more",3 vehicles available,2.0,232.876912614
214,Family households,1 worker,2-person household,"$150,000 or more",4 or more vehicles available,3.0,207.292667832
215,Family households,1 worker,2-person household,"$25,000 to $34,999",No vehicle available,1.0,65.6379654446
216,Family households,1 worker,2-person household,"$25,000 to $34,999",1 vehicle available,4.0,462.491183639
217,Family households,1 worker,2-person household,"$25,000 to $34,999",2 vehicles available,2.0,211.817325582
218,Family households,1 worker,2-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.149164861696
219,Family households,1 worker,2-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0885182413343
220,Family households,1 worker,2-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0516208825119
221,Family households,1 worker,2-person household,"$35,000 to $44,999",1 vehicle available,6.0,545.588278636
222,Family households,1 worker,2-person household,"$35,000 to $44,999",2 vehicles available,10.0,832.91713902
223,Family households,1 worker,2-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.117310488654
224,Family households,1 worker,2-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0696150422264
225,Family households,1 worker,2-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0626153371682
226,Family households,1 worker,2-person household,"$45,000 to $59,999",1 vehicle available,7.0,772.088563506
227,Family households,1 worker,2-person household,"$45,000 to $59,999",2 vehicles available,9.0,909.284120295
228,Family households,1 worker,2-person household,"$45,000 to $59,999",3 vehicles available,1.0,142.295819889
229,Family households,1 worker,2-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0844419763645
230,Family households,1 worker,2-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0629720235926
231,Family households,1 worker,2-person household,"$60,000 to $99,999",1 vehicle available,5.0,554.633388052
232,Family households,1 worker,2-person household,"$60,000 to $99,999",2 vehicles available,20.0,2032.14184558
233,Family households,1 worker,2-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.143106403837
234,Family households,1 worker,2-person household,"$60,000 to $99,999",4 or more vehicles available,2.0,169.845995193
235,Family households,1 worker,2-person household,"Less than $15,000",No vehicle available,1.0,70.5272294542
236,Family households,1 worker,2-person household,"Less than $15,000",1 vehicle available,0.0,0.124235347668
237,Family households,1 worker,2-person household,"Less than $15,000",2 vehicles available,5.0,568.988123813
238,Family households,1 worker,2-person household,"Less than $15,000",3 vehicles available,1.0,160.275906727
239,Family households,1 worker,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0951118194353
240,Family households,1 worker,3-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0707532139572
241,Family households,1 worker,3-person household,"$100,000 to $149,999",1 vehicle available,1.0,124.633424603
242,Family households,1 worker,3-person household,"$100,000 to $149,999",2 vehicles available,7.0,799.135798821
243,Family households,1 worker,3-person household,"$100,000 to $149,999",3 vehicles available,1.0,160.789465411
244,Family households,1 worker,3-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0954165782839
245,Family households,1 worker,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0683726328185
246,Family households,1 worker,3-person household,"$15,000 to $24,999",1 vehicle available,5.0,602.199879037
247,Family households,1 worker,3-person household,"$15,000 to $24,999",2 vehicles available,5.0,551.605619115
248,Family households,1 worker,3-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.155379501011
249,Family households,1 worker,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0922061671397
250,Family households,1 worker,3-person household,"$150,000 or more",No vehicle available,0.0,0.0629797221602
251,Family households,1 worker,3-person household,"$150,000 or more",1 vehicle available,0.0,0.110940238815
252,Family households,1 worker,3-person household,"$150,000 or more",2 vehicles available,5.0,508.097570648
253,Family households,1 worker,3-person household,"$150,000 or more",3 vehicles available,2.0,286.247798269
254,Family households,1 worker,3-person household,"$150,000 or more",4 or more vehicles available,1.0,84.9333797534
255,Family households,1 worker,3-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0806809180031
256,Family households,1 worker,3-person household,"$25,000 to $34,999",1 vehicle available,3.0,426.363915437
257,Family households,1 worker,3-person household,"$25,000 to $34,999",2 vehicles available,1.0,130.18088054
258,Family households,1 worker,3-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.183350563869
259,Family households,1 worker,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.108804910733
260,Family households,1 worker,3-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0634513906849
261,Family households,1 worker,3-person household,"$35,000 to $44,999",1 vehicle available,2.0,223.542187685
262,Family households,1 worker,3-person household,"$35,000 to $44,999",2 vehicles available,1.0,102.380564269
263,Family households,1 worker,3-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.144195784434
264,Family households,1 worker,3-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0855694638858
265,Family households,1 worker,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0769655617689
266,Family households,1 worker,3-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.135576619114
267,Family households,1 worker,3-person household,"$45,000 to $59,999",2 vehicles available,1.0,124.186051056
268,Family households,1 worker,3-person household,"$45,000 to $59,999",3 vehicles available,1.0,174.907270493
269,Family households,1 worker,3-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.103794444647
270,Family households,1 worker,3-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0774039938252
271,Family households,1 worker,3-person household,"$60,000 to $99,999",1 vehicle available,3.0,409.046781997
272,Family households,1 worker,3-person household,"$60,000 to $99,999",2 vehicles available,12.0,1498.72167887
273,Family households,1 worker,3-person household,"$60,000 to $99,999",3 vehicles available,2.0,351.807249218
274,Family households,1 worker,3-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.104385706645
275,Family households,1 worker,3-person household,"Less than $15,000",No vehicle available,1.0,86.6907067889
276,Family households,1 worker,3-person household,"Less than $15,000",1 vehicle available,5.0,763.538436211
277,Family households,1 worker,3-person household,"Less than $15,000",2 vehicles available,1.0,139.877840062
278,Family households,1 worker,3-person household,"Less than $15,000",3 vehicles available,0.0,0.197008045587
279,Family households,1 worker,3-person household,"Less than $15,000",4 or more vehicles available,0.0,0.116909609447
280,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0926213661871
281,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.16315468109
282,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",2 vehicles available,4.0,597.788488556
283,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",3 vehicles available,2.0,420.97140531
284,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",4 or more vehicles available,2.0,249.815191234
285,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0895050034801
286,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",1 vehicle available,4.0,630.660544103
287,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",2 vehicles available,5.0,722.093925937
288,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.203403645662
289,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.120704921992
290,Family households,1 worker,4-or-more-person household,"$150,000 or more",No vehicle available,1.0,82.4452711377
291,Family households,1 worker,4-or-more-person household,"$150,000 or more",1 vehicle available,0.0,0.145229254044
292,Family households,1 worker,4-or-more-person household,"$150,000 or more",2 vehicles available,3.0,399.083138569
293,Family households,1 worker,4-or-more-person household,"$150,000 or more",3 vehicles available,2.0,374.720251717
294,Family households,1 worker,4-or-more-person household,"$150,000 or more",4 or more vehicles available,1.0,111.184287295
295,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",No vehicle available,0.0,0.105617489761
296,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.186047653678
297,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",2 vehicles available,2.0,340.833450037
298,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",3 vehicles available,1.0,240.019905343
299,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.142433946337
300,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",No vehicle available,2.0,166.125442592
301,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",1 vehicle available,3.0,438.950720382
302,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",2 vehicles available,2.0,268.047971342
