,hh_inc,hh_size,hh_type,vehicle,workers,sample,total
150,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,2 workers,0.0,2.68901388355
151,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,1.36634145153
152,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.461253284143
153,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,1 worker,0.0,1.9544760765
154,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,2 workers,0.0,2.41581399035
155,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,1.39092694202
156,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.188696976324
157,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,1.63780570774
158,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,1.89071148679
159,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,1.8659570235
160,"$15,000 to $24,999",1-person household,Family households,No vehicle available,No workers,0.0,0.0
161,"$15,000 to $24,999",1-person household,Family households,No vehicle available,1 worker,0.0,0.0
162,"$15,000 to $24,999",1-person household,Family households,No vehicle available,2 workers,0.0,0.0
163,"$15,000 to $24,999",1-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
164,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,No workers,0.0,0.0
165,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,1 worker,0.0,0.0
166,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,2 workers,0.0,0.0
167,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
168,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,No workers,0.0,0.0
169,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,1 worker,0.0,0.0
170,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,2 workers,0.0,0.0
171,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
172,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,No workers,0.0,0.0
173,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,1 worker,0.0,0.0
174,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,2 workers,0.0,0.0
175,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
176,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,No workers,0.0,0.0
177,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0
178,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0
179,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
180,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,No workers,0.0,254.377140739
181,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,1 worker,5.0,135.40669977
182,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.0
183,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
184,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,No workers,0.0,622.492859484
185,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,1 worker,26.0,1879.77536605
186,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.0
187,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
188,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,No workers,0.0,313.359537714
189,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,1 worker,5.0,316.994917422
190,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.0
191,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
192,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,No workers,0.0,137.700650957
193,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.0490321570845
194,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.0
195,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
196,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,56.3328161918
197,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,1 worker,1.0,41.0878125864
198,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.0
199,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
200,"$15,000 to $24,999",2-person household,Family households,No vehicle available,No workers,1.0,69.538665637
201,"$15,000 to $24,999",2-person household,Family households,No vehicle available,1 worker,1.0,45.7650775685
202,"$15,000 to $24,999",2-person household,Family households,No vehicle available,2 workers,0.0,0.0267782648164
203,"$15,000 to $24,999",2-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
204,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,No workers,5.0,850.849307672
205,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,1 worker,5.0,610.895131714
206,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,2 workers,0.0,0.0983235094342
207,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
208,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,No workers,2.0,171.32517532
209,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,1 worker,1.0,107.138694092
210,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,2 workers,0.0,0.125181643753
211,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
212,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,No workers,1.0,37.6430032081
213,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,1 worker,0.0,0.0828600237704
214,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,2 workers,0.0,0.112463371113
215,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
216,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,No workers,0.0,0.0153996104295
217,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0694347817844
218,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0880182780857
219,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
220,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,No workers,0.0,28.9859723593
221,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,1 worker,0.0,19.0763694021
222,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,2 workers,0.0,11.1620497271
223,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
224,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,No workers,0.0,70.9323202803
225,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,1 worker,0.0,50.9281828753
226,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,2 workers,0.0,40.9844293189
227,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
228,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,No workers,0.0,35.7069462779
229,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,1 worker,0.0,44.6588843359
230,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,2 workers,0.0,52.1797712462
231,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
232,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,No workers,0.0,15.6908252483
233,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,1 worker,0.0,34.5387467059
234,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,2 workers,0.0,46.8783825034
235,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
236,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,6.41905734263
237,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,28.9426701986
238,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,36.6888744893
239,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
240,"$15,000 to $24,999",3-person household,Family households,No vehicle available,No workers,0.0,0.058086745797
241,"$15,000 to $24,999",3-person household,Family households,No vehicle available,1 worker,0.0,0.0633665207699
242,"$15,000 to $24,999",3-person household,Family households,No vehicle available,2 workers,0.0,0.0285903216506
243,"$15,000 to $24,999",3-person household,Family households,No vehicle available,3 or more workers,0.0,0.26304172611
244,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,No workers,0.0,0.142145573239
245,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,1 worker,1.0,169.16959878
246,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,2 workers,0.0,0.104976957238
247,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,3 or more workers,0.0,0.577894701301
248,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,No workers,2.0,143.110625093
249,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,1 worker,0.0,0.148344690868
250,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,2 workers,1.0,133.652553075
251,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0937492233239
252,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,No workers,2.0,62.8875903313
253,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,1 worker,0.0,0.114728340827
254,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,2 workers,0.0,0.120073648389
255,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0954361154517
256,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,No workers,0.0,0.0128635378346
257,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0961396937548
258,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0939743817926
259,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.128029506469
260,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,No workers,0.0,0.865366865073
261,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,1 worker,0.0,0.944024091501
262,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.425933948936
263,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,3.9187527341
264,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,No workers,0.0,2.11766156651
265,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,1 worker,0.0,2.52026109147
266,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,2 workers,0.0,1.56392958744
267,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,8.60938100673
268,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,No workers,0.0,1.06601937581
269,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,1 worker,0.0,2.21001500988
270,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,2 workers,0.0,1.9911339373
271,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,1.3966606388
272,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.468444531969
273,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,1 worker,0.0,1.70920410972
274,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,2 workers,0.0,1.78883762996
275,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,1.42179168259
276,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.191638888648
277,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,1.4322734774
278,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,1.40001501295
279,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,1.90736270607
280,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,No workers,0.0,0.0594861629462
281,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,1 worker,1.0,75.3622584758
282,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,2 workers,0.0,0.0401577363003
