,hh_inc,hh_size,hh_type,vehicle,workers,sample,total
149,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,1 worker,0.0,0.681470458181
150,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.341237569082
151,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.114521408932
152,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.193527497609
153,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.451011360041
154,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.359883505253
155,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.233483286842
156,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.0486828567703
157,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.353130710993
158,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.259490352235
159,"$100,000 to $149,999",4-or-more-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.257334684465
160,"$15,000 to $24,999",1-person household,Family households,No vehicle available,No workers,0.0,0.0
161,"$15,000 to $24,999",1-person household,Family households,No vehicle available,1 worker,0.0,0.0
162,"$15,000 to $24,999",1-person household,Family households,No vehicle available,2 workers,0.0,0.0
163,"$15,000 to $24,999",1-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
164,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,No workers,0.0,0.0
165,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,1 worker,0.0,0.0
166,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,2 workers,0.0,0.0
167,"$15,000 to $24,999",1-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
168,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,No workers,0.0,0.0
169,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,1 worker,0.0,0.0
170,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,2 workers,0.0,0.0
171,"$15,000 to $24,999",1-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
172,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,No workers,0.0,0.0
173,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,1 worker,0.0,0.0
174,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,2 workers,0.0,0.0
175,"$15,000 to $24,999",1-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
176,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,No workers,0.0,0.0
177,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0
178,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0
179,"$15,000 to $24,999",1-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
180,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,No workers,0.0,128.844957376
181,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,1 worker,2.0,25.8424618861
182,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.0
183,"$15,000 to $24,999",1-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
184,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,No workers,0.0,206.224799505
185,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,1 worker,14.0,497.458313144
186,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,2 workers,0.0,0.0
187,"$15,000 to $24,999",1-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
188,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,No workers,0.0,126.681951753
189,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,1 worker,2.0,104.104513952
190,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,2 workers,0.0,0.0
191,"$15,000 to $24,999",1-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
192,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,No workers,0.0,74.8358008182
193,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.0344492691211
194,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,2 workers,0.0,0.0
195,"$15,000 to $24,999",1-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
196,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,18.8253380916
197,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.0269729234687
198,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.0
199,"$15,000 to $24,999",1-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
200,"$15,000 to $24,999",2-person household,Family households,No vehicle available,No workers,0.0,0.0569421271553
201,"$15,000 to $24,999",2-person household,Family households,No vehicle available,1 worker,2.0,64.9750252768
202,"$15,000 to $24,999",2-person household,Family households,No vehicle available,2 workers,0.0,0.0480276592496
203,"$15,000 to $24,999",2-person household,Family households,No vehicle available,3 or more workers,0.0,0.0
204,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,No workers,4.0,364.558427279
205,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,1 worker,1.0,89.3390293993
206,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,2 workers,0.0,0.1203973986
207,"$15,000 to $24,999",2-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0
208,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,No workers,1.0,55.9862019583
209,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,1 worker,1.0,130.87362681
210,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,2 workers,2.0,198.508958112
211,"$15,000 to $24,999",2-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0
212,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,No workers,1.0,33.0731584125
213,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,1 worker,0.0,0.0866148953523
214,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,2 workers,0.0,0.104677951876
215,"$15,000 to $24,999",2-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0
216,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,No workers,0.0,0.00831972641525
217,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0678173152347
218,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0754769757633
219,"$15,000 to $24,999",2-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0
220,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,No workers,0.0,7.68932535201
221,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,1 worker,0.0,4.38703411752
222,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,2 workers,0.0,6.48553744503
223,"$15,000 to $24,999",2-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,0.0
224,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,No workers,0.0,12.3072692276
225,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,1 worker,0.0,12.0641236639
226,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,2 workers,0.0,16.2581697526
227,"$15,000 to $24,999",2-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.0
228,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,No workers,0.0,7.56023955527
229,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,1 worker,0.0,17.6728539451
230,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,2 workers,0.0,13.4030816942
231,"$15,000 to $24,999",2-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.0
232,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,No workers,0.0,4.46611828811
233,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,1 worker,0.0,11.6962632758
234,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,2 workers,0.0,14.1354541772
235,"$15,000 to $24,999",2-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.0
236,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,1.12347547313
237,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,9.15788410779
238,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,10.1922259006
239,"$15,000 to $24,999",2-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.0
240,"$15,000 to $24,999",3-person household,Family households,No vehicle available,No workers,0.0,0.0395764864917
241,"$15,000 to $24,999",3-person household,Family households,No vehicle available,1 worker,0.0,0.032445677682
242,"$15,000 to $24,999",3-person household,Family households,No vehicle available,2 workers,0.0,0.0491962233338
243,"$15,000 to $24,999",3-person household,Family households,No vehicle available,3 or more workers,0.0,0.110358671435
244,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,No workers,1.0,63.3447606958
245,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,1 worker,1.0,89.2239853686
246,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,2 workers,0.0,0.123326795494
247,"$15,000 to $24,999",3-person household,Family households,1 vehicle available,3 or more workers,0.0,0.0766441003868
248,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,No workers,3.0,116.736269413
249,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,1 worker,0.0,0.130705097673
250,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,2 workers,0.0,0.101669446207
251,"$15,000 to $24,999",3-person household,Family households,2 vehicles available,3 or more workers,0.0,0.0336403592972
252,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,No workers,0.0,0.0229868372072
253,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,1 worker,1.0,86.5033592549
254,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,2 workers,0.0,0.107224877895
255,"$15,000 to $24,999",3-person household,Family households,3 vehicles available,3 or more workers,0.0,0.0685850945467
256,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,No workers,0.0,0.0057824594292
257,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,1 worker,0.0,0.0677299852362
258,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,2 workers,0.0,0.0773134109433
259,"$15,000 to $24,999",3-person household,Family households,4 or more vehicles available,3 or more workers,0.0,0.0755913791642
260,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,No workers,0.0,0.450015824171
261,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,1 worker,0.0,0.368932911362
262,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,2 workers,0.0,0.559399809134
263,"$15,000 to $24,999",3-person household,Nonfamily households,No vehicle available,3 or more workers,0.0,1.25486501917
264,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,No workers,0.0,0.720279823158
265,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,1 worker,0.0,1.01454699168
266,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,2 workers,0.0,1.40232280417
267,"$15,000 to $24,999",3-person household,Nonfamily households,1 vehicle available,3 or more workers,0.0,0.871503790784
268,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,No workers,0.0,0.44246111052
269,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,1 worker,0.0,1.48621991153
270,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,2 workers,0.0,1.15606168418
271,"$15,000 to $24,999",3-person household,Nonfamily households,2 vehicles available,3 or more workers,0.0,0.382517382328
272,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,No workers,0.0,0.261378444826
273,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,1 worker,0.0,0.983611329844
274,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,2 workers,0.0,1.21923131827
275,"$15,000 to $24,999",3-person household,Nonfamily households,3 vehicles available,3 or more workers,0.0,0.779866546637
276,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,No workers,0.0,0.0657511183139
277,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,1 worker,0.0,0.770143280242
278,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,2 workers,0.0,0.879114379
279,"$15,000 to $24,999",3-person household,Nonfamily households,4 or more vehicles available,3 or more workers,0.0,0.859533521297
280,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,No workers,0.0,0.111385004534
281,"$15,000 to $24,999",4-or-more-person household,Family households,No vehicle available,1 worker,0.0,0.0565506221838
