,hh_type,workers,hh_size,hh_inc,vehicle,sample,total
166,Family households,1 worker,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
167,Family households,1 worker,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
168,Family households,1 worker,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
169,Family households,1 worker,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
170,Family households,1 worker,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
171,Family households,1 worker,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
172,Family households,1 worker,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
173,Family households,1 worker,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
174,Family households,1 worker,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
175,Family households,1 worker,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
176,Family households,1 worker,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
177,Family households,1 worker,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
178,Family households,1 worker,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
179,Family households,1 worker,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
180,Family households,1 worker,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
181,Family households,1 worker,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
182,Family households,1 worker,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
183,Family households,1 worker,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
184,Family households,1 worker,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
185,Family households,1 worker,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
186,Family households,1 worker,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
187,Family households,1 worker,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
188,Family households,1 worker,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
189,Family households,1 worker,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
190,Family households,1 worker,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
191,Family households,1 worker,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
192,Family households,1 worker,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
193,Family households,1 worker,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
194,Family households,1 worker,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
195,Family households,1 worker,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
196,Family households,1 worker,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
197,Family households,1 worker,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
198,Family households,1 worker,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
199,Family households,1 worker,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
200,Family households,1 worker,2-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0796203495918
201,Family households,1 worker,2-person household,"$100,000 to $149,999",1 vehicle available,7.0,802.087083719
202,Family households,1 worker,2-person household,"$100,000 to $149,999",2 vehicles available,20.0,2462.96108987
203,Family households,1 worker,2-person household,"$100,000 to $149,999",3 vehicles available,0.0,0.120838120613
204,Family households,1 worker,2-person household,"$100,000 to $149,999",4 or more vehicles available,1.0,100.442116726
205,Family households,1 worker,2-person household,"$15,000 to $24,999",No vehicle available,1.0,81.2004211122
206,Family households,1 worker,2-person household,"$15,000 to $24,999",1 vehicle available,2.0,233.715588327
207,Family households,1 worker,2-person household,"$15,000 to $24,999",2 vehicles available,2.0,251.183872849
208,Family households,1 worker,2-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.123236161742
209,Family households,1 worker,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.102435397701
210,Family households,1 worker,2-person household,"$150,000 or more",No vehicle available,0.0,0.0649844799136
211,Family households,1 worker,2-person household,"$150,000 or more",1 vehicle available,1.0,93.5209802307
212,Family households,1 worker,2-person household,"$150,000 or more",2 vehicles available,40.0,4020.4356372
213,Family households,1 worker,2-person household,"$150,000 or more",3 vehicles available,10.0,986.2557075
214,Family households,1 worker,2-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0819787749025
215,Family households,1 worker,2-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0727331334283
216,Family households,1 worker,2-person household,"$25,000 to $34,999",1 vehicle available,8.0,837.378271552
217,Family households,1 worker,2-person household,"$25,000 to $34,999",2 vehicles available,6.0,674.973967698
218,Family households,1 worker,2-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.110385538306
219,Family households,1 worker,2-person household,"$25,000 to $34,999",4 or more vehicles available,1.0,91.7538030804
220,Family households,1 worker,2-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0772013298305
221,Family households,1 worker,2-person household,"$35,000 to $44,999",1 vehicle available,8.0,888.820721558
222,Family households,1 worker,2-person household,"$35,000 to $44,999",2 vehicles available,4.0,477.626316472
223,Family households,1 worker,2-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.117166825484
224,Family households,1 worker,2-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0973904915261
225,Family households,1 worker,2-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0769238225738
226,Family households,1 worker,2-person household,"$45,000 to $59,999",1 vehicle available,8.0,885.625774002
227,Family households,1 worker,2-person household,"$45,000 to $59,999",2 vehicles available,10.0,1189.77361224
228,Family households,1 worker,2-person household,"$45,000 to $59,999",3 vehicles available,5.0,583.728292948
229,Family households,1 worker,2-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0970404124771
230,Family households,1 worker,2-person household,"$60,000 to $99,999",No vehicle available,2.0,185.927098153
231,Family households,1 worker,2-person household,"$60,000 to $99,999",1 vehicle available,12.0,1605.4372823
232,Family households,1 worker,2-person household,"$60,000 to $99,999",2 vehicles available,14.0,2013.0019992
233,Family households,1 worker,2-person household,"$60,000 to $99,999",3 vehicles available,7.0,987.621685846
234,Family households,1 worker,2-person household,"$60,000 to $99,999",4 or more vehicles available,3.0,351.824214366
235,Family households,1 worker,2-person household,"Less than $15,000",No vehicle available,0.0,0.0719857968266
236,Family households,1 worker,2-person household,"Less than $15,000",1 vehicle available,6.0,621.580625792
237,Family households,1 worker,2-person household,"Less than $15,000",2 vehicles available,4.0,445.359050836
238,Family households,1 worker,2-person household,"Less than $15,000",3 vehicles available,0.0,0.109251321352
239,Family households,1 worker,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.090811028142
240,Family households,1 worker,3-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0908555221007
241,Family households,1 worker,3-person household,"$100,000 to $149,999",1 vehicle available,4.0,523.010878753
242,Family households,1 worker,3-person household,"$100,000 to $149,999",2 vehicles available,22.0,3091.55860994
243,Family households,1 worker,3-person household,"$100,000 to $149,999",3 vehicles available,4.0,551.55801723
244,Family households,1 worker,3-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.114615434406
245,Family households,1 worker,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0926585564215
246,Family households,1 worker,3-person household,"$15,000 to $24,999",1 vehicle available,6.0,800.085100456
247,Family households,1 worker,3-person household,"$15,000 to $24,999",2 vehicles available,4.0,573.25651113
248,Family households,1 worker,3-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.140625931362
249,Family households,1 worker,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.116889985882
250,Family households,1 worker,3-person household,"$150,000 or more",No vehicle available,0.0,0.0741543949665
251,Family households,1 worker,3-person household,"$150,000 or more",1 vehicle available,0.0,0.106717661123
252,Family households,1 worker,3-person household,"$150,000 or more",2 vehicles available,14.0,1605.71478607
253,Family households,1 worker,3-person household,"$150,000 or more",3 vehicles available,7.0,787.797898181
254,Family households,1 worker,3-person household,"$150,000 or more",4 or more vehicles available,2.0,187.093486355
255,Family households,1 worker,3-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0829964556239
256,Family households,1 worker,3-person household,"$25,000 to $34,999",1 vehicle available,6.0,716.655105583
257,Family households,1 worker,3-person household,"$25,000 to $34,999",2 vehicles available,5.0,641.84923153
258,Family households,1 worker,3-person household,"$25,000 to $34,999",3 vehicles available,3.0,377.885896002
259,Family households,1 worker,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.104701118826
260,Family households,1 worker,3-person household,"$35,000 to $44,999",No vehicle available,1.0,88.0951561326
261,Family households,1 worker,3-person household,"$35,000 to $44,999",1 vehicle available,4.0,507.120799677
262,Family households,1 worker,3-person household,"$35,000 to $44,999",2 vehicles available,3.0,408.767876943
263,Family households,1 worker,3-person household,"$35,000 to $44,999",3 vehicles available,2.0,267.400310518
264,Family households,1 worker,3-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.111133196483
265,Family households,1 worker,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0877784900187
266,Family households,1 worker,3-person household,"$45,000 to $59,999",1 vehicle available,2.0,252.648953739
267,Family households,1 worker,3-person household,"$45,000 to $59,999",2 vehicles available,3.0,407.29852334
268,Family households,1 worker,3-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.133219557796
269,Family households,1 worker,3-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.110733718022
270,Family households,1 worker,3-person household,"$60,000 to $99,999",No vehicle available,0.0,0.106081571244
271,Family households,1 worker,3-person household,"$60,000 to $99,999",1 vehicle available,3.0,457.99485694
272,Family households,1 worker,3-person household,"$60,000 to $99,999",2 vehicles available,14.0,2297.05532022
273,Family households,1 worker,3-person household,"$60,000 to $99,999",3 vehicles available,5.0,804.988785312
274,Family households,1 worker,3-person household,"$60,000 to $99,999",4 or more vehicles available,1.0,133.823295375
275,Family households,1 worker,3-person household,"Less than $15,000",No vehicle available,1.0,82.1436628708
276,Family households,1 worker,3-person household,"Less than $15,000",1 vehicle available,2.0,236.430479451
277,Family households,1 worker,3-person household,"Less than $15,000",2 vehicles available,1.0,127.050839683
278,Family households,1 worker,3-person household,"Less than $15,000",3 vehicles available,0.0,0.124667699809
279,Family households,1 worker,3-person household,"Less than $15,000",4 or more vehicles available,1.0,103.625309568
280,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",No vehicle available,0.0,0.118125397607
281,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",1 vehicle available,2.0,339.995118498
282,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",2 vehicles available,21.0,3836.77253993
283,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",3 vehicles available,6.0,1075.65850565
284,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",4 or more vehicles available,1.0,149.016740514
285,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",No vehicle available,0.0,0.120469604554
286,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",1 vehicle available,2.0,346.742345891
287,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",2 vehicles available,4.0,745.316869491
288,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",3 vehicles available,2.0,365.668341823
289,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",4 or more vehicles available,2.0,303.94797673
290,Family households,1 worker,4-or-more-person household,"$150,000 or more",No vehicle available,2.0,192.823004859
291,Family households,1 worker,4-or-more-person household,"$150,000 or more",1 vehicle available,2.0,277.496972345
292,Family households,1 worker,4-or-more-person household,"$150,000 or more",2 vehicles available,35.0,5219.15710687
293,Family households,1 worker,4-or-more-person household,"$150,000 or more",3 vehicles available,9.0,1316.8952833
294,Family households,1 worker,4-or-more-person household,"$150,000 or more",4 or more vehicles available,4.0,486.497506246
295,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",No vehicle available,0.0,0.107907467745
296,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",1 vehicle available,2.0,310.585301942
297,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",2 vehicles available,4.0,667.597908639
298,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.163768881565
299,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.136126687793
300,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",No vehicle available,0.0,0.114536520234
301,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",1 vehicle available,1.0,164.832705574
302,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",2 vehicles available,6.0,1062.91542608
