,hh_type,workers,hh_size,hh_inc,vehicle,sample,total
166,Family households,1 worker,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
167,Family households,1 worker,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
168,Family households,1 worker,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
169,Family households,1 worker,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
170,Family households,1 worker,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
171,Family households,1 worker,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
172,Family households,1 worker,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
173,Family households,1 worker,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
174,Family households,1 worker,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
175,Family households,1 worker,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
176,Family households,1 worker,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
177,Family households,1 worker,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
178,Family households,1 worker,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
179,Family households,1 worker,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
180,Family households,1 worker,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
181,Family households,1 worker,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
182,Family households,1 worker,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
183,Family households,1 worker,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
184,Family households,1 worker,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
185,Family households,1 worker,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
186,Family households,1 worker,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
187,Family households,1 worker,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
188,Family households,1 worker,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
189,Family households,1 worker,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
190,Family households,1 worker,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
191,Family households,1 worker,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
192,Family households,1 worker,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
193,Family households,1 worker,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
194,Family households,1 worker,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
195,Family households,1 worker,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
196,Family households,1 worker,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
197,Family households,1 worker,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
198,Family households,1 worker,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
199,Family households,1 worker,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
200,Family households,1 worker,2-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0465443037542
201,Family households,1 worker,2-person household,"$100,000 to $149,999",1 vehicle available,1.0,109.4084859
202,Family households,1 worker,2-person household,"$100,000 to $149,999",2 vehicles available,21.0,2445.39989726
203,Family households,1 worker,2-person household,"$100,000 to $149,999",3 vehicles available,5.0,422.353288437
204,Family households,1 worker,2-person household,"$100,000 to $149,999",4 or more vehicles available,2.0,138.511235546
205,Family households,1 worker,2-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0586222044389
206,Family households,1 worker,2-person household,"$15,000 to $24,999",1 vehicle available,6.0,826.79504607
207,Family households,1 worker,2-person household,"$15,000 to $24,999",2 vehicles available,3.0,439.994712102
208,Family households,1 worker,2-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.106390165168
209,Family households,1 worker,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0872269355464
210,Family households,1 worker,2-person household,"$150,000 or more",No vehicle available,0.0,0.0428988356537
211,Family households,1 worker,2-person household,"$150,000 or more",1 vehicle available,5.0,504.196676842
212,Family households,1 worker,2-person household,"$150,000 or more",2 vehicles available,31.0,3327.14137775
213,Family households,1 worker,2-person household,"$150,000 or more",3 vehicles available,9.0,700.692310867
214,Family households,1 worker,2-person household,"$150,000 or more",4 or more vehicles available,3.0,191.494025603
215,Family households,1 worker,2-person household,"$25,000 to $34,999",No vehicle available,1.0,58.5084667798
216,Family households,1 worker,2-person household,"$25,000 to $34,999",1 vehicle available,1.0,137.531819071
217,Family households,1 worker,2-person household,"$25,000 to $34,999",2 vehicles available,7.0,1024.66243351
218,Family households,1 worker,2-person household,"$25,000 to $34,999",3 vehicles available,1.0,106.183749042
219,Family households,1 worker,2-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0870576995453
220,Family households,1 worker,2-person household,"$35,000 to $44,999",No vehicle available,1.0,56.9152270748
221,Family households,1 worker,2-person household,"$35,000 to $44,999",1 vehicle available,4.0,535.146801362
222,Family households,1 worker,2-person household,"$35,000 to $44,999",2 vehicles available,6.0,854.365651742
223,Family households,1 worker,2-person household,"$35,000 to $44,999",3 vehicles available,1.0,103.292267273
224,Family households,1 worker,2-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0846870378073
225,Family households,1 worker,2-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0525717824864
226,Family households,1 worker,2-person household,"$45,000 to $59,999",1 vehicle available,9.0,1112.1917814
227,Family households,1 worker,2-person household,"$45,000 to $59,999",2 vehicles available,15.0,1972.91337994
228,Family households,1 worker,2-person household,"$45,000 to $59,999",3 vehicles available,4.0,381.638368972
229,Family households,1 worker,2-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0782242074722
230,Family households,1 worker,2-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0593531057288
231,Family households,1 worker,2-person household,"$60,000 to $99,999",1 vehicle available,8.0,1116.13802893
232,Family households,1 worker,2-person household,"$60,000 to $99,999",2 vehicles available,26.0,3860.8315504
233,Family households,1 worker,2-person household,"$60,000 to $99,999",3 vehicles available,5.0,538.583185515
234,Family households,1 worker,2-person household,"$60,000 to $99,999",4 or more vehicles available,1.0,88.3144804505
235,Family households,1 worker,2-person household,"Less than $15,000",No vehicle available,0.0,0.0672116038083
236,Family households,1 worker,2-person household,"Less than $15,000",1 vehicle available,0.0,0.157989683258
237,Family households,1 worker,2-person household,"Less than $15,000",2 vehicles available,3.0,504.463292546
238,Family households,1 worker,2-person household,"Less than $15,000",3 vehicles available,0.0,0.121978586422
239,Family households,1 worker,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.100007536214
240,Family households,1 worker,3-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0627591942889
241,Family households,1 worker,3-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.147523711166
242,Family households,1 worker,3-person household,"$100,000 to $149,999",2 vehicles available,5.0,785.075492787
243,Family households,1 worker,3-person household,"$100,000 to $149,999",3 vehicles available,3.0,341.694471068
244,Family households,1 worker,3-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0933825714605
245,Family households,1 worker,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0790447384808
246,Family households,1 worker,3-person household,"$15,000 to $24,999",1 vehicle available,1.0,185.805017113
247,Family households,1 worker,3-person household,"$15,000 to $24,999",2 vehicles available,5.0,988.796744736
248,Family households,1 worker,3-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.143453881735
249,Family households,1 worker,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.117614654289
250,Family households,1 worker,3-person household,"$150,000 or more",No vehicle available,0.0,0.0578437347731
251,Family households,1 worker,3-person household,"$150,000 or more",1 vehicle available,0.0,0.135969279372
252,Family households,1 worker,3-person household,"$150,000 or more",2 vehicles available,6.0,868.30366316
253,Family households,1 worker,3-person household,"$150,000 or more",3 vehicles available,5.0,524.88682022
254,Family households,1 worker,3-person household,"$150,000 or more",4 or more vehicles available,2.0,172.137222512
255,Family households,1 worker,3-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0788913774191
256,Family households,1 worker,3-person household,"$25,000 to $34,999",1 vehicle available,4.0,741.778087355
257,Family households,1 worker,3-person household,"$25,000 to $34,999",2 vehicles available,2.0,394.751320222
258,Family households,1 worker,3-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.143175555308
259,Family households,1 worker,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.117386460628
260,Family households,1 worker,3-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0767430921912
261,Family households,1 worker,3-person household,"$35,000 to $44,999",1 vehicle available,2.0,360.789391728
262,Family households,1 worker,3-person household,"$35,000 to $44,999",2 vehicles available,4.0,768.003752791
263,Family households,1 worker,3-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.139276752416
264,Family households,1 worker,3-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.114189918654
265,Family households,1 worker,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.070886498348
266,Family households,1 worker,3-person household,"$45,000 to $59,999",1 vehicle available,1.0,166.628004492
267,Family households,1 worker,3-person household,"$45,000 to $59,999",2 vehicles available,3.0,532.045574387
268,Family households,1 worker,3-person household,"$45,000 to $59,999",3 vehicles available,3.0,385.943841908
269,Family households,1 worker,3-person household,"$45,000 to $59,999",4 or more vehicles available,2.0,210.951194405
270,Family households,1 worker,3-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0800302678015
271,Family households,1 worker,3-person household,"$60,000 to $99,999",1 vehicle available,2.0,376.243265883
272,Family households,1 worker,3-person household,"$60,000 to $99,999",2 vehicles available,10.0,2002.25011312
273,Family households,1 worker,3-person household,"$60,000 to $99,999",3 vehicles available,3.0,435.727391592
274,Family households,1 worker,3-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.119081073087
275,Family households,1 worker,3-person household,"Less than $15,000",No vehicle available,0.0,0.0906264733092
276,Family households,1 worker,3-person household,"Less than $15,000",1 vehicle available,4.0,852.117610749
277,Family households,1 worker,3-person household,"Less than $15,000",2 vehicles available,0.0,0.226735298306
278,Family households,1 worker,3-person household,"Less than $15,000",3 vehicles available,0.0,0.164472925511
279,Family households,1 worker,3-person household,"Less than $15,000",4 or more vehicles available,0.0,0.134847701853
280,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0745898645649
281,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",1 vehicle available,2.0,350.666504269
282,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",2 vehicles available,11.0,2052.75236173
283,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",3 vehicles available,6.0,812.213879046
284,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",4 or more vehicles available,2.0,221.972045272
285,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0939453797115
286,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",1 vehicle available,6.0,1324.9855629
287,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",2 vehicles available,3.0,705.116272838
288,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",3 vehicles available,2.0,340.992446802
289,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.139786070132
290,Family households,1 worker,4-or-more-person household,"$150,000 or more",No vehicle available,1.0,68.7477969012
291,Family households,1 worker,4-or-more-person household,"$150,000 or more",1 vehicle available,1.0,161.600706451
292,Family households,1 worker,4-or-more-person household,"$150,000 or more",2 vehicles available,14.0,2407.96892307
293,Family households,1 worker,4-or-more-person household,"$150,000 or more",3 vehicles available,7.0,873.365762357
294,Family households,1 worker,4-or-more-person household,"$150,000 or more",4 or more vehicles available,3.0,306.879946259
295,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",No vehicle available,1.0,93.7631087159
296,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",1 vehicle available,3.0,661.20742586
297,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",2 vehicles available,1.0,234.582739994
298,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.17016542995
299,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",4 or more vehicles available,3.0,418.544579766
300,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0912098524798
301,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",1 vehicle available,1.0,214.400711883
302,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",2 vehicles available,1.0,228.194834857
