,hh_type,workers,hh_size,hh_inc,vehicle,sample,total
164,Family households,1 worker,1-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0
165,Family households,1 worker,1-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
166,Family households,1 worker,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
167,Family households,1 worker,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
168,Family households,1 worker,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
169,Family households,1 worker,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
170,Family households,1 worker,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
171,Family households,1 worker,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
172,Family households,1 worker,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
173,Family households,1 worker,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
174,Family households,1 worker,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
175,Family households,1 worker,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
176,Family households,1 worker,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
177,Family households,1 worker,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
178,Family households,1 worker,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
179,Family households,1 worker,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
180,Family households,1 worker,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
181,Family households,1 worker,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
182,Family households,1 worker,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
183,Family households,1 worker,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
184,Family households,1 worker,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
185,Family households,1 worker,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
186,Family households,1 worker,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
187,Family households,1 worker,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
188,Family households,1 worker,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
189,Family households,1 worker,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
190,Family households,1 worker,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
191,Family households,1 worker,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
192,Family households,1 worker,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
193,Family households,1 worker,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
194,Family households,1 worker,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
195,Family households,1 worker,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
196,Family households,1 worker,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
197,Family households,1 worker,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
198,Family households,1 worker,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
199,Family households,1 worker,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
200,Family households,1 worker,2-person household,"$100,000 to $149,999",No vehicle available,0.0,0.00375183188468
201,Family households,1 worker,2-person household,"$100,000 to $149,999",1 vehicle available,2.0,21.1344656799
202,Family households,1 worker,2-person household,"$100,000 to $149,999",2 vehicles available,10.0,108.769510252
203,Family households,1 worker,2-person household,"$100,000 to $149,999",3 vehicles available,6.0,65.6394409528
204,Family households,1 worker,2-person household,"$100,000 to $149,999",4 or more vehicles available,2.0,40.0235816802
205,Family households,1 worker,2-person household,"$15,000 to $24,999",No vehicle available,1.0,5.55142791865
206,Family households,1 worker,2-person household,"$15,000 to $24,999",1 vehicle available,7.0,109.451231424
207,Family households,1 worker,2-person household,"$15,000 to $24,999",2 vehicles available,3.0,48.2825015461
208,Family households,1 worker,2-person household,"$15,000 to $24,999",3 vehicles available,1.0,16.1873202332
209,Family households,1 worker,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0296106056418
210,Family households,1 worker,2-person household,"$150,000 or more",No vehicle available,0.0,0.00377227111334
211,Family households,1 worker,2-person household,"$150,000 or more",1 vehicle available,0.0,0.010624801008
212,Family households,1 worker,2-person household,"$150,000 or more",2 vehicles available,4.0,43.7448259033
213,Family households,1 worker,2-person household,"$150,000 or more",3 vehicles available,3.0,32.9985157401
214,Family households,1 worker,2-person household,"$150,000 or more",4 or more vehicles available,1.0,20.1208110684
215,Family households,1 worker,2-person household,"$25,000 to $34,999",No vehicle available,0.0,0.00479209873742
216,Family households,1 worker,2-person household,"$25,000 to $34,999",1 vehicle available,6.0,80.98319654
217,Family households,1 worker,2-person household,"$25,000 to $34,999",2 vehicles available,3.0,41.6783786242
218,Family households,1 worker,2-person household,"$25,000 to $34,999",3 vehicles available,2.0,27.9464087396
219,Family households,1 worker,2-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0255604410234
220,Family households,1 worker,2-person household,"$35,000 to $44,999",No vehicle available,1.0,4.39445805331
221,Family households,1 worker,2-person household,"$35,000 to $44,999",1 vehicle available,2.0,24.7544468313
222,Family households,1 worker,2-person household,"$35,000 to $44,999",2 vehicles available,7.0,89.1799380889
223,Family households,1 worker,2-person household,"$35,000 to $44,999",3 vehicles available,1.0,12.8137302335
224,Family households,1 worker,2-person household,"$35,000 to $44,999",4 or more vehicles available,1.0,23.4394765334
225,Family households,1 worker,2-person household,"$45,000 to $59,999",No vehicle available,0.0,0.00491842590514
226,Family households,1 worker,2-person household,"$45,000 to $59,999",1 vehicle available,1.0,13.8530065694
227,Family households,1 worker,2-person household,"$45,000 to $59,999",2 vehicles available,10.0,142.590284787
228,Family households,1 worker,2-person household,"$45,000 to $59,999",3 vehicles available,1.0,14.3415597458
229,Family households,1 worker,2-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0262342539595
230,Family households,1 worker,2-person household,"$60,000 to $99,999",No vehicle available,0.0,0.00449429227855
231,Family households,1 worker,2-person household,"$60,000 to $99,999",1 vehicle available,1.0,12.6584117887
232,Family households,1 worker,2-person household,"$60,000 to $99,999",2 vehicles available,18.0,234.529577328
233,Family households,1 worker,2-person household,"$60,000 to $99,999",3 vehicles available,6.0,78.6290115629
234,Family households,1 worker,2-person household,"$60,000 to $99,999",4 or more vehicles available,1.0,23.9719795068
235,Family households,1 worker,2-person household,"Less than $15,000",No vehicle available,0.0,0.00566055248656
236,Family households,1 worker,2-person household,"Less than $15,000",1 vehicle available,3.0,47.8297359532
237,Family households,1 worker,2-person household,"Less than $15,000",2 vehicles available,1.0,16.4105306592
238,Family households,1 worker,2-person household,"Less than $15,000",3 vehicles available,0.0,0.0165055148224
239,Family households,1 worker,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0301926621134
240,Family households,1 worker,3-person household,"$100,000 to $149,999",No vehicle available,0.0,0.00260623766839
241,Family households,1 worker,3-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.00734060616912
242,Family households,1 worker,3-person household,"$100,000 to $149,999",2 vehicles available,1.0,7.55575418899
243,Family households,1 worker,3-person household,"$100,000 to $149,999",3 vehicles available,2.0,15.1989737993
244,Family households,1 worker,3-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.013901337987
245,Family households,1 worker,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.00385634031579
246,Family households,1 worker,3-person household,"$15,000 to $24,999",1 vehicle available,3.0,32.5847590827
247,Family households,1 worker,3-person household,"$15,000 to $24,999",2 vehicles available,2.0,22.3598636828
248,Family households,1 worker,3-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0112446412949
249,Family households,1 worker,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.020569225429
250,Family households,1 worker,3-person household,"$150,000 or more",No vehicle available,0.0,0.00262043592921
251,Family households,1 worker,3-person household,"$150,000 or more",1 vehicle available,0.0,0.00738059632128
252,Family households,1 worker,3-person household,"$150,000 or more",2 vehicles available,1.0,7.59691642447
253,Family households,1 worker,3-person household,"$150,000 or more",3 vehicles available,1.0,7.64088738216
254,Family households,1 worker,3-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0139770696921
255,Family households,1 worker,3-person household,"$25,000 to $34,999",No vehicle available,1.0,3.32886670405
256,Family households,1 worker,3-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0093759290491
257,Family households,1 worker,3-person household,"$25,000 to $34,999",2 vehicles available,3.0,28.9521928665
258,Family households,1 worker,3-person household,"$25,000 to $34,999",3 vehicles available,1.0,9.70658939315
259,Family households,1 worker,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0177557487285
260,Family households,1 worker,3-person household,"$35,000 to $44,999",No vehicle available,0.0,0.00305264267236
261,Family households,1 worker,3-person household,"$35,000 to $44,999",1 vehicle available,1.0,8.59792946154
262,Family households,1 worker,3-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.00884992874552
263,Family households,1 worker,3-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.00890115213942
264,Family households,1 worker,3-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0162824051147
265,Family households,1 worker,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0034166208021
266,Family households,1 worker,3-person household,"$45,000 to $59,999",1 vehicle available,1.0,9.62309310527
267,Family households,1 worker,3-person household,"$45,000 to $59,999",2 vehicles available,1.0,9.90513921685
268,Family households,1 worker,3-person household,"$45,000 to $59,999",3 vehicles available,1.0,9.96247016971
269,Family households,1 worker,3-person household,"$45,000 to $59,999",4 or more vehicles available,1.0,18.2238178503
270,Family households,1 worker,3-person household,"$60,000 to $99,999",No vehicle available,0.0,0.00312199325267
271,Family households,1 worker,3-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.00879325903713
272,Family households,1 worker,3-person household,"$60,000 to $99,999",2 vehicles available,5.0,45.2549164701
273,Family households,1 worker,3-person household,"$60,000 to $99,999",3 vehicles available,1.0,9.10337039178
274,Family households,1 worker,3-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0166523122296
275,Family households,1 worker,3-person household,"Less than $15,000",No vehicle available,0.0,0.0039321445011
276,Family households,1 worker,3-person household,"Less than $15,000",1 vehicle available,3.0,33.2252785684
277,Family households,1 worker,3-person household,"Less than $15,000",2 vehicles available,2.0,22.7993921247
278,Family households,1 worker,3-person household,"Less than $15,000",3 vehicles available,0.0,0.0114656775113
279,Family households,1 worker,3-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0209735552465
280,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0045740187283
281,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",1 vehicle available,1.0,12.8829655491
282,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",2 vehicles available,2.0,26.5211124726
283,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",3 vehicles available,1.0,13.3373083452
284,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0243972301805
285,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",No vehicle available,1.0,6.7679832277
286,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",1 vehicle available,4.0,76.2495301733
287,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",2 vehicles available,1.0,19.6210876099
288,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.019734654479
289,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0360995558769
290,Family households,1 worker,4-or-more-person household,"$150,000 or more",No vehicle available,0.0,0.0045989370662
291,Family households,1 worker,4-or-more-person household,"$150,000 or more",1 vehicle available,0.0,0.0129531493651
292,Family households,1 worker,4-or-more-person household,"$150,000 or more",2 vehicles available,2.0,26.6655941814
293,Family households,1 worker,4-or-more-person household,"$150,000 or more",3 vehicles available,1.0,13.4099673298
294,Family households,1 worker,4-or-more-person household,"$150,000 or more",4 or more vehicles available,1.0,24.5301414041
295,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",No vehicle available,0.0,0.00584225254396
296,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",1 vehicle available,3.0,49.3650394043
297,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",2 vehicles available,2.0,33.8745960643
298,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",3 vehicles available,2.0,34.0706622505
299,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0311618269523
300,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",No vehicle available,0.0,0.00535747177761
