,hh_type,workers,hh_size,hh_inc,vehicle,sample,total
164,Family households,1 worker,1-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0
165,Family households,1 worker,1-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
166,Family households,1 worker,1-person household,"$15,000 to $24,999",1 vehicle available,0.0,0.0
167,Family households,1 worker,1-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0
168,Family households,1 worker,1-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0
169,Family households,1 worker,1-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0
170,Family households,1 worker,1-person household,"$150,000 or more",No vehicle available,0.0,0.0
171,Family households,1 worker,1-person household,"$150,000 or more",1 vehicle available,0.0,0.0
172,Family households,1 worker,1-person household,"$150,000 or more",2 vehicles available,0.0,0.0
173,Family households,1 worker,1-person household,"$150,000 or more",3 vehicles available,0.0,0.0
174,Family households,1 worker,1-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0
175,Family households,1 worker,1-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
176,Family households,1 worker,1-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0
177,Family households,1 worker,1-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0
178,Family households,1 worker,1-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0
179,Family households,1 worker,1-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0
180,Family households,1 worker,1-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
181,Family households,1 worker,1-person household,"$35,000 to $44,999",1 vehicle available,0.0,0.0
182,Family households,1 worker,1-person household,"$35,000 to $44,999",2 vehicles available,0.0,0.0
183,Family households,1 worker,1-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0
184,Family households,1 worker,1-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0
185,Family households,1 worker,1-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
186,Family households,1 worker,1-person household,"$45,000 to $59,999",1 vehicle available,0.0,0.0
187,Family households,1 worker,1-person household,"$45,000 to $59,999",2 vehicles available,0.0,0.0
188,Family households,1 worker,1-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0
189,Family households,1 worker,1-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.0
190,Family households,1 worker,1-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
191,Family households,1 worker,1-person household,"$60,000 to $99,999",1 vehicle available,0.0,0.0
192,Family households,1 worker,1-person household,"$60,000 to $99,999",2 vehicles available,0.0,0.0
193,Family households,1 worker,1-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0
194,Family households,1 worker,1-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0
195,Family households,1 worker,1-person household,"Less than $15,000",No vehicle available,0.0,0.0
196,Family households,1 worker,1-person household,"Less than $15,000",1 vehicle available,0.0,0.0
197,Family households,1 worker,1-person household,"Less than $15,000",2 vehicles available,0.0,0.0
198,Family households,1 worker,1-person household,"Less than $15,000",3 vehicles available,0.0,0.0
199,Family households,1 worker,1-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0
200,Family households,1 worker,2-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
201,Family households,1 worker,2-person household,"$100,000 to $149,999",1 vehicle available,2.0,61.6737361149
202,Family households,1 worker,2-person household,"$100,000 to $149,999",2 vehicles available,6.0,341.284672831
203,Family households,1 worker,2-person household,"$100,000 to $149,999",3 vehicles available,1.0,36.7947910069
204,Family households,1 worker,2-person household,"$100,000 to $149,999",4 or more vehicles available,1.0,15.5274103684
205,Family households,1 worker,2-person household,"$15,000 to $24,999",No vehicle available,2.0,0.0
206,Family households,1 worker,2-person household,"$15,000 to $24,999",1 vehicle available,1.0,18.7548355611
207,Family households,1 worker,2-person household,"$15,000 to $24,999",2 vehicles available,1.0,34.5946174263
208,Family households,1 worker,2-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0223784157831
209,Family households,1 worker,2-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.00944369666874
210,Family households,1 worker,2-person household,"$150,000 or more",No vehicle available,0.0,0.0
211,Family households,1 worker,2-person household,"$150,000 or more",1 vehicle available,0.0,0.0538726670132
212,Family households,1 worker,2-person household,"$150,000 or more",2 vehicles available,0.0,0.0993719352533
213,Family households,1 worker,2-person household,"$150,000 or more",3 vehicles available,2.0,128.562571273
214,Family households,1 worker,2-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0271267174992
215,Family households,1 worker,2-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
216,Family households,1 worker,2-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.0292634292964
217,Family households,1 worker,2-person household,"$25,000 to $34,999",2 vehicles available,2.0,107.956919995
218,Family households,1 worker,2-person household,"$25,000 to $34,999",3 vehicles available,1.0,34.9173516292
219,Family households,1 worker,2-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0147351305141
220,Family households,1 worker,2-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
221,Family households,1 worker,2-person household,"$35,000 to $44,999",1 vehicle available,1.0,29.4682151781
222,Family households,1 worker,2-person household,"$35,000 to $44,999",2 vehicles available,1.0,54.3562020048
223,Family households,1 worker,2-person household,"$35,000 to $44,999",3 vehicles available,0.0,0.0351617037373
224,Family households,1 worker,2-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0148382471606
225,Family households,1 worker,2-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
226,Family households,1 worker,2-person household,"$45,000 to $59,999",1 vehicle available,2.0,39.7004607223
227,Family households,1 worker,2-person household,"$45,000 to $59,999",2 vehicles available,6.0,219.69090252
228,Family households,1 worker,2-person household,"$45,000 to $59,999",3 vehicles available,1.0,23.6854493853
229,Family households,1 worker,2-person household,"$45,000 to $59,999",4 or more vehicles available,1.0,9.9952651531
230,Family households,1 worker,2-person household,"$60,000 to $99,999",No vehicle available,1.0,0.0
231,Family households,1 worker,2-person household,"$60,000 to $99,999",1 vehicle available,2.0,52.158893003
232,Family households,1 worker,2-person household,"$60,000 to $99,999",2 vehicles available,9.0,432.948411798
233,Family households,1 worker,2-person household,"$60,000 to $99,999",3 vehicles available,4.0,124.472794294
234,Family households,1 worker,2-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0131318870404
235,Family households,1 worker,2-person household,"Less than $15,000",No vehicle available,0.0,0.0
236,Family households,1 worker,2-person household,"Less than $15,000",1 vehicle available,3.0,116.326679732
237,Family households,1 worker,2-person household,"Less than $15,000",2 vehicles available,0.0,0.0715242560373
238,Family households,1 worker,2-person household,"Less than $15,000",3 vehicles available,0.0,0.0462672999227
239,Family households,1 worker,2-person household,"Less than $15,000",4 or more vehicles available,0.0,0.0195248113355
240,Family households,1 worker,3-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
241,Family households,1 worker,3-person household,"$100,000 to $149,999",1 vehicle available,1.0,24.8850486428
242,Family households,1 worker,3-person household,"$100,000 to $149,999",2 vehicles available,4.0,183.608911874
243,Family households,1 worker,3-person household,"$100,000 to $149,999",3 vehicles available,1.0,29.6930337511
244,Family households,1 worker,3-person household,"$100,000 to $149,999",4 or more vehicles available,0.0,0.0125304671536
245,Family households,1 worker,3-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
246,Family households,1 worker,3-person household,"$15,000 to $24,999",1 vehicle available,1.0,15.1349674797
247,Family households,1 worker,3-person household,"$15,000 to $24,999",2 vehicles available,0.0,0.0279175153531
248,Family households,1 worker,3-person household,"$15,000 to $24,999",3 vehicles available,1.0,18.0591610106
249,Family households,1 worker,3-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.00762097014949
250,Family households,1 worker,3-person household,"$150,000 or more",No vehicle available,0.0,0.0
251,Family households,1 worker,3-person household,"$150,000 or more",1 vehicle available,0.0,0.0434747113956
252,Family households,1 worker,3-person household,"$150,000 or more",2 vehicles available,2.0,160.384344993
253,Family households,1 worker,3-person household,"$150,000 or more",3 vehicles available,0.0,0.0518743640536
254,Family households,1 worker,3-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0218909937037
255,Family households,1 worker,3-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
256,Family households,1 worker,3-person household,"$25,000 to $34,999",1 vehicle available,0.0,0.023615299068
257,Family households,1 worker,3-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.0435600852914
258,Family households,1 worker,3-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0281779586744
259,Family households,1 worker,3-person household,"$25,000 to $34,999",4 or more vehicles available,0.0,0.0118911051186
260,Family households,1 worker,3-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
261,Family households,1 worker,3-person household,"$35,000 to $44,999",1 vehicle available,2.0,47.5611185129
262,Family households,1 worker,3-person household,"$35,000 to $44,999",2 vehicles available,1.0,43.8649193688
263,Family households,1 worker,3-person household,"$35,000 to $44,999",3 vehicles available,1.0,28.3751484177
264,Family households,1 worker,3-person household,"$35,000 to $44,999",4 or more vehicles available,0.0,0.0119743192362
265,Family households,1 worker,3-person household,"$45,000 to $59,999",No vehicle available,0.0,0.0
266,Family households,1 worker,3-person household,"$45,000 to $59,999",1 vehicle available,3.0,48.0568208667
267,Family households,1 worker,3-person household,"$45,000 to $59,999",2 vehicles available,1.0,29.5480655677
268,Family households,1 worker,3-person household,"$45,000 to $59,999",3 vehicles available,0.0,0.0191139242475
269,Family households,1 worker,3-person household,"$45,000 to $59,999",4 or more vehicles available,0.0,0.00806608048097
270,Family households,1 worker,3-person household,"$60,000 to $99,999",No vehicle available,0.0,0.0
271,Family households,1 worker,3-person household,"$60,000 to $99,999",1 vehicle available,2.0,42.0917126576
272,Family households,1 worker,3-person household,"$60,000 to $99,999",2 vehicles available,1.0,38.8205668738
273,Family households,1 worker,3-person household,"$60,000 to $99,999",3 vehicles available,0.0,0.0251120795969
274,Family households,1 worker,3-person household,"$60,000 to $99,999",4 or more vehicles available,0.0,0.0105973034344
275,Family households,1 worker,3-person household,"Less than $15,000",No vehicle available,0.0,0.0
276,Family households,1 worker,3-person household,"Less than $15,000",1 vehicle available,2.0,62.5829894745
277,Family households,1 worker,3-person household,"Less than $15,000",2 vehicles available,0.0,0.0577193697918
278,Family households,1 worker,3-person household,"Less than $15,000",3 vehicles available,1.0,37.3372551001
279,Family households,1 worker,3-person household,"Less than $15,000",4 or more vehicles available,0.0,0.015756330342
280,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",No vehicle available,0.0,0.0
281,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",1 vehicle available,0.0,0.0590707618393
282,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",2 vehicles available,1.0,108.960187908
283,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",3 vehicles available,0.0,0.070483692846
284,Family households,1 worker,4-or-more-person household,"$100,000 to $149,999",4 or more vehicles available,1.0,29.7441347852
285,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",No vehicle available,0.0,0.0
286,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",1 vehicle available,1.0,35.926554626
287,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",2 vehicles available,1.0,66.2690647801
288,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",3 vehicles available,0.0,0.0428678446397
289,Family households,1 worker,4-or-more-person household,"$15,000 to $24,999",4 or more vehicles available,0.0,0.0180902404149
290,Family households,1 worker,4-or-more-person household,"$150,000 or more",No vehicle available,0.0,0.0
291,Family households,1 worker,4-or-more-person household,"$150,000 or more",1 vehicle available,0.0,0.103197882381
292,Family households,1 worker,4-or-more-person household,"$150,000 or more",2 vehicles available,0.0,0.190355775104
293,Family households,1 worker,4-or-more-person household,"$150,000 or more",3 vehicles available,1.0,123.136516571
294,Family households,1 worker,4-or-more-person household,"$150,000 or more",4 or more vehicles available,0.0,0.0519636386514
295,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",No vehicle available,0.0,0.0
296,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",1 vehicle available,1.0,56.0567000302
297,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",2 vehicles available,0.0,0.103400538246
298,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",3 vehicles available,0.0,0.0668872908333
299,Family households,1 worker,4-or-more-person household,"$25,000 to $34,999",4 or more vehicles available,1.0,28.2264522988
300,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",No vehicle available,0.0,0.0
301,Family households,1 worker,4-or-more-person household,"$35,000 to $44,999",1 vehicle available,1.0,56.4489855899
