shapeid,ID,x,y,seq
17,141355,234972.4263,890844.8229,6
18,66175,235481.3887,891667.7906,1
18,66175,235483.372,891677.8266,2
18,66175,235502.7742,891774.155,3
19,141356,235175.8298,891283.3821,1
19,141356,235186.2513,891245.4485,2
20,133542,235497.7394,892146.9229,1
20,133542,235504.4883,892133.2416,2
20,133542,235505.604,892131.0596,3
21,66176,235508.9339,891956.9006,1
21,66176,235505.5503,891969.0118,2
21,66176,235506.0215,891987.4695,3
21,66176,235507.3979,892000.4581,4
22,141357,235204.1126,891165.2302,1
22,141357,235205.2063,891159.5001,2
22,141357,235207.5739,891148.2855,3
22,141357,235212.6114,891122.8576,4
22,141357,235212.8193,891113.6101,5
22,141357,235212.9597,891107.8912,6
23,68781,234727.3684,891536.2245,1
23,68781,234724.2779,891546.7674,2
24,66177,235464.8674,891572.5984,1
24,66177,235464.0533,891580.1008,2
24,66177,235476.3469,891642.2839,3
25,141358,235192.7726,891220.347,1
25,141358,235196.4843,891205.1954,2
25,141358,235199.0871,891190.7576,3
26,68782,234713.3858,891570.7873,1
26,68782,234702.8575,891587.347,2
26,68782,234693.4261,891600.0284,3
26,68782,234680.7326,891613.3656,4
26,68782,234661.1048,891630.2189,5
26,68782,234616.7363,891669.1411,6
26,68782,234608.7336,891680.3383,7
26,68782,234604.7836,891689.9879,8
26,68782,234603.8799,891699.3282,9
26,68782,234606.206,891724.6379,10
26,68782,234608.9388,891746.2686,11
27,66178,235508.1645,891799.5405,1
27,66178,235515.8081,891833.7695,2
28,66179,235520.8506,891859.3835,1
28,66179,235522.9932,891871.9362,2
28,66179,235525.3425,891887.389,3
28,66179,235524.934,891900.3261,4
28,66179,235519.3202,891919.1022,5
28,66179,235515.8536,891931.8236,6
29,141360,234679.0715,890292.229,1
29,141360,234667.2528,890261.9613,2
29,141360,234646.8658,890214.1087,3
29,141360,234624.0476,890157.3598,4
29,141360,234614.2481,890135.0785,5
29,141360,234604.3845,890109.2519,6
29,141360,234597.2052,890072.8969,7
30,66180,235476.2609,891523.0521,1
30,66180,235469.0864,891546.1274,2
30,66180,235468.8825,891547.14,3
31,141361,234784.023,890517.1727,1
31,141361,234766.1074,890487.09,2
31,141361,234753.7969,890464.7331,3
31,141361,234737.4087,890431.2234,4
31,141361,234712.0898,890371.0261,5
31,141361,234690.6697,890315.2442,6
32,66181,235514.928,891434.5279,1
32,66181,235512.7082,891435.8293,2
32,66181,235503.9733,891449.4693,3
32,66181,235484.7903,891498.6755,4
33,164125,235193.7944,891778.5449,1
33,164125,235188.54,891781.4672,2
33,164125,235158.9231,891798.1904,3
34,164126,235281.4534,891713.8832,1
34,164126,235254.0063,891735.2674,2
34,164126,235215.9889,891764.0688,3
35,164127,235419.8185,891606.1541,1
35,164127,235414.0219,891610.6534,2
35,164127,235366.9863,891647.1802,3
35,164127,235301.9607,891697.897,4
36,164128,235457.4915,891571.3222,1
36,164128,235445.6887,891582.6304,2
36,164128,235439.6568,891588.6607,3
37,160134,234601.2919,890928.4046,1
37,160134,234570.4107,890914.3626,2
38,120020,236372.9228,892256.9091,1
38,120020,236348.4242,892187.5987,2
38,120020,236329.8987,892129.8517,3
39,120022,236321.684,892105.2411,1
39,120022,236315.9326,892088.6606,2
39,120022,236313.3361,892080.0906,3
39,120022,236300.5027,892042.6865,4
40,120026,236291.5739,892018.377,1
40,120026,236288.9582,892011.7021,2
40,120026,236277.9498,891975.7351,3
40,120026,236273.326,891966.0721,4
41,120027,236264.8681,891953.2884,1
41,120027,236256.954,891942.7509,2
42,66207,234770.3894,891410.8376,1
42,66207,234766.3863,891431.5062,2
42,66207,234760.7874,891445.7615,3
43,120028,236131.5561,891719.6497,1
43,120028,236114.8037,891696.0756,2
43,120028,236099.5588,891671.5166,3
43,120028,236077.0103,891636.4728,4
43,120028,236057.3064,891608.8771,5
43,120028,236033.3647,891583.1987,6
43,120028,236004.8851,891552.36,7
43,120028,235980.614,891530.6808,8
43,120028,235968.1316,891520.4904,9
44,66208,234773.1996,891347.3864,1
44,66208,234773.161,891384.6994,2
45,120029,236248.7726,891928.8739,1
45,120029,236245.4151,891922.8366,2
45,120029,236227.8662,891897.1574,3
45,120029,236214.8632,891871.1157,4
45,120029,236204.2423,891845.6687,5
45,120029,236185.6332,891801.4908,6
45,120029,236165.4906,891766.0736,7
45,120029,236146.8221,891740.7431,8
46,66209,234750.2914,891469.7175,1
46,66209,234748.5844,891473.2367,2
46,66209,234737.9604,891500.1125,3
46,66209,234734.6851,891511.2759,4
47,68831,235625.1309,891264.0143,1
47,68831,235623.3883,891269.8417,2
47,68831,235622.5321,891282.1311,3
47,68831,235623.7608,891291.1447,4
47,68831,235624.7095,891295.3951,5
47,68831,235625.1696,891297.5107,6
47,68831,235633.7508,891323.5631,7
47,68831,235640.7106,891345.8941,8
47,68831,235643.4918,891365.6481,9
47,68831,235640.6244,891382.7936,10
48,68832,235645.3342,891202.0835,1
48,68832,235632.9421,891239.2917,2
49,68833,235692.518,891035.8135,1
49,68833,235677.0057,891097.1359,2
50,68834,235669.9998,891122.2785,1
50,68834,235653.2485,891177.2588,2
51,68835,234839.9805,890603.8027,1
51,68835,234878.9773,890672.9397,2
52,61021,235518.5892,892067.6887,1
52,61021,235519.3605,892072.5297,2
52,61021,235520.2884,892089.4805,3
52,61021,235516.7679,892107.4848,4
52,61021,235515.1957,892116.6385,5
53,68836,234800.9501,890537.4118,1
53,68836,234821.5225,890573.9198,2
53,68836,234826.4299,890581.4615,3
54,61022,235513.4667,892037.795,1
54,61022,235515.9943,892051.8033,2
55,68837,235173.0937,891026.3861,1
55,68837,235187.0714,891040.137,2
55,68837,235203.8411,891061.0282,3
55,68837,235209.6549,891071.7044,4
55,68837,235212.5999,891079.6418,5
55,68837,235213.172,891081.8493,6
56,68838,234891.7358,890695.5979,1
56,68838,234962.0321,890820.6549,2
57,68839,235129.9884,890987.741,1
57,68839,235153.932,891008.6312,2
58,68840,234976.0789,890842.1945,1
58,68840,234987.5551,890858.1417,2
58,68840,235006.8427,890877.6188,3
58,68840,235042.2003,890909.637,4
58,68840,235074.3793,890939.1085,5
58,68840,235110.4115,890970.6361,6
59,68841,235190.5905,891246.6407,1
59,68841,235180.169,891284.5743,2
60,61027,235509.6106,892133.1082,1
60,61027,235508.5097,892135.2614,2
60,61027,235501.775,892148.9137,3
61,68842,235217.4583,891108.0016,1
61,68842,235217.3181,891113.7159,2
61,68842,235217.1014,891123.3492,3
61,68842,235211.9827,891149.1875,4
61,68842,235209.6183,891160.3868,5
61,68842,235208.5328,891166.0738,6
62,68843,235203.5157,891191.556,1
62,68843,235200.8883,891206.1308,2
62,68843,235197.1434,891221.4178,3
63,68845,234601.62,890072.0251,1
63,68845,234608.7251,890108.0043,2
63,68845,234618.4121,890133.3689,3
63,68845,234628.1958,890155.6142,4
63,68845,234651.0238,890212.3873,5
63,68845,234671.4196,890260.2607,6
63,68845,234683.2633,890290.5922,7
64,68846,234694.8707,890313.631,1
64,68846,234716.2654,890369.3467,2
64,68846,234741.5073,890429.361,3
64,68846,234757.7915,890462.6581,4
64,68846,234770.0126,890484.8528,5
64,68846,234787.8892,890514.8701,6
65,162249,235154.9897,891791.2242,1
65,162249,235184.629,891774.4884,2
65,162249,235189.906,891771.5535,3
66,162250,235211.1581,891757.692,1
66,162250,235249.1323,891728.9234,2
66,162250,235276.5366,891707.5724,3
67,162251,235297.0407,891691.5888,1
67,162251,235362.0729,891640.8668,2
67,162251,235409.1159,891604.3344,3
67,162251,235414.9131,891599.8345,4
68,162252,235434.0006,891583.0031,1
68,162252,235440.0927,891576.9126,2
68,162252,235451.9569,891565.5456,3
69,87619,234572.2733,890910.2662,1
69,87619,234603.1545,890924.3082,2
70,47505,236334.1837,892128.4771,1
70,47505,236352.689,892186.1613,2
70,47505,236377.1656,892255.4095,3
71,47507,236304.7591,892041.2261,1
71,47507,236317.6191,892078.7076,2
71,47507,236320.2134,892087.2702,3
71,47507,236325.9354,892103.7663,4
72,47511,236277.3852,891964.1297,1
72,47511,236282.1542,891974.0963,2
72,47511,236293.2108,892010.2205,3
72,47511,236295.7637,892016.7352,4
73,47512,236260.5522,891940.0485,1
73,47512,236268.4663,891950.586,2
74,47513,235970.9774,891517.0046,1
74,47513,235983.5372,891527.2581,2
74,47513,236008.0443,891549.148,3
74,47513,236036.6633,891580.1379,4
74,47513,236060.798,891606.0231,5
74,47513,236080.7357,891633.9464,6
74,47513,236103.3628,891669.1124,7
74,47513,236118.5531,891693.5832,8
74,47513,236135.2243,891717.0431,9
75,47514,236150.4445,891738.0733,1
75,47514,236169.2708,891763.6178,2
75,47514,236189.6768,891799.498,3
75,47514,236208.3923,891843.9287,4
75,47514,236218.9574,891869.2417,5
75,47514,236231.755,891894.8722,6
75,47514,236249.2473,891920.4686,7
75,47514,236252.7054,891926.6867,8
76,163719,234775.9247,892009.5243,1
76,163719,234757.1894,892020.5963,2
76,163719,234688.3613,892077.38,3
77,163720,234894.0725,891936.3965,1
77,163720,234884.3268,891942.9053,2
78,163721,234833.5951,891974.8988,1
78,163721,234798.2803,891996.1822,2
79,163722,234869.126,891952.8818,1
79,163722,234849.085,891965.4563,2
80,163723,234927.2952,891916.8123,1
80,163723,234915.975,891923.0655,2
81,164244,234630.9827,892132.3582,1
81,164244,234618.4112,892140.8492,2
82,163724,235052.2652,891851.438,1
82,163724,234967.1191,891895.72,2
82,163724,234950.1184,891904.5703,3
83,163725,235135.503,891810.172,1
83,163725,235116.3676,891818.9884,2
83,163725,235075.3637,891839.6208,3
84,140973,235397.0834,890653.5689,1
84,140973,235389.9341,890641.359,2
85,140974,235454.5007,890751.4994,1
85,140974,235410.2288,890676.0027,2
86,140975,235550.7761,890881.9489,1
86,140975,235517.2615,890846.7711,2
86,140975,235515.3387,890844.451,3
87,140976,235498.7187,890824.4599,1
87,140976,235495.0589,890820.0507,2
87,140976,235480.9588,890797.5982,3
87,140976,235467.5,890773.9838,4
88,140977,235648.1185,890985.074,1
88,140977,235632.7074,890970.1717,2
88,140977,235622.2923,890958.9117,3
89,140978,235682.2575,891015.7951,1
89,140978,235667.3331,891002.7445,2
90,140979,235604.6325,890939.8313,1
90,140979,235568.5549,890900.8759,2
91,140980,235376.9355,890618.8067,1
91,140980,235369.4987,890605.6975,2
91,140980,235354.8739,890584.6908,3
91,140980,235344.4718,890572.3885,4
92,163760,234723.3956,892102.7002,1
92,163760,234715.2958,892104.426,2
92,163760,234697.0681,892109.0631,3
92,163760,234676.2543,892115.681,4
92,163760,234645.0282,892126.6783,5
93,163761,234669.4653,892094.6102,1
93,163761,234643.4366,892120.8186,2
94,163762,234944.4395,892071.8134,1
94,163762,234926.3554,892074.0562,2
95,163763,235066.6319,892055.4494,1
95,163763,235005.6304,892064.5406,2
96,163764,234979.7012,892067.6345,1
96,163764,234961.2011,892069.8144,2
97,163765,234909.7089,892076.4175,1
97,163765,234809.3464,892091.1882,2
97,163765,234748.6616,892098.4961,3
98,161843,234683.2703,892071.209,1
98,161843,234752.5808,892014.0273,2
98,161843,234771.8545,892002.6371,3
99,161844,234879.8836,891936.2525,1
99,161844,234889.6293,891929.7437,2
100,161845,234794.1509,891989.3304,1
100,161845,234829.4657,891968.047,2
101,161846,234844.8332,891958.6797,1
101,161846,234864.8742,891946.1052,2
102,161847,234912.1068,891916.0629,1
102,161847,234923.427,891909.8097,2
103,162368,234613.9336,892134.2196,1
103,162368,234626.5051,892125.7286,2
104,161848,234946.4244,891897.4743,1
104,161848,234963.4265,891888.6232,2
104,161848,235048.574,891844.3404,3
105,161849,235071.7679,891832.4744,1
105,161849,235112.8948,891811.7802,2
105,161849,235132.1554,891802.9062,3
106,141031,236470.3535,890199.5313,1
106,141031,236460.3611,890204.3588,2
106,141031,236428.9491,890225.2671,3
106,141031,236416.2596,890232.2502,4
107,68458,235393.8173,890639.0852,1
107,68458,235400.9666,890651.2951,2
108,68459,235414.1106,890673.7263,1
108,68459,235458.3825,890749.223,2
109,68460,235518.8035,890841.5796,1
109,68460,235520.6269,890843.7799,2
109,68460,235554.0341,890878.8449,3
110,68461,235471.4096,890771.7556,1
110,68461,235484.8208,890795.2864,2
110,68461,235498.7115,890817.4055,3
110,68461,235502.1813,890821.5857,4
111,68462,235625.5957,890955.8561,1
111,68462,235635.9258,890967.0239,2
111,68462,235651.2467,890981.839,3
112,68463,235670.2953,890999.3569,1
112,68463,235685.2197,891012.4075,2
113,68464,235571.8565,890897.8183,1
113,68464,235607.9341,890936.7737,2
114,68465,235347.908,890569.4829,1
114,68465,235358.4465,890581.9464,2
114,68465,235373.3103,890603.2967,3
114,68465,235380.8495,890616.5863,4
115,119178,235607.7242,890591.2089,1
115,119178,235605.9724,890495.4348,2
116,119179,235605.289,890469.4809,1
116,119179,235601.4189,890356.8912,2
116,119179,235601.4376,890353.1857,3
117,119180,235601.0481,890327.2843,1
117,119180,235599.0522,890270.5037,2
117,119180,235592.236,890051.3126,3
117,119180,235592.267,890050.8489,4
118,161884,234642.3708,892119.1325,1
118,161884,234673.7129,892108.0944,2
118,161884,234694.8679,892101.3679,3
118,161884,234713.4754,892096.6342,4
118,161884,234721.7286,892094.8758,5
119,161885,234637.7604,892115.1812,1
119,161885,234663.7891,892088.9728,2
120,161886,234925.3708,892066.117,1
120,161886,234943.4549,892063.8742,2
121,161887,235004.4512,892056.628,1
121,161887,235065.4527,892047.5368,2
122,161888,234960.2649,892061.8694,1
122,161888,234978.765,892059.6895,2
123,161889,234747.7052,892090.5535,1
123,161889,234808.2856,892083.2582,2
123,161889,234908.5441,892068.5027,3
124,111391,235287.4848,891354.9053,1
124,111391,235264.0816,891353.8589,2
124,111391,235243.7772,891352.627,3
124,111391,235230.5852,891347.7924,4
124,111391,235214.168,891336.1064,5
124,111391,235197.0067,891319.3873,6
124,111391,235182.7995,891306.8141,7
125,111392,235358.1137,891362.5271,1
125,111392,235347.361,891360.706,2
125,111392,235327.9489,891358.9464,3
125,111392,235313.1903,891357.0916,4
126,111393,235512.672,891421.3252,1
126,111393,235498.7977,891413.1114,2
126,111393,235469.6963,891399.9846,3
126,111393,235436.0879,891381.62,4
126,111393,235427.1044,891377.9905,5
127,111394,235402.7763,891370.5325,1
127,111394,235383.6886,891367.0355,2
128,68516,236414.09,890228.3078,1
128,68516,236426.6135,890221.4161,2
128,68516,236458.1251,890200.4414,3
128,68516,236468.3959,890195.4793,4
129,133283,234645.782,891980.4645,1
129,133283,234635.9044,891967.0258,2
129,133283,234630.5952,891955.9939,3
129,133283,234626.3499,891942.0777,4
129,133283,234620.2838,891895.3054,5
129,133283,234607.6908,891787.0873,6
129,133283,234606.8451,891772.5568,7
130,133284,234647.2574,892000.0697,1
130,133284,234634.0726,892012.2158,2
130,133284,234628.1322,892018.2653,3
131,133285,234664.6549,892075.488,1
131,133285,234642.7486,892055.5745,2
131,133285,234625.988,892037.362,3
131,133285,234625.2101,892036.6112,4
132,111404,234189.7946,891244.2727,1
132,111404,234162.5593,891235.0919,2
132,111404,234119.8968,891215.9557,3
132,111404,234054.2134,891186.0934,4
132,111404,234030.1336,891175.4191,5
133,46663,235610.4716,890495.3526,1
133,46663,235612.2234,890591.1267,2
134,46664,235605.9376,890353.2085,1
134,46664,235605.9193,890356.8252,2
134,46664,235609.7864,890469.3263,3
135,46665,235596.757,890051.1499,1
135,46665,235596.7406,890051.3934,2
135,46665,235603.5498,890270.3547,3
135,46665,235605.5453,890327.1263,4
136,138520,235055.7129,892131.0583,1
136,138520,235065.2754,892094.6127,2
136,138520,235073.5529,892061.6378,3
137,135929,234722.1478,892094.7759,1
137,135929,234716.814,892093.2978,2
137,135929,234702.6198,892090.6844,3
137,135929,234688.0165,892087.5198,4
138,163901,235495.9599,892126.2215,1
138,163901,235484.4485,892120.1899,2
138,163901,235448.904,892103.8343,3
138,163901,235420.3161,892090.6064,4
138,163901,235383.7533,892075.0034,5
138,163901,235329.7256,892060.4041,6
138,163901,235297.4988,892054.3767,7
139,163902,235226.8202,892046.615,1
139,163902,235207.7007,892045.0081,2
139,163902,235176.7163,892046.254,3
140,163903,235150.8542,892047.6175,1
140,163903,235095.9856,892051.198,2
140,163903,235092.3326,892051.7151,3
141,163904,235272.1341,892050.7991,1
141,163904,235252.6697,892048.9374,2
142,38876,235185.7817,891303.4443,1
142,38876,235200.0697,891316.0889,2
142,38876,235217.06,891332.6414,3
142,38876,235232.7018,891343.7754,4
142,38876,235244.7072,891348.1752,5
142,38876,235264.3184,891349.3649,6
142,38876,235287.6858,891350.4097,7
143,119267,235478.0487,891169.6984,1
143,119267,235474.6065,891169.8682,2
143,119267,235451.137,891169.1916,3
143,119267,235431.8809,891167.9814,4
143,119267,235392.7633,891165.4455,5
143,119267,235374.7113,891162.5393,6
143,119267,235358.0106,891157.6137,7
143,119267,235328.0579,891146.0463,8
143,119267,235317.1739,891140.0372,9
144,38877,235313.7515,891352.6268,1
144,38877,235328.4327,891354.4718,2
144,38877,235347.9408,891356.24,3
144,38877,235358.8651,891358.0903,4
145,119268,235588.2555,891166.319,1
145,119268,235582.7681,891164.2445,2
145,119268,235568.3465,891162.0243,3
145,119268,235555.8169,891163.096,4
146,38878,235428.79,891373.8181,1
146,38878,235438.0161,891377.5456,2
146,38878,235471.7033,891395.9532,3
146,38878,235500.8755,891409.112,4
146,38878,235514.9644,891417.453,5
147,119269,235529.9029,891165.2479,1
147,119269,235519.8551,891166.0856,2
147,119269,235504.0843,891167.7136,3
148,38879,235384.4996,891362.6091,1
148,38879,235403.5873,891366.1061,2
149,119270,235634.4989,891185.8753,1
149,119270,235612.2114,891176.0955,2
150,119271,235294.2032,891128.1314,1
150,119271,235269.0375,891115.9157,2
151,119272,235245.7665,891104.1717,1
151,119272,235240.3136,891101.3132,2
151,119272,235230.7346,891097.9824,3
151,119272,235227.1419,891097.8228,4
152,119273,235612.0122,890730.8076,1
152,119273,235610.0128,890713.4903,2
152,119273,235608.6081,890617.1802,3
153,119274,235684.311,891013.2159,1
153,119274,235679.8145,891006.6678,2
153,119274,235664.4677,890967.7553,3
153,119274,235656.1413,890942.9453,4
153,119274,235647.4695,890912.0189,5
153,119274,235620.3678,890830.4501,6
153,119274,235616.0977,890803.5647,7
153,119274,235614.0069,890788.2851,8
153,119274,235613.6391,890756.4888,9
154,60768,234611.3375,891772.2954,1
154,60768,234612.1756,891786.6961,2
154,60768,234624.7502,891894.756,3
154,60768,234630.7641,891941.1251,4
154,60768,234634.799,891954.3521,5
154,60768,234639.778,891964.6976,6
154,60768,234649.408,891977.7995,7
155,60769,234624.9214,892015.1123,1
155,60769,234630.9408,892008.9824,2
155,60769,234644.2084,891996.7601,3
156,60770,234628.3351,892033.3732,1
156,60770,234629.209,892034.2166,2
156,60770,234645.924,892052.3797,3
156,60770,234667.6819,892072.1582,4
157,38889,234031.9572,891171.3051,1
157,38889,234056.0564,891181.9881,2
157,38889,234121.7488,891211.8545,3
157,38889,234164.2027,891230.8971,4
157,38889,234191.232,891240.0085,5
158,66005,235077.9175,892062.7334,1
158,66005,235069.6342,892095.7315,2
158,66005,235060.0655,892132.2003,3
159,63414,234688.9695,892083.1218,1
159,63414,234703.504,892086.2716,2
159,63414,234717.8242,892088.9082,3
159,63414,234723.3496,892090.4393,4
160,162025,235298.9696,892046.5131,1
160,162025,235331.5072,892052.5985,2
160,162025,235386.3795,892067.4262,3
160,162025,235423.5665,892083.2956,4
160,162025,235452.2558,892096.5703,5
160,162025,235487.9793,892113.0083,6
160,162025,235499.6729,892119.1353,7
161,162026,235176.3949,892038.2604,1
161,162026,235207.8757,892036.9945,2
161,162026,235227.4902,892038.6432,3
162,162027,235091.2112,892043.7941,1
162,162027,235095.1634,892043.2346,2
162,162027,235150.3332,892039.6345,3
163,162028,235253.4313,892040.9738,1
163,162028,235272.8957,892042.8355,2
164,46752,235319.3489,891136.0978,1
164,46752,235329.9647,891141.9587,2
164,46752,235359.4601,891153.3495,3
164,46752,235375.7095,891158.1421,4
164,46752,235393.2677,891160.9687,5
164,46752,235432.1675,891163.4906,6
164,46752,235451.343,891164.6956,7
164,46752,235474.5603,891165.365,8
164,46752,235477.8269,891165.2038,9
165,46753,235555.4335,891158.6124,1
165,46753,235568.4993,891157.4949,2
165,46753,235583.9185,891159.8687,3
165,46753,235589.8467,891162.1098,4
166,46754,235503.6223,891163.2374,1
166,46754,235519.4371,891161.6048,2
166,46754,235529.5291,891160.7635,3
167,46755,235614.0196,891171.9747,1
167,46755,235636.3071,891181.7545,2
168,46756,235271.0025,891111.8675,1
168,46756,235296.1682,891124.0832,2
169,46757,235227.3417,891093.3272,1
169,46757,235231.5914,891093.516,2
169,46757,235242.107,891097.1726,3
169,46757,235247.8557,891100.1861,4
170,138611,234258.2235,891263.0168,1
170,138611,234232.6236,891256.6838,2
171,46758,235613.1077,890617.1146,1
171,46758,235614.509,890713.1987,2
171,46758,235616.4826,890730.2914,3
172,138612,234554.1872,891295.4918,1
172,138612,234543.2587,891294.7137,2
173,46759,235618.1387,890756.4368,1
173,46759,235618.5033,890787.9527,2
173,46759,235620.5495,890802.9067,3
173,46759,235624.7544,890829.3807,4
173,46759,235651.7735,890910.7013,5
173,46759,235660.4435,890941.6211,6
173,46759,235668.6967,890966.2129,7
173,46759,235683.8133,891004.5416,8
173,46759,235688.0206,891010.6685,9
174,138613,234727.0535,891323.6343,1
174,138613,234709.7231,891317.5918,2
174,138613,234683.7282,891311.8097,3
175,138614,234217.2667,891252.7777,1
175,138614,234204.8683,891249.2185,2
176,138615,234658.3335,891306.787,1
176,138615,234647.0248,891304.8263,2
177,137053,235253.3179,890311.4364,1
177,137053,235248.7156,890277.6901,2
177,137053,235239.1017,890226.7109,3
177,137053,235231.4163,890200.3627,4
178,138616,234629.4273,891302.2407,1
178,138616,234606.1064,891300.4154,2
179,138617,234426.9288,891292.8571,1
179,138617,234406.412,891293.3036,2
179,138617,234376.7104,891289.1343,3
179,138617,234350.7347,891285.2919,4
180,137055,235328.284,890551.8663,1
180,137055,235317.8903,890537.7255,2
180,137055,235303.8505,890514.1089,3
180,137055,235289.8761,890481.5703,4
180,137055,235279.2784,890445.8027,5
180,137055,235266.3076,890394.5393,6
180,137055,235258.2331,890353.2473,7
180,137055,235256.4785,890337.1806,8
181,138618,234517.3775,891293.3173,1
181,138618,234495.5025,891292.5135,2
181,138618,234478.5803,891292.2423,3
182,137056,235958.5211,890564.9425,1
182,137056,235952.7437,890573.3219,2
182,137056,235940.1911,890586.2579,3
182,137056,235919.719,890608.4374,4
182,137056,235878.7711,890644.1864,5
182,137056,235834.1932,890683.0899,6
182,137056,235830.8267,890686.7275,7
183,138619,234325.0535,891280.1005,1
183,138619,234283.4113,891269.3757,2
184,137057,235813.4637,890705.9965,1
184,137057,235808.3553,890711.8196,2
184,137057,235790.7095,890737.9645,3
184,137057,235781.1374,890751.2685,4
184,137057,235773.3612,890762.1765,5
184,137057,235770.0371,890767.3576,6
184,137057,235767.9083,890771.4589,7
185,138620,234461.8041,891292.1149,1
185,138620,234443.7851,891292.4931,2
186,137058,235979.7565,890533.907,1
186,137058,235968.3512,890550.6433,2
187,138621,234595.9513,891299.477,1
187,138621,234572.1719,891296.9498,2
188,137059,235757.3063,890794.8921,1
188,137059,235751.1927,890810.6081,2
188,137059,235741.9004,890843.9782,3
188,137059,235728.8634,890894.3158,4
188,137059,235717.4147,890939.3545,5
188,137059,235698.961,891010.6375,6
189,138622,234765.8141,891335.7099,1
189,138622,234761.266,891334.8591,2
189,138622,234743.9833,891329.3885,3
190,137060,236024.9701,890477.8557,1
190,137060,236014.0055,890489.7154,2
190,137060,235991.7791,890516.3562,3
190,137060,235989.55,890519.6058,4
191,138623,234940.9446,891316.9835,1
191,138623,234918.5759,891316.0408,2
191,138623,234896.4353,891317.1451,3
191,138623,234888.8779,891317.7613,4
192,137061,236220.8833,890309.6466,1
192,137061,236213.2198,890314.0794,2
192,137061,236191.4184,890330.4599,3
193,138624,235171.2639,891297.5545,1
193,138624,235160.0272,891292.7554,2
194,137062,236400.2713,890241.1953,1
194,137062,236391.5476,890246.2727,2
194,137062,236377.4365,890252.1598,3
195,138625,234863.2638,891320.8711,1
195,138625,234858.2108,891321.6879,2
195,138625,234836.0306,891327.6149,3
196,137063,236170.872,890346.2984,1
196,137063,236162.9613,890352.5538,2
196,137063,236120.2544,890389.1644,3
196,137063,236043.2443,890458.5665,4
196,137063,236042.8082,890459.0162,5
197,138626,234810.753,891333.9486,1
197,138626,234802.1562,891335.9917,2
197,138626,234784.6871,891337.1488,3
197,138626,234783.8698,891337.1182,4
198,137064,236360.5055,890259.2789,1
198,137064,236359.875,890259.5449,2
198,137064,236333.3705,890267.2017,3
198,137064,236244.0126,890298.9568,4
199,138627,235047.479,891304.3381,1
199,138627,235036.1711,891306.7904,2
199,138627,235007.0093,891313.6645,3
199,138627,234980.9942,891317.1254,4
199,138627,234967.0332,891317.1139,5
200,137065,234188.6212,890704.754,1
200,137065,234167.2304,890692.8235,2
200,137065,234149.6239,890683.0755,3
200,137065,234099.4412,890655.2094,4
201,138628,235145.6325,891289.5334,1
201,138628,235135.1111,891289.0178,2
201,138628,235118.914,891290.136,3
201,138628,235093.8331,891295.8724,4
201,138628,235072.9,891299.4263,5
202,137066,234671.5499,890955.4979,1
202,137066,234654.3443,890950.1785,2
202,137066,234630.4197,890941.4629,3
202,137066,234625.0262,890939.0686,4
203,162057,235522.8297,892130.385,1
203,162057,235570.9562,892151.982,2
204,137067,235201.0974,891095.9741,1
