vehicle_no,driver_id,longtitude_at_start_point,latitude_at_start_point,start_time,index,subscribed_controllers,shift_duration
AMD100160,100160-4,-76.85972209999998,39.2019991,00:26:40,160,4,10
AMD100161,100161-4,-76.861779,39.2017895,00:26:50,161,4,10
SHA100162,100162-16,-76.8614532,39.2030752,00:27:00,162,16,10
SHA100163,100163-16,-76.83337929999998,39.238564200000006,00:27:10,163,16,10
AMD100164,100164-4,-76.78464579999998,39.1721423,00:27:20,164,4,10
SHA100165,100165-16,-76.9593567,39.3100159,00:27:30,165,16,10
SHA100166,100166-16,-76.9532641,39.3109176,00:27:40,166,16,10
AMD100167,100167-4,-76.95185040000001,39.3119541,00:27:50,167,4,10
SHA100168,100168-16,-76.8853735,39.196244,00:28:00,168,16,10
AMD100169,100169-4,-76.8850127,39.1965188,00:28:10,169,4,10
AMD100170,100170-4,-76.8097178,39.1446976,00:28:20,170,4,10
AMD100171,100171-4,-76.78766970000002,39.2958404,00:28:30,171,4,10
AMD100172,100172-4,-76.8690474,39.206199,00:28:40,172,4,10
AMD100173,100173-4,-76.84645649999999,39.144022,00:28:50,173,4,10
SHA100174,100174-16,-76.8089122,39.1886401,00:29:00,174,16,10
SHA100175,100175-16,-76.81111729999998,39.1902423,00:29:10,175,16,10
SHA100176,100176-16,-77.0093801,39.3242039,00:29:20,176,16,10
SHA100177,100177-16,-77.0145338,39.329187,00:29:30,177,16,10
SHA100178,100178-16,-77.0150501,39.3293416,00:29:40,178,16,10
SHA100179,100179-16,-77.015417,39.32937860000001,00:29:50,179,16,10
AMD100180,100180-4,-77.02253490000003,39.32916029999999,00:30:00,180,4,10
AMD100181,100181-4,-76.82708609999997,39.1845594,00:30:10,181,4,10
SHA100182,100182-16,-76.8197416,39.25021829999999,00:30:20,182,16,10
AMD100183,100183-4,-76.8212315,39.25501660000001,00:30:30,183,4,10
AMD100184,100184-4,-76.8204027,39.1312992,00:30:40,184,4,10
AMD100185,100185-4,-76.81691509999997,39.27955220000001,00:30:50,185,4,10
AMD100186,100186-4,-76.87476840000002,39.181389,00:31:00,186,4,10
AMD100187,100187-4,-76.95434370000002,39.30695479999999,00:31:10,187,4,10
AMD100188,100188-4,-76.7873786,39.1698009,00:31:20,188,4,10
AMD100189,100189-4,-76.7847824,39.1722709,00:31:30,189,4,10
AMD100190,100190-4,-76.8275537,39.1791531,00:31:40,190,4,10
AMD100191,100191-4,-76.78311109999999,39.1827174,00:31:50,191,4,10
AMD100192,100192-4,-76.78707340000003,39.180773,00:32:00,192,4,10
AMD100193,100193-4,-76.8179499,39.295959,00:32:10,193,4,10
AMD100194,100194-4,-76.8745377,39.282336,00:32:20,194,4,10
AMD100195,100195-4,-76.8836438,39.1983349,00:32:30,195,4,10
AMD100196,100196-4,-76.869635,39.2142329,00:32:40,196,4,10
SHA100197,100197-16,-76.86960909999998,39.213406,00:32:50,197,16,10
SHA100198,100198-16,-76.8914963,39.1837631,00:33:00,198,16,10
SHA100199,100199-16,-76.8957355,39.1851039,00:33:10,199,16,10
AMD100200,100200-4,-76.75446690000003,39.1904485,00:33:20,200,4,10
SHA100201,100201-16,-76.8976176,39.1856789,00:33:30,201,16,10
SHA100202,100202-16,-76.89488709999998,39.1864329,00:33:40,202,16,10
AMD100203,100203-4,-76.85639379999998,39.1234513,00:33:50,203,4,10
AMD100204,100204-4,-76.8472752,39.1444102,00:34:00,204,4,10
SHA100205,100205-16,-76.87961640000002,39.216149,00:34:10,205,16,10
AMD100206,100206-4,-76.8508319,39.1728041,00:34:20,206,4,10
AMD100207,100207-4,-76.8510789,39.1726715,00:34:30,207,4,10
AMD100208,100208-4,-76.8643045,39.2045967,00:34:40,208,4,10
SHA100209,100209-16,-76.86084709999999,39.1992758,00:34:50,209,16,10
SHA100210,100210-16,-76.8631505,39.1972784,00:35:00,210,16,10
AMD100211,100211-4,-76.84428390000002,39.1442531,00:35:10,211,4,10
AMD100212,100212-4,-76.8201806,39.26099910000001,00:35:20,212,4,10
SHA100213,100213-16,-76.8220583,39.2565612,00:35:30,213,16,10
SHA100214,100214-16,-76.8220974,39.2560611,00:35:40,214,16,10
AMD100215,100215-4,-76.79659509999998,39.127045,00:35:50,215,4,10
AMD100216,100216-4,-76.8718997,39.2812554,00:36:00,216,4,10
SHA100217,100217-16,-76.82547779999999,39.29678970000001,00:36:10,217,16,10
SHA100218,100218-16,-76.803129,39.1835543,00:36:20,218,16,10
SHA100219,100219-16,-76.8175278,39.18574570000001,00:36:30,219,16,10
AMD100220,100220-4,-76.78607690000003,39.17117620000001,00:36:40,220,4,10
SHA100221,100221-16,-76.87970849999998,39.21945770000001,00:36:50,221,16,10
SHA100222,100222-16,-76.8800381,39.218708,00:37:00,222,16,10
SHA100223,100223-16,-76.81577349999998,39.278831200000006,00:37:10,223,16,10
AMD100224,100224-4,-76.8165688,39.2772607,00:37:20,224,4,10
AMD100225,100225-4,-76.81703759999998,39.2750394,00:37:30,225,4,10
AMD100226,100226-4,-76.8297093,39.2771231,00:37:40,226,4,10
AMD100227,100227-4,-76.82421459999998,39.1809393,00:37:50,227,4,10
AMD100228,100228-4,-76.9432585,39.2034473,00:38:00,228,4,10
AMD100229,100229-4,-76.94287750000002,39.2036156,00:38:10,229,4,10
SHA100230,100230-16,-76.7315711,39.2035139,00:38:20,230,16,10
SHA100231,100231-16,-77.0730911,39.3384367,00:38:30,231,16,10
AMD100232,100232-4,-76.8529808,39.2268694,00:38:40,232,4,10
AMD100233,100233-4,-76.8429998,39.2306577,00:38:50,233,4,10
SHA100234,100234-16,-76.8975528,39.3050013,00:39:00,234,16,10
SHA100235,100235-16,-76.89899229999997,39.304825,00:39:10,235,16,10
AMD100236,100236-4,-76.8577037,39.2131239,00:39:20,236,4,10
SHA100237,100237-16,-76.8581782,39.2128151,00:39:30,237,16,10
AMD100238,100238-4,-76.8677038,39.17636029999999,00:39:40,238,4,10
SHA100239,100239-16,-76.4259,39.391717,00:39:50,239,16,10
AMD100240,100240-4,-76.8389756,39.2508226,00:40:00,240,4,10
SHA100241,100241-16,-76.82102459999999,39.2871826,00:40:10,241,16,10
SHA100242,100242-16,-76.8810069,39.2162725,00:40:20,242,16,10
AMD100243,100243-4,-77.0737485,39.3370333,00:40:30,243,4,10
AMD100244,100244-4,-77.07365300000002,39.33687929999999,00:40:40,244,4,10
SHA100245,100245-16,-77.07346940000002,39.3369482,00:40:50,245,16,10
AMD100246,100246-4,-77.0735574,39.3370991,00:41:00,246,4,10
AMD100247,100247-4,-76.72541340000002,39.2767296,00:41:10,247,4,10
AMD100248,100248-4,-76.7248708,39.2734915,00:41:20,248,4,10
AMD100249,100249-4,-76.72169079999998,39.2707167,00:41:30,249,4,10
SHA100250,100250-16,-76.7807713,39.4090536,00:41:40,250,16,10
AMD100251,100251-4,-76.7843966,39.4102546,00:41:50,251,4,10
SHA100252,100252-16,-76.7957773,39.4105381,00:42:00,252,16,10
AMD100253,100253-4,-76.796406,39.4093143,00:42:10,253,4,10
SHA100254,100254-16,-76.7236485,39.3621806,00:42:20,254,16,10
SHA100255,100255-16,-76.465357,39.234277,00:42:30,255,16,10
SHA100256,100256-16,-76.46446800000002,39.234282,00:42:40,256,16,10
SHA100257,100257-16,-76.464267,39.233763,00:42:50,257,16,10
AMD100258,100258-4,-76.465163,39.231568,00:43:00,258,4,10
SHA100259,100259-16,-76.8649529,39.211568,00:43:10,259,16,10
SHA100260,100260-16,-76.464596,39.231663,00:43:20,260,16,10
SHA100261,100261-16,-76.8642659,39.2116032,00:43:30,261,16,10
AMD100262,100262-4,-76.8632526,39.2116533,00:43:40,262,4,10
AMD100263,100263-4,-76.46521800000002,39.233423,00:43:50,263,4,10
AMD100264,100264-4,-76.7381266,39.3814015,00:44:00,264,4,10
AMD100265,100265-4,-76.7346122,39.3831543,00:44:10,265,4,10
AMD100266,100266-4,-76.73294709999998,39.3849253,00:44:20,266,4,10
AMD100267,100267-4,-76.7309527,39.3868191,00:44:30,267,4,10
AMD100268,100268-4,-76.7327986,39.3834426,00:44:40,268,4,10
AMD100269,100269-4,-76.72857359999998,39.2794612,00:44:50,269,4,10
AMD100270,100270-4,-76.94521040000002,39.308204,00:45:00,270,4,10
AMD100271,100271-4,-76.9522127,39.3108872,00:45:10,271,4,10
AMD100272,100272-4,-76.7350933,39.3120217,00:45:20,272,4,10
SHA100273,100273-16,-76.7353358,39.3122441,00:45:30,273,16,10
SHA100274,100274-16,-76.862662,39.1294282,00:45:40,274,16,10
SHA100275,100275-16,-76.8676895,39.1347729,00:45:50,275,16,10
AMD100276,100276-4,-76.44067659999997,39.2333429,00:46:00,276,4,10
AMD100277,100277-4,-76.4411436,39.2331219,00:46:10,277,4,10
SHA100278,100278-16,-76.8674484,39.12227360000001,00:46:20,278,16,10
SHA100279,100279-16,-76.44111240000002,39.233718,00:46:30,279,16,10
SHA100280,100280-16,-76.861988,39.12887979999999,00:46:40,280,16,10
SHA100281,100281-16,-76.86000340000002,39.1768812,00:46:50,281,16,10
SHA100282,100282-16,-76.8595911,39.178,00:47:00,282,16,10
AMD100283,100283-4,-76.859096,39.17790120000001,00:47:10,283,4,10
SHA100284,100284-16,-76.8587001,39.1777553,00:47:20,284,16,10
AMD100285,100285-4,-76.85959140000001,39.1767437,00:47:30,285,4,10
AMD100286,100286-4,-76.79434040000002,39.1297538,00:47:40,286,4,10
AMD100287,100287-4,-76.79348159999998,39.13001660000001,00:47:50,287,4,10
SHA100288,100288-16,-76.8590771,39.2204932,00:48:00,288,16,10
AMD100289,100289-4,-76.86659809999998,39.2068402,00:48:10,289,4,10
AMD100290,100290-4,-76.82306679999998,39.1787927,00:48:20,290,4,10
AMD100291,100291-4,-76.79572809999998,39.1267682,00:48:30,291,4,10
SHA100292,100292-16,-76.8083208,39.1729144,00:48:40,292,16,10
AMD100293,100293-4,-76.8096078,39.174997,00:48:50,293,4,10
AMD100294,100294-4,-76.9413213,39.2082095,00:49:00,294,4,10
AMD100295,100295-4,-76.8496027,39.1749702,00:49:10,295,4,10
AMD100296,100296-4,-76.8505376,39.1754749,00:49:20,296,4,10
SHA100297,100297-16,-76.854897,39.1750941,00:49:30,297,16,10
AMD100298,100298-4,-76.8954369,39.1604781,00:49:40,298,4,10
SHA100299,100299-16,-76.81803470000001,39.22420220000001,00:49:50,299,16,10
SHA100300,100300-16,-76.7871878,39.1740079,00:50:30,300,16,10
SHA100301,100301-16,-76.8196486,39.2621589,00:51:00,301,16,10
AMD100302,100302-4,-76.8203227,39.2565989,00:51:30,302,4,10
AMD100303,100303-4,-76.83135300000002,39.2772394,00:52:00,303,4,10
AMD100304,100304-4,-76.983577,39.3190613,00:52:30,304,4,10
SHA100305,100305-16,-76.9812173,39.3184852,00:53:00,305,16,10
SHA100306,100306-16,-76.97657590000001,39.3169868,00:53:30,306,16,10
SHA100307,100307-16,-76.9754258,39.3164492,00:54:00,307,16,10
AMD100308,100308-4,-76.80226429999998,39.1859138,00:54:30,308,4,10
SHA100309,100309-16,-76.8902498,39.2216441,00:55:00,309,16,10
SHA100310,100310-16,-76.8674363,39.2065351,00:55:30,310,16,10
SHA100311,100311-16,-76.8666157,39.206275,00:56:00,311,16,10
SHA100312,100312-16,-76.76638349999998,39.1970304,00:56:30,312,16,10
SHA100313,100313-16,-76.76391579999998,39.1964776,00:57:00,313,16,10
SHA100314,100314-16,-76.8332054,39.2434821,00:57:30,314,16,10
SHA100315,100315-16,-76.80656090000002,39.1876767,00:58:00,315,16,10
SHA100316,100316-16,-76.80802209999997,39.1864836,00:58:30,316,16,10
AMD100317,100317-4,-76.7944485,39.1295169,00:59:00,317,4,10
SHA100318,100318-16,-76.7940455,39.1284411,00:59:30,318,16,10
SHA100319,100319-16,-76.82029759999998,39.2774117,01:00:00,319,16,10
SHA100320,100320-16,-76.8183138,39.27697120000001,01:00:30,320,16,10
SHA100321,100321-16,-76.8203525,39.27702100000001,01:01:00,321,16,10
SHA100322,100322-16,-76.8177312,39.2753278,01:01:30,322,16,10
AMD100323,100323-4,-76.8181634,39.2740552,01:02:00,323,4,10
AMD100324,100324-4,-76.8620257,39.1300764,01:02:30,324,4,10
SHA100325,100325-16,-76.8569965,39.2079133,01:03:00,325,16,10
SHA100326,100326-16,-76.85897750000002,39.1748165,01:03:30,326,16,10
SHA100327,100327-16,-76.8596692,39.174804,01:04:00,327,16,10
SHA100328,100328-16,-76.8207151,39.2770989,01:04:30,328,16,10
AMD100329,100329-4,-76.8209622,39.2772337,01:05:00,329,4,10
AMD100330,100330-4,-76.8473046,39.177518,01:05:30,330,4,10
AMD100331,100331-4,-76.8715819,39.280917,01:06:00,331,4,10
SHA100332,100332-16,-76.8459575,39.1772364,01:06:30,332,16,10
AMD100333,100333-4,-76.8800434,39.21687429999999,01:07:00,333,4,10
SHA100334,100334-16,-76.84545920000002,39.22527460000001,01:07:30,334,16,10
AMD100335,100335-4,-76.92469190000001,39.1960261,01:08:00,335,4,10
AMD100336,100336-4,-76.92150129999997,39.1950629,01:08:30,336,4,10
SHA100337,100337-16,-76.9470613,39.2100924,01:09:00,337,16,10
SHA100338,100338-16,-76.94234820000001,39.2071652,01:09:30,338,16,10
SHA100339,100339-16,-76.87290899999998,39.1785133,01:10:00,339,16,10
AMD100340,100340-4,-76.97886820000002,39.2495167,01:10:30,340,4,10
SHA100341,100341-16,-76.81083170000002,39.1416581,01:11:00,341,16,10
SHA100342,100342-16,-76.7583928,39.18747379999999,01:11:30,342,16,10
SHA100343,100343-16,-76.8641052,39.1184779,01:12:00,343,16,10
AMD100344,100344-4,-76.8992562,39.3029283,01:12:30,344,4,10
SHA100345,100345-16,-76.8995652,39.3029198,01:13:00,345,16,10
AMD100346,100346-4,-76.8999804,39.3014161,01:13:30,346,4,10
SHA100347,100347-16,-76.8121562,39.138207,01:14:00,347,16,10
SHA100348,100348-16,-76.8967602,39.1839928,01:14:30,348,16,10
AMD100349,100349-4,-77.069898,39.3463161,01:15:00,349,4,10
AMD100350,100350-4,-76.83905990000002,39.2194784,01:15:30,350,4,10
AMD100351,100351-4,-76.8389656,39.2207232,01:16:00,351,4,10
SHA100352,100352-16,-76.8255303,39.2961255,01:16:30,352,16,10
SHA100353,100353-16,-76.8250398,39.2962904,01:17:00,353,16,10
SHA100354,100354-16,-76.97927750000002,39.2508037,01:17:30,354,16,10
SHA100355,100355-16,-76.826305,39.2097189,01:18:00,355,16,10
AMD100356,100356-4,-76.8249282,39.2087475,01:18:30,356,4,10
AMD100357,100357-4,-76.9514643,39.306713,01:19:00,357,4,10
SHA100358,100358-16,-76.8324818,39.29628220000001,01:19:30,358,16,10
SHA100359,100359-16,-76.9016166,39.162323,01:20:00,359,16,10
SHA100360,100360-16,-76.7871011,39.17514620000001,01:20:30,360,16,10
AMD100361,100361-4,-76.8518569,39.1672822,01:21:00,361,4,10
SHA100362,100362-16,-76.8366822,39.2397309,01:21:30,362,16,10
SHA100363,100363-16,-76.8370834,39.2396695,01:22:00,363,16,10
SHA100364,100364-16,-76.89378029999997,39.1842542,01:22:30,364,16,10
AMD100365,100365-4,-76.9529568,39.3065722,01:23:00,365,4,10
AMD100366,100366-4,-76.95268730000002,39.3065501,01:23:30,366,4,10
SHA100367,100367-16,-76.70915129999999,39.21700429999999,01:24:00,367,16,10
SHA100368,100368-16,-76.8678934,39.1908563,01:24:30,368,16,10
SHA100369,100369-16,-76.86747740000001,39.190958,01:25:00,369,16,10
AMD100370,100370-4,-76.7974303,39.1883605,01:25:30,370,4,10
SHA100371,100371-16,-76.7971377,39.1880411,01:26:00,371,16,10
AMD100372,100372-4,-76.7599989,39.191238,01:26:30,372,4,10
AMD100373,100373-4,-76.7589087,39.1872875,01:27:00,373,4,10
SHA100374,100374-16,-76.8552182,39.2000523,01:27:30,374,16,10
AMD100375,100375-4,-76.8589374,39.2210561,01:28:00,375,4,10
AMD100376,100376-4,-76.8595127,39.2208699,01:28:30,376,4,10
SHA100377,100377-16,-76.97392459999998,39.22169829999999,01:29:00,377,16,10
