vehicle_no,driver_id,longtitude_at_start_point,latitude_at_start_point,start_time,index,subscribed_controllers,shift_duration
AMD100035,100035-4,-76.7077859,39.1801187,00:04:05,35,4,10
AMD100036,100036-4,-76.63136159999998,39.3216934,00:04:12,36,4,10
SHA100037,100037-16,-76.6309308,39.3210227,00:04:19,37,16,10
AMD100038,100038-4,-76.61897590000002,39.30857460000001,00:04:26,38,4,10
SHA100039,100039-16,-76.7175455,39.1595771,00:04:33,39,16,10
AMD100040,100040-4,-76.72123590000002,39.1538885,00:04:40,40,4,10
AMD100041,100041-4,-76.7272703,39.1525945,00:04:47,41,4,10
SHA100042,100042-16,-76.71748840000002,39.1599494,00:04:54,42,16,10
AMD100043,100043-4,-76.7181382,39.159422,00:05:01,43,4,10
AMD100044,100044-4,-76.72137679999999,39.1540305,00:05:08,44,4,10
AMD100045,100045-4,-76.71968129999998,39.1562562,00:05:15,45,4,10
SHA100046,100046-16,-76.6931744,39.1767064,00:05:22,46,16,10
AMD100047,100047-4,-76.68979809999998,39.1847705,00:05:29,47,4,10
AMD100048,100048-4,-76.6771115,39.19040220000001,00:05:36,48,4,10
SHA100049,100049-16,-76.6946339,39.1585024,00:05:43,49,16,10
SHA100050,100050-16,-76.69035720000002,39.1851599,00:05:50,50,16,10
SHA100051,100051-16,-76.69170030000002,39.1916536,00:05:57,51,16,10
SHA100052,100052-16,-76.6958098,39.16279820000001,00:06:04,52,16,10
SHA100053,100053-16,-76.722301,39.38905,00:06:11,53,16,10
SHA100054,100054-16,-76.7219985,39.38917,00:06:18,54,16,10
AMD100055,100055-4,-76.7215874,39.38934129999999,00:06:25,55,4,10
AMD100056,100056-4,-76.7132114,39.3900701,00:06:32,56,4,10
AMD100057,100057-4,-76.7130734,39.3900841,00:06:39,57,4,10
SHA100058,100058-16,-76.471047,39.2361799,00:06:46,58,16,10
AMD100059,100059-4,-76.8948533,39.2119941,00:06:53,59,4,10
AMD100060,100060-4,-76.5060017,39.2806458,00:07:00,60,4,10
AMD100061,100061-4,-76.83632879999998,39.2405665,00:07:07,61,4,10
AMD100062,100062-4,-77.0700214,39.344666,00:07:14,62,4,10
SHA100063,100063-16,-77.0705377,39.3447864,00:07:21,63,16,10
AMD100064,100064-4,-77.071966,39.34501760000001,00:07:28,64,4,10
AMD100065,100065-4,-77.0778935,39.3448657,00:07:35,65,4,10
SHA100066,100066-16,-76.57433470000002,39.3958665,00:07:42,66,16,10
AMD100067,100067-4,-76.794653,39.1306593,00:07:49,67,4,10
AMD100068,100068-4,-76.68717059999999,39.3950026,00:07:56,68,4,10
AMD100069,100069-4,-76.6874949,39.394897,00:08:03,69,4,10
AMD100070,100070-4,-76.7599196,39.1864557,00:08:10,70,4,10
SHA100071,100071-16,-76.75577009999998,39.18667,00:08:17,71,16,10
AMD100072,100072-4,-76.83707829999999,39.2511182,00:08:24,72,4,10
SHA100073,100073-16,-76.8383599,39.2514711,00:08:31,73,16,10
SHA100074,100074-16,-76.8593962,39.2024519,00:08:38,74,16,10
AMD100075,100075-4,-76.4877968,39.3323003,00:08:45,75,4,10
AMD100076,100076-4,-76.556336,39.379773,00:08:52,76,4,10
SHA100077,100077-16,-76.5556696,39.3800675,00:08:59,77,16,10
AMD100078,100078-4,-76.84702440000002,39.139322,00:09:06,78,4,10
AMD100079,100079-4,-76.8507352,39.1852568,00:09:13,79,4,10
SHA100080,100080-16,-76.70301090000002,39.2200723,00:09:20,80,16,10
SHA100081,100081-16,-76.7038593,39.2192819,00:09:27,81,16,10
SHA100082,100082-16,-76.72171759999998,39.2928215,00:09:34,82,16,10
SHA100083,100083-16,-76.57941290000002,39.4092994,00:09:41,83,16,10
AMD100084,100084-4,-76.5794917,39.4077709,00:09:48,84,4,10
AMD100085,100085-4,-76.58007959999998,39.4079843,00:09:55,85,4,10
SHA100086,100086-16,-76.5796219,39.4087292,00:10:02,86,16,10
AMD100087,100087-4,-76.630124,39.4163943,00:10:09,87,4,10
SHA100088,100088-16,-76.6296825,39.4161585,00:10:16,88,16,10
AMD100089,100089-4,-76.62816540000001,39.41567620000001,00:10:23,89,4,10
AMD100090,100090-4,-76.62328670000002,39.4143212,00:10:30,90,4,10
AMD100091,100091-4,-76.779481,39.4177581,00:10:37,91,4,10
AMD100092,100092-4,-76.7788024,39.417669,00:10:44,92,4,10
SHA100093,100093-16,-76.7780528,39.41793120000001,00:10:51,93,16,10
SHA100094,100094-16,-76.7796151,39.41768560000001,00:10:58,94,16,10
SHA100095,100095-16,-76.7779458,39.417855,00:11:05,95,16,10
AMD100096,100096-4,-76.8435385,39.1357839,00:11:12,96,4,10
AMD100097,100097-4,-76.5279237,39.3315251,00:11:19,97,4,10
SHA100098,100098-16,-76.529331,39.3312645,00:11:26,98,16,10
AMD100099,100099-4,-76.6903942,39.4253969,00:11:33,99,4,10
SHA100100,100100-16,-76.84361899999998,39.2290878,00:11:40,100,16,10
AMD100101,100101-4,-76.8129718,39.138669,00:11:47,101,4,10
SHA100102,100102-16,-76.78658490000002,39.1707445,00:11:54,102,16,10
AMD100103,100103-4,-76.6865902,39.2465659,00:12:01,103,4,10
SHA100104,100104-16,-76.8086637,39.1362078,00:12:08,104,16,10
AMD100105,100105-4,-76.67036970000002,39.6282828,00:12:15,105,4,10
SHA100106,100106-16,-76.8168823,39.24780360000001,00:12:22,106,16,10
SHA100107,100107-16,-76.7765622,39.4064527,00:12:29,107,16,10
AMD100108,100108-4,-76.502452,39.32325,00:12:36,108,4,10
SHA100109,100109-16,-76.7235907,39.3919415,00:12:43,109,16,10
AMD100110,100110-4,-76.579806,39.386467,00:12:50,110,4,10
SHA100111,100111-16,-76.48441700000002,39.35390200000001,00:12:57,111,16,10
AMD100112,100112-4,-76.48495,39.354142,00:13:04,112,4,10
SHA100113,100113-16,-76.8668597,39.1216629,00:13:11,113,16,10
AMD100114,100114-4,-76.6167973,39.4127492,00:13:18,114,4,10
SHA100115,100115-16,-76.613119,39.411934,00:13:25,115,16,10
AMD100116,100116-4,-76.8385811,39.1672602,00:13:32,116,4,10
AMD100117,100117-4,-76.67370849999998,39.2449683,00:13:39,117,4,10
AMD100118,100118-4,-76.66873340000002,39.5483381,00:13:46,118,4,10
AMD100119,100119-4,-76.66862940000001,39.5489132,00:13:53,119,4,10
SHA100120,100120-16,-76.67060620000002,39.5485021,00:14:00,120,16,10
SHA100121,100121-16,-76.6692828,39.5488822,00:14:07,121,16,10
SHA100122,100122-16,-76.4721002,39.2784954,00:14:14,122,16,10
AMD100123,100123-4,-76.4722324,39.2785661,00:14:21,123,4,10
SHA100124,100124-16,-76.4739523,39.2792019,00:14:28,124,16,10
SHA100125,100125-16,-76.4748923,39.2754778,00:14:35,125,16,10
SHA100126,100126-16,-76.4746949,39.2756643,00:14:42,126,16,10
SHA100127,100127-16,-76.4742411,39.2761055,00:14:49,127,16,10
SHA100128,100128-16,-76.4718572,39.2788152,00:14:56,128,16,10
AMD100129,100129-4,-76.46803680000002,39.2740453,00:15:03,129,4,10
AMD100130,100130-4,-76.8801552,39.2162153,00:15:10,130,4,10
SHA100131,100131-16,-76.88018570000001,39.21588320000001,00:15:17,131,16,10
SHA100132,100132-16,-77.0227009,39.3289562,00:15:24,132,16,10
SHA100133,100133-16,-77.0177462,39.3245259,00:15:31,133,16,10
AMD100134,100134-4,-77.01738409999999,39.3244093,00:15:38,134,4,10
AMD100135,100135-4,-76.70016159999999,39.2225207,00:15:45,135,4,10
AMD100136,100136-4,-77.0095321,39.3239973,00:15:52,136,4,10
AMD100137,100137-4,-76.8460934,39.2253782,00:15:59,137,4,10
AMD100138,100138-4,-76.84629620000003,39.2256016,00:16:06,138,4,10
SHA100139,100139-16,-77.0705068,39.3401284,00:16:13,139,16,10
SHA100140,100140-16,-77.07282020000002,39.3404977,00:16:20,140,16,10
SHA100141,100141-16,-77.07836970000002,39.3447594,00:16:27,141,16,10
AMD100142,100142-4,-76.8428663,39.2398333,00:16:34,142,4,10
AMD100143,100143-4,-76.8399051,39.2357129,00:16:41,143,4,10
SHA100144,100144-16,-76.83774190000003,39.2392374,00:16:48,144,16,10
SHA100145,100145-16,-76.837642,39.2398891,00:16:55,145,16,10
SHA100146,100146-16,-76.81990309999998,39.2557766,00:17:02,146,16,10
AMD100147,100147-4,-76.810364,39.192524,00:17:09,147,4,10
AMD100148,100148-4,-76.85972209999998,39.2019991,00:17:16,148,4,10
SHA100149,100149-16,-76.861779,39.2017895,00:17:23,149,16,10
AMD100150,100150-4,-76.8614532,39.2030752,00:17:30,150,4,10
SHA100151,100151-16,-76.83337929999998,39.238564200000006,00:17:37,151,16,10
AMD100152,100152-4,-76.83980150000002,39.23532879999999,00:17:44,152,4,10
AMD100153,100153-4,-76.78464579999998,39.1721423,00:17:51,153,4,10
SHA100154,100154-16,-76.9593567,39.3100159,00:17:58,154,16,10
AMD100155,100155-4,-76.95185040000001,39.3119541,00:18:05,155,4,10
SHA100156,100156-16,-76.83120059999997,39.15809829999999,00:18:12,156,16,10
AMD100157,100157-4,-76.8853735,39.196244,00:18:19,157,4,10
AMD100158,100158-4,-76.8850127,39.1965188,00:18:26,158,4,10
AMD100159,100159-4,-76.8097178,39.1446976,00:18:33,159,4,10
SHA100160,100160-16,-76.78766970000002,39.2958404,00:18:40,160,16,10
SHA100161,100161-16,-76.8690474,39.206199,00:18:47,161,16,10
SHA100162,100162-16,-76.84645649999999,39.144022,00:18:54,162,16,10
SHA100163,100163-16,-76.8089122,39.1886401,00:19:01,163,16,10
SHA100164,100164-16,-76.81111729999998,39.1902423,00:19:08,164,16,10
SHA100165,100165-16,-77.0093801,39.3242039,00:19:15,165,16,10
AMD100166,100166-4,-77.0145338,39.329187,00:19:22,166,4,10
SHA100167,100167-16,-77.0150501,39.3293416,00:19:29,167,16,10
AMD100168,100168-4,-77.015417,39.32937860000001,00:19:36,168,4,10
SHA100169,100169-16,-77.01576829999998,39.3293583,00:19:43,169,16,10
SHA100170,100170-16,-77.02253490000003,39.32916029999999,00:19:50,170,16,10
AMD100171,100171-4,-76.82708609999997,39.1845594,00:19:57,171,4,10
SHA100172,100172-16,-76.8197416,39.25021829999999,00:20:04,172,16,10
SHA100173,100173-16,-76.8212315,39.25501660000001,00:20:11,173,16,10
SHA100174,100174-16,-76.8204027,39.1312992,00:20:18,174,16,10
SHA100175,100175-16,-76.81691509999997,39.27955220000001,00:20:25,175,16,10
AMD100176,100176-4,-76.8231261,39.283030200000006,00:20:32,176,4,10
AMD100177,100177-4,-76.87476840000002,39.181389,00:20:39,177,4,10
AMD100178,100178-4,-76.95434370000002,39.30695479999999,00:20:46,178,4,10
SHA100179,100179-16,-76.7873786,39.1698009,00:20:53,179,16,10
AMD100180,100180-4,-76.7857769,39.1726336,00:21:00,180,4,10
AMD100181,100181-4,-76.8275537,39.1791531,00:21:07,181,4,10
SHA100182,100182-16,-76.78311109999999,39.1827174,00:21:14,182,16,10
AMD100183,100183-4,-76.78707340000003,39.180773,00:21:21,183,4,10
AMD100184,100184-4,-76.8179499,39.295959,00:21:28,184,4,10
SHA100185,100185-16,-76.8743827,39.2825075,00:21:35,185,16,10
AMD100186,100186-4,-76.8745377,39.282336,00:21:42,186,4,10
AMD100187,100187-4,-76.8836438,39.1983349,00:21:49,187,4,10
SHA100188,100188-16,-76.8688329,39.2132392,00:21:56,188,16,10
AMD100189,100189-4,-76.869635,39.2142329,00:22:03,189,4,10
AMD100190,100190-4,-76.86960909999998,39.213406,00:22:10,190,4,10
SHA100191,100191-16,-76.7695432,39.238664,00:22:17,191,16,10
AMD100192,100192-4,-76.8914963,39.1837631,00:22:24,192,4,10
AMD100193,100193-4,-76.8957355,39.1851039,00:22:31,193,4,10
SHA100194,100194-16,-76.75446690000003,39.1904485,00:22:38,194,16,10
SHA100195,100195-16,-76.8976176,39.1856789,00:22:45,195,16,10
SHA100196,100196-16,-76.89488709999998,39.1864329,00:22:52,196,16,10
SHA100197,100197-16,-76.85639379999998,39.1234513,00:22:59,197,16,10
SHA100198,100198-16,-76.87961640000002,39.216149,00:23:06,198,16,10
AMD100199,100199-4,-76.8508319,39.1728041,00:23:13,199,4,10
SHA100200,100200-16,-76.86084709999999,39.1992758,00:23:20,200,16,10
AMD100201,100201-4,-76.8631505,39.1972784,00:23:27,201,4,10
AMD100202,100202-4,-76.84428390000002,39.1442531,00:23:34,202,4,10
AMD100203,100203-4,-76.845539,39.141625,00:23:41,203,4,10
AMD100204,100204-4,-76.8201806,39.26099910000001,00:23:48,204,4,10
AMD100205,100205-4,-76.8220583,39.2565612,00:23:55,205,4,10
SHA100206,100206-16,-76.8220974,39.2560611,00:24:02,206,16,10
SHA100207,100207-16,-76.793748,39.1272862,00:24:09,207,16,10
SHA100208,100208-16,-76.79659509999998,39.127045,00:24:16,208,16,10
AMD100209,100209-4,-76.8718997,39.2812554,00:24:23,209,4,10
SHA100210,100210-16,-76.82547779999999,39.29678970000001,00:24:30,210,16,10
AMD100211,100211-4,-76.803129,39.1835543,00:24:37,211,4,10
AMD100212,100212-4,-76.8175278,39.18574570000001,00:24:44,212,4,10
AMD100213,100213-4,-76.78607690000003,39.17117620000001,00:24:51,213,4,10
AMD100214,100214-4,-76.786099,39.17138900000001,00:24:58,214,4,10
AMD100215,100215-4,-76.87970849999998,39.21945770000001,00:25:05,215,4,10
SHA100216,100216-16,-76.8800381,39.218708,00:25:12,216,16,10
SHA100217,100217-16,-76.81577349999998,39.278831200000006,00:25:19,217,16,10
AMD100218,100218-4,-76.8297093,39.2771231,00:25:26,218,4,10
AMD100219,100219-4,-76.9432585,39.2034473,00:25:33,219,4,10
SHA100220,100220-16,-76.94287750000002,39.2036156,00:25:40,220,16,10
AMD100221,100221-4,-76.7315711,39.2035139,00:25:47,221,4,10
AMD100222,100222-4,-77.0730911,39.3384367,00:25:54,222,4,10
SHA100223,100223-16,-76.8551303,39.2791476,00:26:01,223,16,10
SHA100224,100224-16,-76.8529808,39.2268694,00:26:08,224,16,10
AMD100225,100225-4,-76.8429998,39.2306577,00:26:15,225,4,10
AMD100226,100226-4,-76.8975528,39.3050013,00:26:22,226,4,10
SHA100227,100227-16,-76.89899229999997,39.304825,00:26:29,227,16,10
SHA100228,100228-16,-76.8581782,39.2128151,00:26:36,228,16,10
SHA100229,100229-16,-76.8677038,39.17636029999999,00:26:43,229,16,10
AMD100230,100230-4,-76.83751059999999,39.2400552,00:26:50,230,4,10
SHA100231,100231-16,-76.4259,39.391717,00:26:57,231,16,10
AMD100232,100232-4,-76.8389756,39.2508226,00:27:04,232,4,10
AMD100233,100233-4,-76.82102459999999,39.2871826,00:27:11,233,4,10
AMD100234,100234-4,-76.8810069,39.2162725,00:27:18,234,4,10
SHA100235,100235-16,-76.8803025,39.21590120000001,00:27:25,235,16,10
SHA100236,100236-16,-77.07346940000002,39.3369482,00:27:32,236,16,10
SHA100237,100237-16,-77.0735574,39.3370991,00:27:39,237,16,10
AMD100238,100238-4,-76.72541340000002,39.2767296,00:27:46,238,4,10
AMD100239,100239-4,-76.7248708,39.2734915,00:27:53,239,4,10
AMD100240,100240-4,-76.72169079999998,39.2707167,00:28:00,240,4,10
SHA100241,100241-16,-76.7807713,39.4090536,00:28:07,241,16,10
AMD100242,100242-4,-76.7843966,39.4102546,00:28:14,242,4,10
AMD100243,100243-4,-76.7957773,39.4105381,00:28:21,243,4,10
AMD100244,100244-4,-76.7236485,39.3621806,00:28:28,244,4,10
SHA100245,100245-16,-76.465357,39.234277,00:28:35,245,16,10
SHA100246,100246-16,-76.464267,39.233763,00:28:42,246,16,10
SHA100247,100247-16,-76.465163,39.231568,00:28:49,247,16,10
SHA100248,100248-16,-76.8649529,39.211568,00:28:56,248,16,10
SHA100249,100249-16,-76.464596,39.231663,00:29:03,249,16,10
SHA100250,100250-16,-76.8642659,39.2116032,00:29:10,250,16,10
SHA100251,100251-16,-76.8632526,39.2116533,00:29:17,251,16,10
AMD100252,100252-4,-76.46521800000002,39.233423,00:29:24,252,4,10
SHA100253,100253-16,-76.7381266,39.3814015,00:29:31,253,16,10
SHA100254,100254-16,-76.7346122,39.3831543,00:29:38,254,16,10
SHA100255,100255-16,-76.73294709999998,39.3849253,00:29:45,255,16,10
AMD100256,100256-4,-76.72857359999998,39.2794612,00:29:52,256,4,10
SHA100257,100257-16,-76.9506047,39.31047150000001,00:29:59,257,16,10
SHA100258,100258-16,-76.94521040000002,39.308204,00:30:06,258,16,10
AMD100259,100259-4,-76.95195340000002,39.3108291,00:30:13,259,4,10
AMD100260,100260-4,-76.9522127,39.3108872,00:30:20,260,4,10
SHA100261,100261-16,-76.7350933,39.3120217,00:30:27,261,16,10
SHA100262,100262-16,-76.7353358,39.3122441,00:30:34,262,16,10
SHA100263,100263-16,-76.862662,39.1294282,00:30:41,263,16,10
SHA100264,100264-16,-76.8676895,39.1347729,00:30:48,264,16,10
SHA100265,100265-16,-76.44067659999997,39.2333429,00:30:55,265,16,10
SHA100266,100266-16,-76.4411436,39.2331219,00:31:02,266,16,10
AMD100267,100267-4,-76.8674484,39.12227360000001,00:31:09,267,4,10
SHA100268,100268-16,-76.44111240000002,39.233718,00:31:16,268,16,10
AMD100269,100269-4,-76.861988,39.12887979999999,00:31:23,269,4,10
SHA100270,100270-16,-76.8184275,39.1761389,00:31:30,270,16,10
AMD100271,100271-4,-76.86000340000002,39.1768812,00:31:37,271,4,10
SHA100272,100272-16,-76.8595911,39.178,00:31:44,272,16,10
SHA100273,100273-16,-76.859096,39.17790120000001,00:31:51,273,16,10
SHA100274,100274-16,-76.8587001,39.1777553,00:31:58,274,16,10
AMD100275,100275-4,-76.85959140000001,39.1767437,00:32:05,275,4,10
AMD100276,100276-4,-76.79434040000002,39.1297538,00:32:12,276,4,10
SHA100277,100277-16,-76.79348159999998,39.13001660000001,00:32:19,277,16,10
SHA100278,100278-16,-76.8587321,39.220738,00:32:26,278,16,10
SHA100279,100279-16,-76.8590771,39.2204932,00:32:33,279,16,10
AMD100280,100280-4,-76.86659809999998,39.2068402,00:32:40,280,4,10
AMD100281,100281-4,-76.82306679999998,39.1787927,00:32:47,281,4,10
SHA100282,100282-16,-76.79572809999998,39.1267682,00:32:54,282,16,10
SHA100283,100283-16,-76.7940682,39.13033710000001,00:33:01,283,16,10
AMD100284,100284-4,-76.8083208,39.1729144,00:33:08,284,4,10
AMD100285,100285-4,-76.8096078,39.174997,00:33:15,285,4,10
SHA100286,100286-16,-76.9413213,39.2082095,00:33:22,286,16,10
AMD100287,100287-4,-76.93688459999998,39.2054308,00:33:29,287,4,10
SHA100288,100288-16,-76.8496027,39.1749702,00:33:36,288,16,10
SHA100289,100289-16,-76.8505376,39.1754749,00:33:43,289,16,10
AMD100290,100290-4,-76.854897,39.1750941,00:33:50,290,4,10
SHA100291,100291-16,-76.8954369,39.1604781,00:33:57,291,16,10
AMD100292,100292-4,-76.81803470000001,39.22420220000001,00:34:04,292,4,10
SHA100293,100293-16,-76.7871878,39.1740079,00:34:11,293,16,10
SHA100294,100294-16,-76.7926302,39.1748924,00:34:18,294,16,10
SHA100295,100295-16,-76.8196486,39.2621589,00:34:25,295,16,10
AMD100296,100296-4,-76.8203227,39.2565989,00:34:32,296,4,10
SHA100297,100297-16,-76.83135300000002,39.2772394,00:34:39,297,16,10
AMD100298,100298-4,-76.983577,39.3190613,00:34:46,298,4,10
SHA100299,100299-16,-76.9812173,39.3184852,00:34:53,299,16,10
SHA100300,100300-16,-76.97657590000001,39.3169868,00:35:00,300,16,10
SHA100301,100301-16,-76.9754258,39.3164492,00:35:07,301,16,10
AMD100302,100302-4,-76.80226429999998,39.1859138,00:35:14,302,4,10
AMD100303,100303-4,-76.8902498,39.2216441,00:35:21,303,4,10
AMD100304,100304-4,-76.8666157,39.206275,00:35:28,304,4,10
SHA100305,100305-16,-76.76638349999998,39.1970304,00:35:35,305,16,10
SHA100306,100306-16,-76.76391579999998,39.1964776,00:35:42,306,16,10
AMD100307,100307-4,-76.7989547,39.211343,00:35:49,307,4,10
AMD100308,100308-4,-76.8332054,39.2434821,00:35:56,308,4,10
AMD100309,100309-4,-76.80656090000002,39.1876767,00:36:03,309,4,10
AMD100310,100310-4,-76.7944485,39.1295169,00:36:10,310,4,10
AMD100311,100311-4,-76.7940455,39.1284411,00:36:17,311,4,10
AMD100312,100312-4,-76.82029759999998,39.2774117,00:36:24,312,4,10
AMD100313,100313-4,-76.8203525,39.27702100000001,00:36:31,313,4,10
AMD100314,100314-4,-76.8177312,39.2753278,00:36:38,314,4,10
AMD100315,100315-4,-76.8181634,39.2740552,00:36:45,315,4,10
SHA100316,100316-16,-76.8620257,39.1300764,00:36:52,316,16,10
SHA100317,100317-16,-76.8569965,39.2079133,00:36:59,317,16,10
SHA100318,100318-16,-76.8570164,39.206323,00:37:06,318,16,10
AMD100319,100319-4,-76.8597792,39.1759587,00:37:13,319,4,10
AMD100320,100320-4,-76.85897750000002,39.1748165,00:37:20,320,4,10
AMD100321,100321-4,-76.8596692,39.174804,00:37:27,321,4,10
AMD100322,100322-4,-76.8207151,39.2770989,00:37:34,322,4,10
AMD100323,100323-4,-76.8209622,39.2772337,00:37:41,323,4,10
SHA100324,100324-16,-76.8473046,39.177518,00:37:48,324,16,10
AMD100325,100325-4,-76.84840140000001,39.1770787,00:37:55,325,4,10
SHA100326,100326-16,-76.8715819,39.280917,00:38:02,326,16,10
SHA100327,100327-16,-76.8459575,39.1772364,00:38:09,327,16,10
SHA100328,100328-16,-76.8474865,39.1791343,00:38:16,328,16,10
SHA100329,100329-16,-76.879622,39.216457,00:38:23,329,16,10
SHA100330,100330-16,-76.8800434,39.21687429999999,00:38:30,330,16,10
SHA100331,100331-16,-76.7660465,39.1977722,00:38:37,331,16,10
AMD100332,100332-4,-76.84545920000002,39.22527460000001,00:38:44,332,4,10
AMD100333,100333-4,-76.92469190000001,39.1960261,00:38:51,333,4,10
SHA100334,100334-16,-76.92150129999997,39.1950629,00:38:58,334,16,10
SHA100335,100335-16,-76.9470613,39.2100924,00:39:05,335,16,10
SHA100336,100336-16,-76.94234820000001,39.2071652,00:39:12,336,16,10
AMD100337,100337-4,-76.87290899999998,39.1785133,00:39:19,337,4,10
SHA100338,100338-16,-76.81083170000002,39.1416581,00:39:26,338,16,10
SHA100339,100339-16,-76.7583928,39.18747379999999,00:39:33,339,16,10
AMD100340,100340-4,-76.79014120000002,39.1797566,00:39:40,340,4,10
SHA100341,100341-16,-76.8641052,39.1184779,00:39:47,341,16,10
SHA100342,100342-16,-76.8992562,39.3029283,00:39:54,342,16,10
AMD100343,100343-4,-76.8995652,39.3029198,00:40:01,343,4,10
SHA100344,100344-16,-76.8999804,39.3014161,00:40:08,344,16,10
SHA100345,100345-16,-76.8121562,39.138207,00:40:15,345,16,10
AMD100346,100346-4,-76.8967602,39.1839928,00:40:22,346,4,10
SHA100347,100347-16,-77.069898,39.3463161,00:40:29,347,16,10
AMD100348,100348-4,-76.8389656,39.2207232,00:40:36,348,4,10
SHA100349,100349-16,-76.8255303,39.2961255,00:40:43,349,16,10
SHA100350,100350-16,-76.8250398,39.2962904,00:40:50,350,16,10
SHA100351,100351-16,-76.97927750000002,39.2508037,00:40:57,351,16,10
SHA100352,100352-16,-76.826305,39.2097189,00:41:04,352,16,10
SHA100353,100353-16,-76.8249282,39.2087475,00:41:11,353,16,10
SHA100354,100354-16,-76.9514643,39.306713,00:41:18,354,16,10
SHA100355,100355-16,-76.7871011,39.17514620000001,00:41:25,355,16,10
SHA100356,100356-16,-76.8518569,39.1672822,00:41:32,356,16,10
AMD100357,100357-4,-76.8366822,39.2397309,00:41:39,357,4,10
SHA100358,100358-16,-76.8370834,39.2396695,00:41:46,358,16,10
AMD100359,100359-4,-76.9529568,39.3065722,00:41:53,359,4,10
SHA100360,100360-16,-76.95268730000002,39.3065501,00:42:00,360,16,10
SHA100361,100361-16,-76.70915129999999,39.21700429999999,00:42:07,361,16,10
AMD100362,100362-4,-76.8678934,39.1908563,00:42:14,362,4,10
SHA100363,100363-16,-76.86747740000001,39.190958,00:42:21,363,16,10
AMD100364,100364-4,-76.7974303,39.1883605,00:42:28,364,4,10
AMD100365,100365-4,-76.7971377,39.1880411,00:42:35,365,4,10
SHA100366,100366-16,-76.7599989,39.191238,00:42:42,366,16,10
AMD100367,100367-4,-76.7589087,39.1872875,00:42:49,367,4,10
SHA100368,100368-16,-76.8377841,39.2777238,00:42:56,368,16,10
SHA100369,100369-16,-76.82466240000002,39.3012214,00:43:03,369,16,10
AMD100370,100370-4,-76.8552182,39.2000523,00:43:10,370,4,10
AMD100371,100371-4,-76.8589374,39.2210561,00:43:17,371,4,10
AMD100372,100372-4,-76.8595127,39.2208699,00:43:24,372,4,10
SHA100373,100373-16,-76.97392459999998,39.22169829999999,00:43:31,373,16,10
SHA100374,100374-16,-76.9432063,39.2038645,00:43:38,374,16,10
SHA100375,100375-16,-76.82970300000002,39.2773179,00:43:45,375,16,10
SHA100376,100376-16,-76.7947076,39.1289126,00:43:52,376,16,10
AMD100377,100377-4,-76.8253375,39.3001052,00:43:59,377,4,10
SHA100378,100378-16,-76.8261838,39.29806720000001,00:44:06,378,16,10
