vehicle_no,driver_id,longtitude_at_start_point,latitude_at_start_point,start_time,index,subscribed_controllers,shift_duration
SHA100044,100044-16,424360.8244930877,165741.59866083026,00:05:08,44,16,10
AMD100045,100045-4,424082.7456002968,165142.2089193018,00:05:15,45,4,10
AMD100046,100046-4,424228.5366570207,165389.74068954054,00:05:22,46,4,10
SHA100047,100047-16,426511.9452107632,167667.36466848757,00:05:29,47,16,10
SHA100048,100048-16,426800.638730415,168563.58095752794,00:05:36,48,16,10
AMD100049,100049-4,427894.51219995256,169192.58169923082,00:05:43,49,4,10
AMD100050,100050-4,427966.81881613686,169188.51926199047,00:05:50,50,4,10
AMD100051,100051-4,426392.5944155128,165646.04424800162,00:05:57,51,4,10
AMD100052,100052-4,426752.1874978271,168606.64597852778,00:06:04,52,4,10
AMD100053,100053-4,426633.7136051753,169327.14826386078,00:06:11,53,4,10
SHA100054,100054-16,426289.37341532134,166122.5977287789,00:06:18,54,16,10
AMD100055,100055-4,406716.18867050967,168879.95082253526,00:06:25,55,4,10
AMD100056,100056-4,423923.4931934207,191233.19752138905,00:06:32,56,4,10
SHA100057,100057-16,423949.51261623966,191246.5993930389,00:06:39,57,16,10
AMD100058,100058-4,423960.16873687156,191252.4383186281,00:06:46,58,4,10
AMD100059,100059-4,424668.0076446555,191345.38750913282,00:06:53,59,4,10
SHA100060,100060-16,424706.1948833977,191348.87136248863,00:07:00,60,16,10
SHA100061,100061-16,424718.07834955904,191350.4630175853,00:07:07,61,16,10
SHA100062,100062-16,445666.92863888905,174357.6074194262,00:07:14,62,16,10
SHA100063,100063-16,445664.72216315375,174370.37286168628,00:07:21,63,16,10
SHA100064,100064-16,409080.9363079317,171545.51626346805,00:07:28,64,16,10
SHA100065,100065-16,442622.4470720368,179277.11199190913,00:07:35,65,16,10
SHA100066,100066-16,442635.4620610206,179415.11329127385,00:07:42,66,16,10
AMD100067,100067-4,414129.6806950643,174724.9554420942,00:07:49,67,4,10
AMD100068,100068-4,393963.93758102227,186271.56896400047,00:07:56,68,4,10
AMD100069,100069-4,393919.44125277357,186284.9700574372,00:08:03,69,4,10
AMD100070,100070-4,393796.3378207957,186310.7340233556,00:08:10,70,4,10
AMD100071,100071-4,393285.3571558211,186294.28946029863,00:08:17,71,4,10
SHA100072,100072-16,436667.037984377,192039.07760421518,00:08:24,72,16,10
SHA100073,100073-16,417754.97937141283,162530.90008335296,00:08:31,73,16,10
AMD100074,100074-4,414176.0432014209,160289.0609621787,00:08:38,74,4,10
AMD100075,100075-4,414114.8478158132,160325.7965824759,00:08:45,75,4,10
SHA100076,100076-16,426947.66642432334,191903.8513935099,00:08:52,76,16,10
SHA100077,100077-16,426919.7709037932,191892.03185658663,00:08:59,77,16,10
AMD100078,100078-4,420741.8471961939,168732.40330622552,00:09:06,78,4,10
SHA100079,100079-16,421100.2804987089,168757.14472207695,00:09:13,79,16,10
SHA100080,100080-16,414062.88606040005,175896.25505849285,00:09:20,80,16,10
AMD100081,100081-4,412144.7985276751,170490.3050797142,00:09:27,81,4,10
SHA100082,100082-16,444160.9839670499,185020.30404843608,00:09:34,82,16,10
SHA100083,100083-16,438226.1272312486,190259.75238000735,00:09:41,83,16,10
AMD100084,100084-4,438283.3847173174,190292.72707144625,00:09:48,84,4,10
AMD100085,100085-4,412896.0219572341,168582.57579973494,00:09:55,85,4,10
AMD100086,100086-4,425646.34140243893,172478.81359424387,00:10:02,86,4,10
AMD100087,100087-4,425573.3631649105,172390.82892115565,00:10:09,87,4,10
SHA100088,100088-16,424006.31910887704,180550.10327923085,00:10:16,88,16,10
SHA100089,100089-16,436222.7312436997,193528.3855779652,00:10:23,89,16,10
AMD100090,100090-4,436216.72639206273,193358.65820340774,00:10:30,90,4,10
SHA100091,100091-16,436165.9842521393,193382.1170782341,00:10:37,91,16,10
SHA100092,100092-16,436205.02292624576,193464.99829299762,00:10:44,92,16,10
AMD100093,100093-4,431852.11189897545,194297.16507585254,00:10:51,93,4,10
SHA100094,100094-16,431890.23794688494,194271.14025352304,00:10:58,94,16,10
SHA100095,100095-16,432021.10181473976,194218.12546836093,00:11:05,95,16,10
SHA100096,100096-16,432441.856902396,194069.41343761273,00:11:12,96,16,10
AMD100097,100097-4,418936.0631419308,194441.66219816863,00:11:19,97,4,10
SHA100098,100098-16,419048.2655122619,194397.23533767305,00:11:26,98,16,10
AMD100099,100099-4,419112.7458526457,194426.50212169398,00:11:33,99,4,10
AMD100100,100100-4,418978.2761479425,194398.90904515525,00:11:40,100,4,10
AMD100101,100101-4,419121.98060340586,194418.06461226137,00:11:47,101,4,10
AMD100102,100102-4,413527.2074284888,163091.42325590173,00:11:54,102,4,10
SHA100103,100103-16,440701.8119734053,184915.59157022586,00:12:01,103,16,10
AMD100104,100104-4,440580.6266193447,184886.0336861345,00:12:08,104,4,10
SHA100105,100105-16,426599.8694060439,195319.08481736964,00:12:15,105,16,10
AMD100106,100106-4,413502.50373659,173449.52812594967,00:12:22,106,4,10
SHA100107,100107-16,416169.25605990295,163416.68000434944,00:12:29,107,16,10
AMD100108,100108-4,418442.1693886571,166982.5090274419,00:12:36,108,4,10
AMD100109,100109-4,427337.5208021936,175866.48224107616,00:12:43,109,4,10
SHA100110,100110-16,411791.15624542366,170664.25174297424,00:12:50,110,16,10
SHA100111,100111-16,412715.47619089775,166932.76640109313,00:12:57,111,16,10
SHA100112,100112-16,416042.2511237364,163104.03876519713,00:13:04,112,16,10
AMD100113,100113-4,416542.27882659656,163144.22555705314,00:13:11,113,4,10
SHA100114,100114-16,428301.3966564404,217809.0831590072,00:13:18,114,16,10
SHA100115,100115-16,442902.9351669788,184008.57001558,00:13:25,115,16,10
SHA100116,100116-16,423811.415156075,191553.8785231232,00:13:32,116,16,10
AMD100117,100117-4,436200.5439729165,190993.3550829789,00:13:39,117,4,10
SHA100118,100118-16,444392.7448844281,187446.51544012426,00:13:46,118,16,10
SHA100119,100119-16,412400.43955002044,161702.25762113818,00:13:53,119,16,10
AMD100120,100120-4,425825.6756651976,172823.917372894,00:14:00,120,4,10
SHA100121,100121-16,411513.2119871092,161520.60579145208,00:14:07,121,16,10
SHA100122,100122-16,433001.4414610847,193897.21334139613,00:14:14,122,16,10
SHA100123,100123-16,433318.59857116453,193808.04459988145,00:14:21,123,16,10
AMD100124,100124-4,413949.6306732074,166586.4768129391,00:14:28,124,4,10
AMD100125,100125-4,428166.8459950018,175251.301008731,00:14:35,125,4,10
AMD100126,100126-4,428268.4281481837,175283.9819753009,00:14:42,126,4,10
AMD100127,100127-4,428189.9456741284,175268.43591184285,00:14:49,127,4,10
SHA100128,100128-16,428474.0954000585,208933.4099091707,00:14:56,128,16,10
AMD100129,100129-4,428482.8029258476,208997.29416536,00:15:03,129,4,10
SHA100130,100130-16,428313.0534523563,208951.03588982238,00:15:10,130,16,10
AMD100131,100131-4,428426.652953436,208993.6486525129,00:15:17,131,4,10
SHA100132,100132-16,445617.892929206,178978.29516956426,00:15:24,132,16,10
SHA100133,100133-16,445548.83624998224,179054.75454520973,00:15:31,133,16,10
SHA100134,100134-16,445537.3843728864,179062.5374309835,00:15:38,134,16,10
AMD100135,100135-4,445388.5811021962,179132.26495330702,00:15:45,135,4,10
SHA100136,100136-16,445309.854857175,178718.3629647151,00:15:52,136,16,10
AMD100137,100137-4,445326.7685384346,178739.16545069672,00:15:59,137,4,10
AMD100138,100138-4,445365.6428495327,178788.37114786005,00:16:06,138,4,10
SHA100139,100139-16,445443.1198743924,178894.71949175632,00:16:13,139,16,10
AMD100140,100140-4,445569.59740974,179090.37877320446,00:16:20,140,4,10
AMD100141,100141-4,445902.3139787456,178562.75744760048,00:16:27,141,4,10
SHA100142,100142-16,410349.71364990406,172015.70060076393,00:16:34,142,16,10
SHA100143,100143-16,398042.67794823775,184525.3964087065,00:16:41,143,16,10
SHA100144,100144-16,398469.78757402545,184033.45169791198,00:16:48,144,16,10
AMD100145,100145-4,398501.00812640303,184020.50081559172,00:16:55,145,4,10
SHA100146,100146-16,398527.8752611752,184012.83539904535,00:17:02,146,16,10
AMD100147,100147-4,425891.4975932571,172751.4283917712,00:17:09,147,4,10
SHA100148,100148-16,399178.0636601225,183974.6609667852,00:17:16,148,16,10
AMD100149,100149-4,413289.54956654384,173037.339415939,00:17:23,149,4,10
AMD100150,100150-4,413271.99642123905,173062.11091462962,00:17:30,150,4,10
AMD100151,100151-4,394400.1838673936,185820.59338069675,00:17:37,151,4,10
AMD100152,100152-4,393921.70551640296,185767.83637896844,00:17:44,152,4,10
SHA100153,100153-16,393722.3032234887,185808.9926339913,00:17:51,153,16,10
AMD100154,100154-4,393244.2972303354,186282.52314939615,00:17:58,154,4,10
AMD100155,100155-4,413565.44115433365,174642.5664192248,00:18:05,155,4,10
AMD100156,100156-4,413821.88517600467,174185.57823622608,00:18:12,156,4,10
AMD100157,100157-4,414007.9506298049,174577.18556097438,00:18:19,157,4,10
SHA100158,100158-16,414016.4464415058,174649.55037771733,00:18:26,158,16,10
AMD100159,100159-4,415544.3729187949,176416.20167180747,00:18:33,159,4,10
AMD100160,100160-4,416324.692906516,169300.64696927622,00:18:40,160,4,10
SHA100161,100161-16,411939.09321664454,170416.45413522495,00:18:47,161,16,10
SHA100162,100162-16,411967.01814694016,170559.22935989176,00:18:54,162,16,10
AMD100163,100163-4,414384.71550017904,174503.12767031975,00:19:01,163,4,10
SHA100164,100164-16,413830.9043621085,174142.95251901654,00:19:08,164,16,10
SHA100165,100165-16,418609.36946071853,167138.0784067666,00:19:15,165,16,10
AMD100166,100166-4,403505.2917557469,182423.19375217185,00:19:22,166,4,10
SHA100167,100167-16,404030.6983009093,182523.55107893483,00:19:29,167,16,10
SHA100168,100168-16,404152.5609609545,182638.6856882317,00:19:36,168,16,10
SHA100169,100169-16,414589.32475422893,165570.52923595568,00:19:43,169,16,10
SHA100170,100170-16,409901.8490681962,169797.99588529835,00:19:50,170,16,10
SHA100171,100171-16,409932.9778258021,169828.54208885675,00:19:57,171,16,10
AMD100172,100172-4,416449.1805777367,164086.51777895278,00:20:04,172,4,10
AMD100173,100173-4,418316.12528851297,180869.9677227943,00:20:11,173,4,10
SHA100174,100174-16,411310.5700175602,170905.05143477264,00:20:18,174,16,10
SHA100175,100175-16,416508.6102642847,168964.90833194225,00:20:25,175,16,10
SHA100176,100176-16,416317.7377494412,169142.38001907762,00:20:32,176,16,10
AMD100177,100177-4,399191.17271147226,183997.5962371012,00:20:39,177,4,10
SHA100178,100178-16,398746.86753378436,184550.87613633624,00:20:46,178,16,10
SHA100179,100179-16,398702.35397497826,184568.0469910022,00:20:53,179,16,10
AMD100180,100180-4,398670.7199073293,184572.15999800048,00:21:00,180,4,10
SHA100181,100181-16,398640.4298318602,184569.91147223322,00:21:07,181,16,10
SHA100182,100182-16,398056.9964303707,184548.05197592868,00:21:14,182,16,10
AMD100183,100183-4,414939.3762009934,168508.7595238476,00:21:21,183,4,10
SHA100184,100184-16,415559.53061329725,175799.163784516,00:21:28,184,16,10
SHA100185,100185-16,415429.88254284736,176331.60338218487,00:21:35,185,16,10
AMD100186,100186-4,415528.4386441239,162597.24335419206,00:21:42,186,4,10
AMD100187,100187-4,415260.330153805,179441.28338455266,00:21:49,187,4,10
SHA100188,100188-16,410820.2174864847,168150.07058490484,00:21:56,188,16,10
AMD100189,100189-4,403937.80914784607,182083.55799778644,00:22:03,189,4,10
AMD100190,100190-4,418373.82626869844,166877.59586393993,00:22:10,190,4,10
SHA100191,100191-16,418511.500079464,167192.38980121945,00:22:17,191,16,10
SHA100192,100192-16,418597.5318301753,167152.32701795362,00:22:24,192,16,10
SHA100193,100193-16,414900.11040458677,167908.50396647892,00:22:31,193,16,10
AMD100194,100194-4,418739.197764889,168312.38205035092,00:22:38,194,4,10
SHA100195,100195-16,415704.0594840995,180877.4922803939,00:22:45,195,16,10
SHA100196,100196-16,410838.0953265607,179375.9274336586,00:22:52,196,16,10
AMD100197,100197-4,410824.7483060322,179356.86945703323,00:22:59,197,4,10
SHA100198,100198-16,410050.9708283892,170030.30687884474,00:23:06,198,16,10
SHA100199,100199-16,411327.9736908329,171686.65065512512,00:23:13,199,16,10
SHA100200,100200-16,411258.54450237774,171796.86783560278,00:23:20,200,16,10
SHA100201,100201-16,411260.9123893,171705.07205628903,00:23:27,201,16,10
SHA100202,100202-16,419895.78222973744,174526.19292111904,00:23:34,202,16,10
SHA100203,100203-16,409374.5867135487,168411.7807807393,00:23:41,203,16,10
AMD100204,100204-4,409008.15518426656,168560.20282419506,00:23:48,204,4,10
SHA100205,100205-16,421211.74217264436,169176.91602422827,00:23:55,205,16,10
AMD100206,100206-4,408845.4755943132,168623.85240386962,00:24:02,206,4,10
SHA100207,100207-16,409081.2846085265,168707.82582802698,00:24:09,207,16,10
AMD100208,100208-4,412417.9301490575,161720.5135229643,00:24:16,208,4,10
AMD100209,100209-4,410396.2537228099,172008.40146967306,00:24:23,209,4,10
SHA100210,100210-16,412889.92631912907,167200.12895831323,00:24:30,210,16,10
AMD100211,100211-4,412868.6065674128,167185.37358136775,00:24:37,211,4,10
SHA100212,100212-16,411720.4854285504,170727.76950945222,00:24:44,212,16,10
AMD100213,100213-4,412020.0131079828,170137.517032023,00:24:51,213,4,10
SHA100214,100214-16,411821.3782155981,169915.4742342153,00:24:58,214,16,10
AMD100215,100215-4,413461.1586202162,164031.50946570974,00:25:05,215,4,10
SHA100216,100216-16,415519.2795408514,176995.94127557898,00:25:12,216,16,10
AMD100217,100217-4,415358.18555166735,176502.94085228993,00:25:19,217,4,10
SHA100218,100218-16,415354.9190232293,176447.41465277562,00:25:26,218,16,10
SHA100219,100219-16,417834.0745570836,162156.6179536281,00:25:33,219,16,10
AMD100220,100220-4,417587.95328964666,162129.28921742292,00:25:40,220,4,10
AMD100221,100221-4,411052.5202188781,179237.21953627066,00:25:47,221,4,10
SHA100222,100222-16,415054.5100506979,180968.44700423602,00:25:54,222,16,10
AMD100223,100223-4,417009.45395297435,168401.37075560854,00:26:01,223,4,10
SHA100224,100224-16,415764.9277383735,168642.06388014936,00:26:08,224,16,10
SHA100225,100225-16,418485.9555925981,167030.53666758613,00:26:15,225,16,10
AMD100226,100226-4,418483.99049229093,167054.15604656088,00:26:22,226,4,10
SHA100227,100227-16,410387.81600960006,172375.7094569349,00:26:29,227,16,10
AMD100228,100228-4,410359.4626693291,172292.44331567016,00:26:36,228,4,10
SHA100229,100229-16,415895.6378430729,178976.37419689333,00:26:43,229,16,10
SHA100230,100230-16,415787.41118535725,178555.19794323278,00:26:50,230,16,10
SHA100231,100231-16,414693.56868052436,178784.40996604835,00:26:57,231,16,10
SHA100232,100232-16,415188.2409784945,168107.3487198397,00:27:04,232,16,10
AMD100233,100233-4,404901.0386367595,170592.98035850516,00:27:11,233,4,10
AMD100234,100234-4,404933.9357596949,170611.6848058553,00:27:18,234,4,10
AMD100235,100235-4,423185.4527187525,170632.9386566419,00:27:25,235,4,10
AMD100236,100236-4,393698.7662320649,185580.19909386913,00:27:32,236,4,10
AMD100237,100237-4,412499.75770469697,179005.37924173236,00:27:39,237,4,10
SHA100238,100238-16,412694.56925956154,173201.90649516994,00:27:46,238,16,10
SHA100239,100239-16,408712.07095561415,181850.94508747238,00:27:53,239,16,10
AMD100240,100240-4,412289.143098146,171675.29014532876,00:28:00,240,4,10
SHA100241,100241-16,414027.7574343882,174668.01041133367,00:28:07,241,16,10
AMD100242,100242-4,449456.0333049528,191648.41658224913,00:28:14,242,4,10
AMD100243,100243-4,413899.175179117,175863.14788529876,00:28:21,243,4,10
AMD100244,100244-4,415440.7393893748,179902.62780189398,00:28:28,244,4,10
AMD100245,100245-4,410276.15319427045,172021.9544932022,00:28:35,245,4,10
SHA100246,100246-16,393650.18495842884,185407.33559134253,00:28:42,246,16,10
AMD100247,100247-4,393666.01974058244,185414.9721077965,00:28:49,247,4,10
SHA100248,100248-16,393658.4465416553,185431.7311212023,00:28:56,248,16,10
AMD100249,100249-4,423692.871650386,178762.65253926173,00:29:03,249,4,10
AMD100250,100250-4,423740.77351499296,178403.30820831374,00:29:10,250,4,10
SHA100251,100251-16,424016.1125731699,178096.08933724175,00:29:17,251,16,10
AMD100252,100252-4,417588.258366081,193602.13932755095,00:29:24,252,4,10
AMD100253,100253-4,417534.4159858705,193466.14930812272,00:29:31,253,4,10
SHA100254,100254-16,446236.15331196017,174150.2242689908,00:29:38,254,16,10
AMD100255,100255-4,446253.84495332156,174092.7094953471,00:29:45,255,4,10
SHA100256,100256-16,446177.9151046251,173848.5788449453,00:29:52,256,16,10
SHA100257,100257-16,411663.336039553,171501.60970778373,00:29:59,257,16,10
AMD100258,100258-4,446226.80756256095,173859.41219510793,00:30:06,258,4,10
AMD100259,100259-4,411722.66290626774,171505.60545835303,00:30:13,259,4,10
AMD100260,100260-4,411810.16806964367,171511.29795350632,00:30:20,260,4,10
AMD100261,100261-4,446171.9600544711,174054.48309861487,00:30:27,261,4,10
SHA100262,100262-16,422562.573211029,190380.02272334453,00:30:34,262,16,10
SHA100263,100263-16,422864.8014539856,190575.4949080411,00:30:41,263,16,10
SHA100264,100264-16,423007.6845324661,190772.53170463454,00:30:48,264,16,10
AMD100265,100265-4,423178.889980986,190983.2881787453,00:30:55,265,4,10
AMD100266,100266-4,423020.9601877689,190607.95809406528,00:31:02,266,4,10
SHA100267,100267-16,423419.2910150987,179065.09237443915,00:31:09,267,16,10
AMD100268,100268-4,404260.0827882732,182474.1462545476,00:31:16,268,4,10
AMD100269,100269-4,404725.4636026544,182222.67620586985,00:31:23,269,4,10
AMD100270,100270-4,404143.7436784497,182513.78457804065,00:31:30,270,4,10
AMD100271,100271-4,404121.37716619135,182520.22304541894,00:31:37,271,4,10
AMD100272,100272-4,422846.26828135713,182678.243846416,00:31:44,272,4,10
SHA100273,100273-16,422825.2829027644,182702.8737267485,00:31:51,273,16,10
SHA100274,100274-16,411874.9079109635,162383.19463007106,00:31:58,274,16,10
AMD100275,100275-4,448290.84178407927,174058.28821340608,00:32:05,275,4,10
AMD100276,100276-4,448250.67265731294,174033.50708568507,00:32:12,276,4,10
SHA100277,100277-16,411462.2061725524,161588.32743792568,00:32:19,277,16,10
AMD100278,100278-4,448252.9612296145,174099.69928954513,00:32:26,278,4,10
SHA100279,100279-16,411933.2772068165,162322.40280724553,00:32:33,279,16,10
AMD100280,100280-4,415689.31832622393,167575.41268579013,00:32:40,280,4,10
SHA100281,100281-16,412096.7044185243,167651.4915008641,00:32:47,281,16,10
AMD100282,100282-4,412132.139015656,167775.74946704973,00:32:54,282,4,10
AMD100283,100283-4,412174.93540764274,167764.84712708613,00:33:01,283,4,10
AMD100284,100284-4,412209.1685423242,167748.70295470333,00:33:08,284,4,10
AMD100285,100285-4,412132.3276060628,167636.28165625507,00:33:15,285,4,10
AMD100286,100286-4,417782.2342161985,162430.43846765414,00:33:22,286,4,10
AMD100287,100287-4,417856.4237178375,162459.78037226605,00:33:29,287,4,10
AMD100288,100288-4,412199.0193327128,172520.43826302481,00:33:36,288,4,10
AMD100289,100289-4,412169.269249977,172493.21549967944,00:33:43,289,4,10
SHA100290,100290-16,411522.0155154063,170976.5409311175,00:33:50,290,16,10
SHA100291,100291-16,415287.8751477489,167869.23615799358,00:33:57,291,16,10
AMD100292,100292-4,417662.9894178602,162098.72818060045,00:34:04,292,4,10
SHA100293,100293-16,417805.623711786,162495.24552663448,00:34:11,293,16,10
AMD100294,100294-4,416563.3685332292,167219.23174336998,00:34:18,294,4,10
SHA100295,100295-16,405068.02415064466,171121.7649044652,00:34:25,295,16,10
AMD100296,100296-4,405451.43097709416,170813.54124381358,00:34:32,296,4,10
SHA100297,100297-16,412995.74778532935,167440.77192120856,00:34:39,297,16,10
AMD100298,100298-4,412914.87193023204,167496.66832323215,00:34:46,298,4,10
SHA100299,100299-16,415712.6235644371,172911.24160881876,00:34:53,299,16,10
AMD100300,100300-4,418389.22559165314,167344.67174986994,00:35:00,300,4,10
AMD100301,100301-4,417918.72241888964,167441.78173886816,00:35:07,301,4,10
AMD100302,100302-4,415564.93926453905,177124.78960381693,00:35:14,302,4,10
AMD100303,100303-4,415507.97712244047,176507.41961260609,00:35:21,303,4,10
AMD100304,100304-4,418188.1234960625,180775.09410378727,00:35:28,304,4,10
SHA100305,100305-16,414551.71799166815,178797.0580398429,00:35:35,305,16,10
AMD100306,100306-4,401416.225195164,183426.7536424571,00:35:42,306,4,10
AMD100307,100307-4,402119.2159170425,183136.9180282729,00:35:49,307,4,10
SHA100308,100308-16,417083.5956605746,168663.47162299114,00:35:56,308,16,10
SHA100309,100309-16,409477.2268802576,172617.28799987354,00:36:03,309,16,10
AMD100310,100310-4,411449.6688307839,170942.56461320407,00:36:10,310,4,10
SHA100311,100311-16,411520.5870722562,170913.7927014259,00:36:17,311,16,10
AMD100312,100312-4,420180.39281011093,169904.90361138704,00:36:24,312,4,10
AMD100313,100313-4,420393.7173053703,169844.08289421911,00:36:31,313,4,10
AMD100314,100314-4,417363.3145906428,171487.12377803813,00:36:38,314,4,10
AMD100315,100315-4,414398.7310879553,175049.12353354375,00:36:45,315,4,10
AMD100316,100316-4,416711.9719845742,168858.3843998714,00:36:52,316,4,10
SHA100317,100317-16,416586.0118450479,168725.6660650924,00:36:59,317,16,10
SHA100318,100318-16,417772.9466470076,162404.1183907408,00:37:06,318,16,10
SHA100319,100319-16,417808.0612978186,162284.7689551248,00:37:13,319,16,10
SHA100320,100320-16,415505.5950922068,178818.00642455203,00:37:20,320,16,10
SHA100321,100321-16,415676.86408750265,178769.44193831968,00:37:27,321,16,10
AMD100322,100322-4,415500.9434173465,178774.6224808055,00:37:34,322,4,10
AMD100323,100323-4,415727.4981647009,178587.09570689782,00:37:41,323,4,10
AMD100324,100324-4,411929.81668616686,162455.23644657712,00:37:48,324,4,10
AMD100325,100325-4,412351.125156509,171096.92724463152,00:37:55,325,4,10
AMD100326,100326-4,412349.68293147313,170920.37646920682,00:38:02,326,4,10
AMD100327,100327-4,412125.93614206155,167420.93619111396,00:38:09,327,4,10
AMD100328,100328-4,415469.6394130679,178783.209252313,00:38:16,328,4,10
SHA100329,100329-16,415448.289009069,178798.13259551625,00:38:23,329,16,10
AMD100330,100330-4,413193.8520524776,167723.94469032667,00:38:30,330,4,10
AMD100331,100331-4,413099.1626441988,167675.01799167803,00:38:37,331,4,10
AMD100332,100332-4,411079.9928988075,179199.68958846008,00:38:44,332,4,10
AMD100333,100333-4,413310.3026873605,167692.87851161725,00:38:51,333,4,10
SHA100334,100334-16,413177.83497740474,167903.35148703484,00:38:58,334,16,10
AMD100335,100335-4,410395.7250218853,172042.5937301632,00:39:05,335,4,10
AMD100336,100336-4,410359.27248022944,172088.87276746606,00:39:12,336,4,10
SHA100337,100337-16,420209.2926223484,169987.32913649073,00:39:19,337,16,10
AMD100338,100338-4,413344.330978856,173025.93066153425,00:39:26,338,4,10
AMD100339,100339-4,406781.11354736384,169663.57452105815,00:39:33,339,4,10
AMD100340,100340-4,404979.4049911067,171005.77468191215,00:39:40,340,4,10
AMD100341,100341-4,410981.31707115256,167831.04734528222,00:39:47,341,4,10
AMD100342,100342-4,401824.0722753249,175706.12340608382,00:39:54,342,4,10
SHA100343,100343-16,420873.4562836879,168845.7754108734,00:40:01,343,16,10
AMD100344,100344-4,418132.5539325416,167982.27015042768,00:40:08,344,4,10
SHA100345,100345-16,411751.9315708425,161167.38009258598,00:40:15,345,16,10
SHA100346,100346-16,408689.5415593848,181640.35068497024,00:40:22,346,16,10
SHA100347,100347-16,408662.8901658098,181639.37765803255,00:40:29,347,16,10
AMD100348,100348-4,408627.2604788007,181472.39953937172,00:40:36,348,4,10
SHA100349,100349-16,416239.873030014,163365.5365507032,00:40:43,349,16,10
AMD100350,100350-4,408919.7635644855,168436.7534682314,00:40:50,350,4,10
SHA100351,100351-16,393974.7153114564,186454.75525297233,00:40:57,351,16,10
AMD100352,100352-4,413898.0333423125,172383.41444330142,00:41:04,352,4,10
AMD100353,100353-4,413905.93286593107,172521.62145063066,00:41:11,353,4,10
AMD100354,100354-4,415050.12226678076,180894.6999531136,00:41:18,354,4,10
SHA100355,100355-16,415092.39868742786,180913.08785819734,00:41:25,355,16,10
AMD100356,100356-4,401788.709544825,175848.99425387144,00:41:32,356,4,10
