,x,y
137,483267.056958,171736.840504
138,503755.486169,165984.624992
139,459663.427985,148727.978457
140,470207.181029,143215.438592
141,484704.841464,151484.24839
142,504474.378422,173534.407851
143,457267.120475,139740.141721
144,464096.596878,139740.141721
145,454151.920712,131591.169746
146,478234.811187,148248.627165
147,476078.134428,153281.815737
148,472962.934665,147170.086756
149,455230.259091,138901.276958
150,480032.04182,155319.058731
151,503755.486169,165505.273699
152,473921.457669,154000.842676
153,456668.043597,139021.114782
154,494290.071504,175451.813022
155,484225.579962,154839.707438
156,455350.074467,139500.466074
157,473082.750041,148008.951518
158,456907.674348,136384.682672
159,455350.074467,140698.844306
160,494290.071504,154839.707438
161,490336.164113,142017.060361
162,498363.794271,177369.218192
163,481110.380199,170298.786626
164,455110.443716,138541.763489
165,484105.764587,155319.058731
166,457746.381977,145132.843763
167,469488.288776,136864.033965
168,484105.764587,173414.570028
169,473801.642294,154719.869615
170,504354.563046,165265.598053
171,473921.457669,151364.410567
172,469488.288776,138062.412196
173,455949.151344,135905.33138
174,457506.751226,134946.628794
175,460861.58174,148128.789342
176,487939.856603,170897.975742
177,485303.918342,170059.110979
178,461939.920119,146451.059817
179,483506.687709,171617.002681
180,483985.949211,171856.678327
181,480750.934073,152802.464445
182,482787.795456,156517.436963
183,457267.120475,135066.466617
184,462179.55087,146570.897641
185,483746.31846,171736.840504
186,461221.027866,141298.033422
187,496446.748263,152083.437506
188,482548.164705,154600.031792
189,482787.795456,154959.545262
190,476916.842057,154120.680499
191,476197.949804,153521.491384
192,476677.211306,143694.789885
193,477276.288183,143934.465531
194,456428.412846,139380.628251
195,455350.074467,134706.953148
196,484465.210713,163947.381998
197,468409.950396,143455.114238
198,474640.349922,151244.572744
199,457027.489724,144413.816824
200,479432.964942,149447.005396
201,477755.549685,153161.977914
202,495008.963757,164786.246761
203,488059.671978,170778.137918
204,456548.228222,137583.060904
205,490815.425615,172935.218735
206,469368.4734,138062.412196
207,470686.442531,136983.871788
208,482667.980081,171497.164857
209,455230.259091,138421.925666
210,460981.397115,138661.601312
211,480750.934073,151364.410567
212,456068.96672,141058.357775
213,476197.949804,156277.761316
214,482188.718579,151484.24839
215,475239.4268,141897.222537
216,472244.042412,141058.357775
217,460741.766364,147649.438049
218,479432.964942,142736.0873
219,481709.457077,170658.300095
220,455350.074467,136025.169203
221,456068.96672,141537.709068
222,460621.950989,145372.519409
223,457386.93585,132789.547977
224,482308.533954,145732.032878
225,461221.027866,141298.033422
226,492253.210121,157116.626078
227,484824.65684,154959.545262
228,470207.181029,142736.0873
229,459663.427985,144533.654647
230,498004.348145,165145.76023
231,470326.996404,137942.574373
232,482068.903203,153761.16703
233,471764.78091,138182.25002
234,463856.966127,140459.16866
235,470566.627155,139140.952605
236,495608.040635,174732.786083
237,493451.363876,153281.815737
238,471165.704033,138421.925666
239,463737.150752,141058.357775
240,492732.471623,172935.218735
241,461939.920119,146570.897641
242,475479.057551,141897.222537
243,469608.104151,143455.114238
244,477995.180436,153761.16703
245,456787.858973,144293.979001
246,480391.487946,159273.706895
247,483147.241583,151843.76186
248,457746.381977,133748.250563
249,456787.858973,143215.438592
250,469727.919527,143574.952062
251,485303.918342,170059.110979
252,456907.674348,134826.790971
253,456787.858973,138182.25002
254,479193.334191,157835.653017
255,471884.596286,139260.790428
256,497045.825141,158794.355603
257,485423.733717,144413.816824
258,473322.380792,140219.493013
259,456787.858973,138302.087843
260,468170.319645,144893.168116
261,489856.902611,175092.299552
262,460741.766364,138302.087843
263,455469.889842,137822.73655
264,459903.058736,148008.951518
265,474640.349922,151244.572744
266,457386.93585,144653.49247
267,469608.104151,138541.763489
268,456308.597471,139380.628251
269,484944.472215,148967.654104
270,492732.471623,175331.975198
271,475359.242175,150885.059274
272,456787.858973,138302.087843
273,470806.257906,139740.141721
274,471165.704033,144533.654647
275,457027.489724,140459.16866
276,473681.826918,146690.735464
277,482308.533954,151843.76186
278,469727.919527,138541.763489
279,469967.550278,137942.574373
280,495847.671386,175212.137375
281,490336.164113,148608.140634
282,473562.011543,145971.708525
283,491055.056366,155079.383085
284,475359.242175,154839.707438
285,483027.426207,170897.975742
286,482428.34933,146331.221994
287,472723.303914,139500.466074
288,471644.965535,141298.033422
289,482907.610832,156757.112609
290,476078.134428,153401.653561
291,469608.104151,135186.304441
292,481949.087828,145372.519409
293,474640.349922,154600.031792
294,473082.750041,147050.248933
295,492133.394745,156996.788255
296,471285.519408,138541.763489
297,481589.641701,159513.382542
298,492732.471623,175092.299552
299,473082.750041,144054.303354
300,468050.50427,144533.654647
301,480391.487946,149207.32975
302,459543.612609,151723.924036
303,477515.918934,144054.303354
304,470806.257906,136744.196142
305,481709.457077,171137.651388
306,485902.995219,143455.114238
307,460981.397115,140219.493013
308,460621.950989,150046.194512
309,465534.381384,144773.330293
310,461460.658617,141178.195598
311,482548.164705,154600.031792
312,478953.70344,155079.383085
313,484225.579962,155798.410024
314,483746.31846,173174.894382
315,467930.688894,143934.465531
316,455709.520593,133987.926209
317,456188.782095,142855.925123
318,495847.671386,167422.67887
319,487700.225852,175092.299552
320,483746.31846,172455.867443
321,460621.950989,144773.330293
322,457027.489724,136025.169203
323,469608.104151,143574.952062
324,463856.966127,140459.16866
325,472962.934665,147409.762403
326,480511.303322,153161.977914
327,455589.705218,134227.601855
328,459903.058736,148008.951518
329,479792.411069,155199.220908
330,471884.596286,141298.033422
331,498243.978896,170778.137918
332,457506.751226,135306.142264
333,455110.443716,137343.385257
334,463138.073874,143335.276415
335,470207.181029,143814.627708
336,469727.919527,137343.385257
337,485543.549093,144293.979001
338,485783.179844,156277.761316
339,455829.335969,134467.277502
340,457027.489724,135785.493556
341,482907.610832,156517.436963
342,495608.040635,174373.272613
343,456068.96672,136504.520495
344,455350.074467,132669.710154
345,499082.686524,160352.247304
346,456188.782095,134587.115325
347,469248.658025,137463.223081
348,484944.472215,155079.383085
349,475598.872926,151004.897097
350,497644.902018,166823.489754
351,464216.412254,139620.303897
352,476317.765179,153761.16703
353,487460.595101,152203.275329
354,471045.888657,139500.466074
355,493810.810002,173294.732205
356,482667.980081,172216.191796
357,469847.734902,139620.303897
358,457986.012728,145252.681586
359,462059.735495,141657.546891
360,488538.93348,160591.92295
361,462299.366246,145013.00594
362,470806.257906,136744.196142
363,460861.58174,138062.412196
364,456308.597471,139500.466074
365,456668.043597,138661.601312
366,469608.104151,133748.250563
367,460621.950989,147769.275872
368,485423.733717,155319.058731
369,462299.366246,145132.843763
370,493930.625378,172455.867443
371,480870.749448,153281.815737
372,459543.612609,146091.546348
373,499681.763402,171137.651388
374,492852.286998,175691.488668
375,483386.872334,171377.327034
376,477396.103559,143934.465531
377,459423.797234,146091.546348
378,492373.025496,174013.759144
379,477515.918934,147289.92458
380,468409.950396,142736.0873
381,483626.503085,171617.002681
382,483386.872334,171736.840504
383,481949.087828,171377.327034
384,457506.751226,144653.49247
385,455469.889842,135905.33138
386,457027.489724,140219.493013
387,471285.519408,139500.466074
388,466253.273637,144293.979001
389,472603.488539,145612.195055
390,459783.24336,147889.113695
391,457267.120475,134826.790971
392,487580.410476,164187.057645
393,461700.289368,145132.843763
394,497644.902018,177009.704723
395,482188.718579,171736.840504
396,460262.504862,147529.600226
397,460262.504862,148368.464988
398,455949.151344,136145.007026
399,493690.994627,172815.380912
400,483866.133836,154719.869615
401,457626.566601,144893.168116
402,481350.01095,152922.302268
403,457386.93585,138901.276958
404,485423.733717,166943.327577
405,483866.133836,173294.732205
406,455230.259091,137223.547434
407,484704.841464,172935.218735
408,458704.904981,138421.925666
409,454391.551463,131950.683215
410,492732.471623,174972.461729
411,494050.440753,149327.167573
412,476557.39593,153881.004853
413,486022.810595,144174.141177
414,459903.058736,152203.275329
415,456188.782095,136264.844849
416,481110.380199,153521.491384
417,484465.210713,169699.59751
418,478594.257314,151843.76186
419,494290.071504,172695.543089
420,458345.458854,139380.628251
421,483626.503085,169939.273156
422,472244.042412,141777.384714
423,471165.704033,136384.682672
424,497405.271267,176530.35343
425,488299.302729,165145.76023
426,493211.733125,175212.137375
427,472483.673163,143215.438592
428,486142.62597,161310.949889
429,482068.903203,154719.869615
430,469967.550278,137822.73655
431,460861.58174,141537.709068
432,471644.965535,141058.357775
433,489856.902611,165625.111523
434,495608.040635,157236.463902
435,475718.688302,157955.490841
436,477875.365061,153281.815737
437,480870.749448,169459.921864
438,477396.103559,147289.92458
439,469727.919527,137343.385257
440,477755.549685,143694.789885
441,490575.794864,156397.599139
442,471165.704033,143215.438592
443,492013.57937,157116.626078
444,470207.181029,139140.952605
445,480750.934073,153401.653561
446,463377.704625,141417.871245
447,469967.550278,140099.65519
448,472723.303914,144893.168116
449,481829.272452,171137.651388
450,460741.766364,148847.816281
451,483506.687709,160951.436419
452,474640.349922,151244.572744
453,477755.549685,154839.707438
454,477396.103559,143455.114238
455,485543.549093,169819.435333
456,480631.118697,152922.302268
457,491534.317868,174373.272613
458,460741.766364,147889.113695
459,455110.443716,138421.925666
460,475359.242175,154719.869615
461,460262.504862,152323.113152
462,488299.302729,158434.842133
463,475359.242175,151004.897097
464,477875.365061,154240.518323
465,476797.026681,153881.004853
466,459783.24336,147889.113695
467,485303.918342,169939.273156
468,480032.04182,160591.92295
469,481110.380199,155079.383085
470,494769.333006,156757.112609
471,462658.812372,144413.816824
472,481110.380199,153042.140091
473,456668.043597,136145.007026
474,461340.843242,144413.816824
475,460861.58174,147649.438049
476,480870.749448,151004.897097
477,483267.056958,167662.354516
478,470806.257906,138541.763489
479,455469.889842,140938.519952
480,460022.874111,150166.032335
481,460502.135613,148128.789342
482,457147.305099,134587.115325
483,475359.242175,150885.059274
484,457027.489724,144533.654647
485,456068.96672,142736.0873
486,495967.486761,174972.461729
487,460621.950989,148128.789342
488,455709.520593,131950.683215
489,462299.366246,145492.357232
490,460861.58174,137702.898727
491,466133.458262,144413.816824
492,460262.504862,152442.950975
493,462059.735495,142376.57383
494,456548.228222,136504.520495
495,499681.763402,176410.515607
496,481589.641701,170538.462272
497,474520.534547,156876.950432
498,472004.411661,145732.032878
499,491055.056366,149447.005396
500,457147.305099,134587.115325
501,457147.305099,133868.088386
502,483626.503085,156397.599139
503,482667.980081,155199.220908
504,456188.782095,135905.33138
505,493930.625378,149087.491927
506,476677.211306,153881.004853
507,461700.289368,146810.573287
508,459663.427985,151963.599683
509,481230.195575,153042.140091
510,474640.349922,151244.572744
511,456068.96672,139500.466074
512,497405.271267,176410.515607
513,496446.748263,151963.599683
514,497285.455892,159034.031249
515,493571.179251,170178.948803
516,498124.16352,170778.137918
517,479073.518816,157955.490841
518,460621.950989,143215.438592
519,489018.194982,172336.029619
520,492852.286998,174493.110436
521,481829.272452,155319.058731
522,471525.150159,138421.925666
523,459663.427985,148608.140634
524,503276.224667,163827.544175
525,461221.027866,141298.033422
526,487820.041227,167183.003224
527,472483.673163,142017.060361
528,480990.564824,157835.653017
529,504474.378422,170538.462272
530,482667.980081,154719.869615
531,463737.150752,141298.033422
532,473322.380792,145492.357232
533,495008.963757,167782.192339
534,498603.425022,169220.246217
535,462658.812372,144893.168116
536,472962.934665,143694.789885
537,490935.24099,151843.76186
538,484345.395338,155319.058731
539,457986.012728,145013.00594
540,455949.151344,140698.844306
541,460861.58174,141417.871245
542,471764.78091,139021.114782
543,455589.705218,138302.087843
544,476197.949804,153761.16703
545,474640.349922,154240.518323
546,460981.397115,138541.763489
547,457386.93585,139140.952605
548,476557.39593,153761.16703
549,455110.443716,137103.709611
550,472723.303914,143215.438592
551,456188.782095,138901.276958
552,467691.058143,144054.303354
553,505313.08605,170298.786626
554,488778.564231,167183.003224
555,463617.335376,145492.357232
556,460621.950989,138781.439135
557,492373.025496,149926.356689
558,472723.303914,142975.762946
559,484345.395338,164067.219822
560,459903.058736,145132.843763
561,488898.379607,165025.922407
562,487939.856603,171377.327034
563,457027.489724,133508.574916
564,456668.043597,138182.25002
565,480271.672571,159273.706895
566,460861.58174,148727.978457
567,460741.766364,145492.357232
568,470207.181029,142855.925123
569,483506.687709,171736.840504
570,482308.533954,151604.086213
571,495608.040635,174732.786083
572,485184.102966,161790.301182
573,470207.181029,142616.249476
574,470566.627155,141058.357775
575,493091.917749,167662.354516
576,469128.842649,137343.385257
577,457506.751226,132430.034508
578,483746.31846,169819.435333
579,477755.549685,153281.815737
580,475479.057551,141897.222537
581,483027.426207,172575.705266
582,498843.055773,156637.274786
583,474640.349922,154240.518323
584,472723.303914,141897.222537
585,460981.397115,148248.627165
586,489617.27186,174972.461729
587,497285.455892,159273.706895
588,488658.748856,158674.517779
589,457027.489724,139500.466074
590,503396.040042,163947.381998
591,457267.120475,132549.872331
592,488179.487354,170658.300095
593,480631.118697,153042.140091
594,457267.120475,133987.926209
595,469488.288776,144054.303354
596,489497.456484,165385.435876
597,459663.427985,144293.979001
598,482548.164705,155079.383085
599,488898.379607,172096.353973
600,490216.348737,157356.301725
601,476557.39593,153042.140091
602,461101.212491,143574.952062
603,481469.826326,152802.464445
604,480271.672571,151963.599683
605,465534.381384,145492.357232
606,477875.365061,156637.274786
607,462299.366246,145132.843763
608,461101.212491,142376.57383
609,459903.058736,145492.357232
610,474280.903796,154600.031792
611,480271.672571,151124.734921
612,456428.412846,136504.520495
613,459543.612609,151843.76186
614,506870.685932,163947.381998
615,492492.840872,173654.245674
616,489497.456484,174972.461729
617,471165.704033,143095.600769
618,455829.335969,140698.844306
619,492492.840872,172695.543089
620,480271.672571,154959.545262
621,497285.455892,159034.031249
622,479432.964942,147529.600226
623,496926.009765,156277.761316
624,487820.041227,167422.67887
625,455350.074467,135905.33138
626,494290.071504,156157.923493
627,484944.472215,172336.029619
628,459903.058736,140459.16866
629,484585.026089,169579.759687
630,457746.381977,145013.00594
631,481709.457077,171257.489211
632,459184.166483,147050.248933
633,460981.397115,137942.574373
634,488898.379607,172455.867443
635,492133.394745,167063.165401
636,475239.4268,154959.545262
637,455350.074467,137463.223081
638,460741.766364,145612.195055
639,472843.11929,142616.249476
640,502078.070912,170418.624449
641,490695.610239,139859.979544
642,461101.212491,148727.978457
643,472244.042412,142736.0873
644,484225.579962,165984.624992
645,475119.611424,141897.222537
646,455709.520593,136264.844849
647,477635.73431,144174.141177
648,460981.397115,148727.978457
649,497525.086643,175331.975198
650,481110.380199,153641.329207
651,479073.518816,155558.734377
652,460981.397115,143215.438592
653,474999.796049,154839.707438
654,493690.994627,154000.842676
655,454391.551463,132190.358862
656,472483.673163,143215.438592
657,473562.011543,145732.032878
658,472004.411661,141298.033422
659,485902.995219,143814.627708
660,463138.073874,143934.465531
661,455110.443716,138661.601312
662,455589.705218,135665.655733
663,475598.872926,142017.060361
664,475958.319053,143694.789885
665,483626.503085,159753.058188
666,457147.305099,145372.519409
667,479552.780318,147289.92458
668,495368.409884,157236.463902
669,494290.071504,149566.84322
670,476197.949804,153401.653561
671,469248.658025,139380.628251
672,458944.535732,145612.195055
673,485184.102966,154480.193969
674,470926.073282,142975.762946
675,458585.089605,139979.817367
676,471525.150159,138062.412196
677,460621.950989,148008.951518
678,479193.334191,154719.869615
679,471764.78091,145612.195055
680,488059.671978,170778.137918
681,494649.517631,175571.650845
682,483386.872334,171736.840504
683,482188.718579,171617.002681
684,457626.566601,134706.953148
685,468050.50427,143934.465531
686,486981.333599,156996.788255
687,463856.966127,140099.65519
688,479432.964942,148008.951518
689,506631.055181,163947.381998
690,486741.702848,153641.329207
691,463138.073874,143455.114238
692,489377.641109,174972.461729
693,460262.504862,143215.438592
694,480870.749448,155079.383085
695,456787.858973,136145.007026
696,495248.594508,170298.786626
697,463856.966127,140099.65519
698,485423.733717,166943.327577
699,493091.917749,175092.299552
700,473681.826918,154600.031792
701,490575.794864,139620.303897
702,482308.533954,151484.24839
703,490216.348737,159273.706895
704,480271.672571,154240.518323
705,488419.118105,164786.246761
706,460861.58174,140459.16866
707,472244.042412,141777.384714
708,484225.579962,172216.191796
709,472004.411661,141897.222537
710,471285.519408,138541.763489
711,493810.810002,161550.625535
712,464456.043005,145252.681586
713,479073.518816,155438.896554
714,454391.551463,132070.521038
715,473082.750041,144293.979001
716,493810.810002,172096.353973
717,492732.471623,174732.786083
718,476677.211306,153761.16703
719,469727.919527,143574.952062
720,460741.766364,144533.654647
721,456428.412846,139620.303897
722,461221.027866,144413.816824
723,457746.381977,132789.547977
724,469488.288776,138421.925666
725,456907.674348,134826.790971
726,456308.597471,136504.520495
727,456907.674348,145013.00594
728,457027.489724,144293.979001
729,471405.334784,139021.114782
730,472603.488539,141298.033422
731,471525.150159,138541.763489
732,472723.303914,147289.92458
733,457147.305099,144174.141177
734,496446.748263,155199.220908
735,471285.519408,137463.223081
736,473681.826918,142736.0873
737,482308.533954,171377.327034
738,498723.240398,169699.59751
739,465654.19676,145612.195055
740,484105.764587,155678.572201
741,472124.227037,141777.384714
742,478953.70344,143215.438592
743,472843.11929,142855.925123
744,482188.718579,144893.168116
745,493930.625378,173414.570028
746,469128.842649,139380.628251
747,470566.627155,139740.141721
748,470566.627155,143215.438592
749,456787.858973,144174.141177
750,464216.412254,139979.817367
751,505432.901426,170298.786626
752,490336.164113,173174.894382
753,475598.872926,154719.869615
754,482667.980081,172096.353973
755,491174.871741,166463.976285
756,480631.118697,159153.869072
757,460621.950989,138541.763489
758,481469.826326,154000.842676
759,487580.410476,164067.219822
760,476797.026681,143694.789885
761,457147.305099,144413.816824
762,469967.550278,142496.411653
763,476677.211306,152682.626622
764,462778.627748,142616.249476
765,462299.366246,144893.168116
766,499442.132651,176530.35343
767,460382.320238,143095.600769
768,483626.503085,170059.110979
769,457267.120475,134467.277502
770,482188.718579,151604.086213
771,459663.427985,147889.113695
772,460262.504862,152442.950975
773,483386.872334,171736.840504
774,454990.62834,133628.41274
775,471165.704033,136504.520495
776,485064.287591,155558.734377
777,460741.766364,145372.519409
778,455949.151344,136384.682672
779,472723.303914,143335.276415
780,487820.041227,167422.67887
781,495488.225259,175092.299552
782,481110.380199,170418.624449
783,455110.443716,133987.926209
784,482787.795456,146570.897641
785,457027.489724,139859.979544
786,485064.287591,169699.59751
787,472962.934665,155319.058731
788,481949.087828,143814.627708
789,456787.858973,137463.223081
790,485663.364468,156277.761316
791,469128.842649,144293.979001
792,485303.918342,144174.141177
793,499801.578777,176170.839961
794,482787.795456,172336.029619
795,469727.919527,139620.303897
796,457506.751226,137583.060904
797,478354.626563,148248.627165
798,499082.686524,169459.921864
799,473801.642294,151364.410567
800,460861.58174,141417.871245
801,456907.674348,144413.816824
802,479792.411069,159034.031249
803,480391.487946,154719.869615
804,490336.164113,139740.141721
805,463856.966127,140698.844306
806,464096.596878,140698.844306
807,480990.564824,153401.653561
808,485064.287591,154360.356146
809,472723.303914,142616.249476
810,495248.594508,157236.463902
811,488419.118105,164546.571114
812,464216.412254,139859.979544
813,456668.043597,144533.654647
814,472843.11929,142736.0873
815,495847.671386,175331.975198
816,484824.65684,151604.086213
817,504354.563046,175212.137375
818,475598.872926,142736.0873
819,481589.641701,153641.329207
820,497405.271267,161310.949889
821,477875.365061,153641.329207
822,455829.335969,139021.114782
823,479432.964942,159034.031249
824,495847.671386,151604.086213
825,455589.705218,133987.926209
826,462299.366246,142136.898184
827,455110.443716,137463.223081
828,498962.871149,176051.002137
829,483985.949211,144533.654647
830,459184.166483,149566.84322
831,478114.995812,153641.329207
832,485783.179844,155319.058731
833,495727.85601,157116.626078
834,492732.471623,148967.654104
835,467810.873519,144533.654647
836,473801.642294,154000.842676
837,478234.811187,153881.004853
838,497285.455892,174852.623906
839,481230.195575,153881.004853
840,460981.397115,138421.925666
841,492612.656247,173774.083497
842,481589.641701,171377.327034
843,468050.50427,144533.654647
844,466852.350515,145612.195055
845,492492.840872,173893.921321
846,472124.227037,142017.060361
847,469368.4734,144533.654647
848,494290.071504,149327.167573
849,455589.705218,139021.114782
850,480870.749448,142616.249476
851,460981.397115,140339.330836
852,460502.135613,145132.843763
853,474760.165298,151244.572744
854,498004.348145,165145.76023
855,457027.489724,136145.007026
856,503635.670793,171736.840504
857,460262.504862,147889.113695
858,462419.181621,144893.168116
859,495727.85601,157356.301725
860,457386.93585,134347.439678
861,488419.118105,164906.084584
862,488299.302729,171137.651388
863,456787.858973,143934.465531
864,456787.858973,144413.816824
865,457147.305099,136025.169203
866,471165.704033,144653.49247
867,472723.303914,144893.168116
868,457386.93585,132909.385801
869,469727.919527,138302.087843
870,476677.211306,143694.789885
871,473082.750041,145492.357232
872,460382.320238,148727.978457
873,480750.934073,153042.140091
874,456787.858973,144174.141177
875,493810.810002,173414.570028
876,470087.365653,144413.816824
877,480631.118697,158914.193426
878,462059.735495,146451.059817
879,481589.641701,159633.220365
880,475119.611424,154839.707438
881,460621.950989,148008.951518
882,469009.027274,138661.601312
883,479912.226444,159034.031249
884,460621.950989,139260.790428
885,482188.718579,155199.220908
886,480391.487946,159153.869072
887,468889.211898,143694.789885
888,459783.24336,145013.00594
889,484585.026089,155199.220908
890,489377.641109,165385.435876
891,471644.965535,138901.276958
892,503156.409291,170418.624449
893,485303.918342,144174.141177
894,472962.934665,146451.059817
895,456787.858973,136145.007026
896,467571.242768,144533.654647
897,498243.978896,164426.733291
898,487820.041227,167662.354516
899,497045.825141,158794.355603
900,494649.517631,175571.650845
901,470686.442531,137103.709611
902,455589.705218,138421.925666
903,472723.303914,144533.654647
904,457267.120475,137822.73655
905,457866.197352,133149.061447
906,460022.874111,140459.16866
907,455110.443716,137583.060904
908,457506.751226,132789.547977
909,480990.564824,169459.921864
910,456308.597471,139140.952605
911,483027.426207,170538.462272
912,469248.658025,137103.709611
913,475598.872926,154839.707438
914,495488.225259,175571.650845
915,498004.348145,164786.246761
916,467810.873519,144533.654647
917,487939.856603,174852.623906
918,482308.533954,155079.383085
919,488059.671978,156996.788255
920,455469.889842,133628.41274
921,457027.489724,139500.466074
922,469248.658025,138661.601312
923,462419.181621,145372.519409
924,492253.210121,150046.194512
925,471884.596286,139740.141721
926,462658.812372,144054.303354
927,457027.489724,134826.790971
928,460981.397115,138302.087843
929,496326.932888,152083.437506
930,470446.81178,144293.979001
931,483506.687709,169939.273156
932,494050.440753,149447.005396
933,456188.782095,134706.953148
934,457027.489724,140219.493013
935,497405.271267,175331.975198
936,488778.564231,158674.517779
937,455469.889842,134107.764032
938,470806.257906,137942.574373
939,497525.086643,158914.193426
940,486861.518223,151963.599683
941,495608.040635,168860.732748
942,478114.995812,155079.383085
943,480511.303322,159034.031249
944,498363.794271,176889.866899
945,489737.087235,175092.299552
946,487820.041227,143574.952062
947,462299.366246,142496.411653
948,486741.702848,153641.329207
949,478714.072689,144293.979001
950,490455.979488,148488.302811
951,473322.380792,143574.952062
952,483506.687709,159633.220365
953,476797.026681,153761.16703
954,457147.305099,144653.49247
955,471045.888657,137103.709611
956,471764.78091,145612.195055
957,480631.118697,151124.734921
958,504234.747671,165864.787169
959,476197.949804,153761.16703
960,469009.027274,144293.979001
961,480271.672571,159273.706895
962,503515.855418,174972.461729
963,480990.564824,170298.786626
964,471405.334784,136983.871788
965,469847.734902,139620.303897
966,460981.397115,138421.925666
967,503635.670793,163707.706352
968,455350.074467,141058.357775
969,480151.857195,152083.437506
970,459064.351107,145971.708525
971,472483.673163,141178.195598
972,488299.302729,171017.813565
973,472962.934665,143814.627708
974,471045.888657,143215.438592
975,455350.074467,137942.574373
976,460741.766364,147649.438049
977,471405.334784,141298.033422
978,463257.88925,145372.519409
979,489377.641109,165385.435876
980,477875.365061,156757.112609
981,488299.302729,165025.922407
982,482188.718579,144893.168116
983,460262.504862,148967.654104
984,496686.379014,156757.112609
985,472723.303914,145372.519409
986,476797.026681,153761.16703
987,473082.750041,147409.762403
988,471045.888657,136384.682672
989,477276.288183,159153.869072
990,457267.120475,139260.790428
991,498004.348145,175931.164314
992,482428.34933,146091.546348
993,484944.472215,155079.383085
994,478114.995812,154000.842676
995,495368.409884,175571.650845
996,464336.227629,139979.817367
997,460741.766364,139979.817367
998,490336.164113,159273.706895
