GEO.id2,Id2,24003,24005,24013,24025,24027,24035,24510
HC04_EST_VC07,"Nonfamily households; Estimate; $50,000 to $74,999",18.8,20.7,17.8,21,22.4,21.2,15.2
HC04_MOE_VC07,"Nonfamily households; Margin of Error; $50,000 to $74,999",1.2,0.8,1.8,1.6,2,3.6,0.7
HC01_EST_VC08,"Households; Estimate; $75,000 to $99,999",14.7,13.8,15.1,15.2,13.2,12.6,10
HC01_MOE_VC08,"Households; Margin of Error; $75,000 to $99,999",0.6,0.4,0.8,0.7,0.7,1.4,0.3
HC02_EST_VC08,"Families; Estimate; $75,000 to $99,999",15,15.1,17.3,16,12.5,12.9,11.6
HC02_MOE_VC08,"Families; Margin of Error; $75,000 to $99,999",0.6,0.6,1,0.9,0.7,1.6,0.6
HC03_EST_VC08,"Married-couple families; Estimate; $75,000 to $99,999",15,16.4,17.4,16.8,11.3,13.3,15.4
HC03_MOE_VC08,"Married-couple families; Margin of Error; $75,000 to $99,999",0.8,0.7,1,1.1,0.8,1.7,1
HC04_EST_VC08,"Nonfamily households; Estimate; $75,000 to $99,999",13.1,10.2,9.3,12.3,15.7,11.3,7.7
HC04_MOE_VC08,"Nonfamily households; Margin of Error; $75,000 to $99,999",1,0.6,1.3,1.5,1.9,2.8,0.5
HC01_EST_VC09,"Households; Estimate; $100,000 to $149,999",21.7,17,21.9,21,22.8,24.2,9.9
HC01_MOE_VC09,"Households; Margin of Error; $100,000 to $149,999",0.7,0.5,0.9,0.8,0.8,1.8,0.4
HC02_EST_VC09,"Families; Estimate; $100,000 to $149,999",23.7,21.1,26.2,24.6,24.3,27.8,11.8
HC02_MOE_VC09,"Families; Margin of Error; $100,000 to $149,999",0.8,0.6,1.2,1,0.9,2.1,0.6
HC03_EST_VC09,"Married-couple families; Estimate; $100,000 to $149,999",26.2,25.6,28.4,27.8,25.7,31,18.5
HC03_MOE_VC09,"Married-couple families; Margin of Error; $100,000 to $149,999",1,0.7,1.3,1.3,1,2.5,1.1
HC04_EST_VC09,"Nonfamily households; Estimate; $100,000 to $149,999",15.7,8.4,8.6,10,17.3,11.8,7
HC04_MOE_VC09,"Nonfamily households; Margin of Error; $100,000 to $149,999",1,0.6,1.3,1,1.5,2.9,0.5
HC01_EST_VC10,"Households; Estimate; $150,000 to $199,999",11.2,7.3,12,9.5,14.5,9.4,3.7
HC01_MOE_VC10,"Households; Margin of Error; $150,000 to $199,999",0.5,0.3,0.7,0.6,0.7,1.6,0.2
HC02_EST_VC10,"Families; Estimate; $150,000 to $199,999",13.5,9.5,15.1,11.7,17.4,11.6,4.9
HC02_MOE_VC10,"Families; Margin of Error; $150,000 to $199,999",0.6,0.4,0.9,0.8,0.9,2.1,0.4
HC03_EST_VC10,"Married-couple families; Estimate; $150,000 to $199,999",16.2,12.4,17.3,14,19.8,12.9,9
HC03_MOE_VC10,"Married-couple families; Margin of Error; $150,000 to $199,999",0.7,0.5,1.1,1,1.1,2.3,0.8
HC04_EST_VC10,"Nonfamily households; Estimate; $150,000 to $199,999",5.2,2.4,2.1,2.6,6,2.3,2.2
HC04_MOE_VC10,"Nonfamily households; Margin of Error; $150,000 to $199,999",0.7,0.4,0.8,0.6,0.9,1.4,0.2
HC01_EST_VC11,"Households; Estimate; $200,000 or more",11.3,6.7,7.8,7.6,18,9.5,3.4
HC01_MOE_VC11,"Households; Margin of Error; $200,000 or more",0.4,0.2,0.7,0.5,0.7,1.4,0.2
HC02_EST_VC11,"Families; Estimate; $200,000 or more",14.4,9.2,9.5,9.7,22.4,11,5
HC02_MOE_VC11,"Families; Margin of Error; $200,000 or more",0.6,0.4,0.8,0.7,0.8,1.7,0.3
HC03_EST_VC11,"Married-couple families; Estimate; $200,000 or more",17.8,12.4,11,11.9,26.7,12.8,9.8
HC03_MOE_VC11,"Married-couple families; Margin of Error; $200,000 or more",0.7,0.5,1,0.8,1,1.9,0.6
HC04_EST_VC11,"Nonfamily households; Estimate; $200,000 or more",3.3,1.7,1.2,1.6,3.8,3.9,1.6
HC04_MOE_VC11,"Nonfamily households; Margin of Error; $200,000 or more",0.6,0.3,0.6,0.4,0.8,1.9,0.3
