2400500000612,167
2400500000613,24
2400500000614,16
2400500000615,9
2400500000616,20
2400500000617,12
2400500000618,89
2400500000619,18
2400500000620,7
2400500000621,19
2400500000622,6
2400500000623,11
2400500000624,10
2400500000625,21
2400500000626,27
2400500000627,29
2400500000628,17
2400500000629,13
2400500000630,12
2400500000631,63
2400500000632,51
2400500000633,21
2400500000634,12
2400500000635,11
2400500000636,146
2400500000637,118
2400500000638,159
2400500000639,91
2400500000640,89
2400500000641,116
2400500000642,10
2400500000643,15
2400500000644,20
2400500000645,14
2400500000646,23
2400500000647,5
2400500000648,25
2400500000649,33
2400500000650,23
2400500000651,13
2400500000652,13
2400500000653,4
2400500000654,22
2400500000655,18
2400500000656,33
2400500000657,11
2400500000658,43
2400500000659,7
2400500000660,15
2400500000661,8
2400500000662,12
2400500000663,11
2400500000664,8
2400500000665,15
2400500000666,15
2400500000667,13
2400500000668,107
2400500000669,64
2400500000670,18
2400500000671,77
2400500000672,217
2400500000673,179
2400500000674,218
2400500000675,153
2400500000676,181
2400500000677,269
2400500000678,96
2400500000679,126
2400500000680,39
2400500000681,12
2400500000682,24
2400500000683,7
2400500000684,8
2400500000685,7
2400500000686,11
2400500000687,13
2400500000688,9
2400500000689,12
2400500000690,24
2400500000691,54
2400500000692,12
2400500000693,35
2400500000694,37
2400500000695,2
2400500000696,16
2400500000697,7
2400500000698,14
2400500000699,22
2400500000700,8
2400500000701,7
2400500000702,5
2400500000703,26
2400500000704,18
2400500000705,14
2400500000706,33
2400500000707,31
2400500000708,13
2400500000709,14
2400500000710,76
2400500000711,46
2400500000712,29
2400500000713,37
2400500000714,123
2400500000715,103
2400500000716,38
2400500000717,24
2400500000718,62
2400500000719,29
2400500000720,45
2400500000721,93
2400500000722,73
2400500000723,6
2400500000724,12
2400500000725,5
2400500000726,8
2400500000727,23
2400500000728,6
2400500000729,5
2400500000730,4
2400500000731,5
2400500000732,5
2400500000733,18
2400500000734,4
2400500000735,14
2400500000736,14
2400500000737,3
2400500000738,19
2400500000739,7
2400500000740,7
2400500000741,1
2400500000742,11
2400500000743,12
2400500000744,12
2400500000745,6
2400500000746,3
2400500000747,4
2400500000748,21
2400500000749,8
2400500000750,6
2400500000751,6
2400500000752,13
2400500000753,4
2400500000754,10
2400500000755,6
2400500000756,7
2400500000757,13
2400500000758,19
2400500000759,13
2400500000760,8
2400500000761,24
2400500000762,25
2400500000763,7
2400500000764,9
2400500000765,17
2400500000766,16
2400500000767,6
2400500000768,22
2400500000769,29
2400500000770,29
2400500000771,27
2400500000772,46
2400500000773,18
2400500000774,14
2400500000775,18
2400500000776,25
2400500000777,170
2400500000778,47
2400500000779,43
2400500000780,22
2400500000781,33
2400500000782,5
2400500000783,13
2400500000784,14
2400500000785,15
2400500000786,9
2400500000787,12
2400500000788,3
2400500000789,6
2400500000790,6
2400500000791,4
2400500000792,11
2400500000793,6
2400500000794,17
2400500000795,11
2400500000796,8
2400500000797,10
2400500000798,223
2400500000799,149
2400500000800,120
2400500000801,20
2400500000802,5
2400500000803,10
2400500000804,16
2400500000805,8
2400500000806,13
2400500000807,20
2400500000808,9
2400500000809,14
2400500000810,6
2400500000811,18
2400500000812,18
2400500000813,10
2400500000814,22
2400500000815,7
2400500000816,19
2400500000817,48
2400500000818,6
2400500000819,20
2400500000820,8
2400500000821,10
2400500000822,17
2400500000823,22
2400500000824,18
2400500000825,13
2400500000826,15
2400500000827,15
2400500000828,13
2400500000829,18
2400500000830,19
2400500000831,16
2400500000832,7
2400500000833,37
2400500000834,24
2400500000835,17
2400500000836,14
2400500000837,15
2400500000838,9
2400500000839,18
2400500000840,30
2400500000841,128
2400500000842,52
2400500000843,78
2400500000844,24
2400500000845,45
2400500000846,181
2400500000847,5
2400500000848,27
2400500000849,233
2400500000850,12
2400500000851,132
2400500000852,20
2400500000853,10
2400500000854,19
2400500000855,19
2400500000856,6
2400500000857,8
2400500000858,5
2400500000859,7
2400500000860,9
2400500000861,11
2400500000862,21
2400500000863,14
2400500000864,25
2400500000865,33
2400500000866,15
2400500000867,16
2400500000868,32
2400500000869,11
2400500000870,28
2400500000871,9
2400500000872,12
2400500000873,9
2400500000874,33
2400500000875,16
2400500000876,58
2400500000877,60
2400500000878,9
2400500000879,7
2400500000880,14
2400500000881,16
2400500000882,10
2400500000883,16
2400500000884,30
2400500000885,20
2400500000886,14
2400500000887,37
2400500000888,20
2400500000889,22
2400500000890,25
2400500000891,42
2400500000892,25
2400500000893,13
2400500000894,50
2400500000895,7
2400500000896,12
2400500000897,4
2400500000898,12
2400500000899,8
2400500000900,8
2400500000901,16
2400500000902,26
2400500000903,14
2400500000904,46
2400500000905,8
2400500000906,37
2400500000907,19
2400500000908,18
2400500000909,11
2400500000910,4
2400500000911,21
2400500000912,7
2400500000913,12
2400500000914,19
2400500000915,23
2400500000916,50
2400500000917,26
2400500000918,17
2400500000919,8
2400500000920,29
2400500000921,26
2400500000922,7
2400500000923,3
2400500000924,8
2400500000925,5
2400500000926,16
2400500000927,16
2400500000928,10
2400500000929,63
2400500000930,23
2400500000931,362
2400500000932,46
2400500000933,14
2400500000934,25
2400500000935,10
2400500000936,8
2400500000937,9
2400500000938,18
2400500000939,6
2400500000940,8
2400500000941,12
2400500000942,11
2400500000943,5
2400500000944,7
2400500000945,7
2400500000946,13
2400500000947,71
2400500000948,18
2400500000949,27
2400500000950,10
2400500000951,7
2400500000952,10
2400500000953,8
2400500000954,5
2400500000955,2
2400500000956,9
2400500000957,12
2400500000958,60
2400500000959,6
2400500000960,83
2400500000961,32
2400500000962,19
2400500000963,1148
2400500000964,22
2400500000965,46
2400500000966,288
2401300000967,344
2401300000968,347
2401300000969,208
2401300000970,13
2401300000971,185
2401300000972,281
2401300000973,259
2401300000974,223
2401300000975,357
2401300000976,607
2401300000977,116
2401300000978,86
2401300000979,473
2401300000980,439
2401300000981,272
2401300000982,158
2401300000983,66
2401300000984,75
2401300000985,225
2401300000986,239
2401300000987,106
2401300000988,222
2401300000989,106
2401300000990,150
2401300000991,80
2401300000992,88
2401300000993,93
2401300000994,73
2401300000995,26
2401300000996,159
2401300000997,194
2401300000998,190
2401300000999,162
2401300001000,79
2401300001001,23
2401300001002,63
2401300001003,70
2401300001004,70
2401300001005,53
2401300001006,38
2401300001007,8
2401300001008,19
2401300001009,28
2401300001010,8
2401300001011,11
2401300001012,47
2401300001013,16
2401300001014,31
2401300001015,8
2401300001016,27
2401300001017,13
2401300001018,44
2401300001019,28
2401300001020,103
2401300001021,147
2401300001022,110
2401300001023,118
2401300001024,175
2401300001025,87
2401300001026,112
2401300001027,72
2401300001028,131
2401300001029,182
2401300001030,121
2401300001031,185
2401300001032,169
2401300001033,184
2401300001034,318
2401300001035,159
2401300001036,310
2401300001037,163
2401300001038,110
2401300001039,98
2401300001040,148
2401300001041,129
2401300001042,20
2401300001043,54
2401300001044,205
2401300001045,79
2401300001046,184
2401300001047,114
2401300001048,110
2401300001049,138
2401300001050,86
2401300001051,145
2401300001052,73
2401300001053,28
2401300001054,78
2401300001055,159
2401300001056,30
2401300001057,47
2401300001058,44
2401300001059,20
2401300001060,23
2401300001061,17
2401300001062,27
2401300001063,30
2401300001064,27
2401300001065,222
2402500001066,240
2402500001067,451
2402500001068,262
2402500001069,238
2402500001070,398
2402500001071,237
2402500001072,116
2402500001073,160
2402500001074,101
2402500001075,43
2402500001076,107
2402500001077,177
2402500001078,78
2402500001079,51
2402500001080,94
2402500001081,415
2402500001082,366
2402500001083,250
2402500001084,351
2402500001085,200
2402500001086,216
2402500001087,74
2402500001088,125
2402500001089,331
2402500001090,57
2402500001091,45
2402500001092,23
2402500001093,139
2402500001094,143
2402500001095,95
2402500001096,24
2402500001097,15
2402500001098,8
2402500001099,25
2402500001100,13
2402500001101,15
2402500001102,7
2402500001103,6
2402500001104,109
2402500001105,243
2402500001106,37
2402500001107,11
2402500001108,120
2402500001109,106
2402500001110,98
2402500001111,70
2402500001112,78
2402500001113,80
2402500001114,54
2402500001115,83
2402500001116,69
2402500001117,39
2402500001118,6
2402500001119,9
2402500001120,24
2402500001121,9
2402500001122,65
2402500001123,14
2402500001124,10
2402500001125,14
2402500001126,14
2402500001127,9
2402500001128,45
2402500001129,47
2402500001130,14
2402500001131,14
2402500001132,36
2402500001133,27
2402500001134,17
2402500001135,22
2402500001136,168
2402500001137,48
2402500001138,147
2402500001139,306
2402500001140,203
2402500001141,223
2402500001142,49
2402500001143,29
2402500001144,15
2402500001145,9
2402500001146,21
2402500001147,11
2402500001148,8
2402500001149,93
2402500001150,59
2402500001151,322
2402500001152,53
2402500001153,37
2402500001154,8
2402500001155,27
2402500001156,57
2402500001157,13
2402500001158,34
2402500001159,22
2402500001160,28
2402500001161,12
2402500001162,8
2402500001163,39
2402500001164,7
2402500001165,8
2402500001166,20
2402500001167,7
2402500001168,56
2402500001169,61
2402500001170,154
2402500001171,19
2402500001172,25
2402500001173,11
2402500001174,8
2402500001175,10
2402500001176,9
2402500001177,29
2402500001178,114
2402500001179,75
2402500001180,12
2402500001181,21
2402500001182,10
2402500001183,10
2402500001184,21
2402500001185,32
2402500001186,15
2402500001187,13
2402500001188,76
2402500001189,59
2402500001190,123
2402500001191,39
2402500001192,12
2402500001193,27
2402500001194,41
2402500001195,18
2402500001196,41
2402500001197,72
2402500001198,33
2402500001199,26
2402500001200,51
2402500001201,42
2402500001202,9
2402500001203,17
2402500001204,18
2402500001205,33
2402500001206,33
2402500001207,67
2402500001208,8
2402500001209,8
2402500001210,11
2402500001211,10
2402500001212,6
2402500001213,25
2402500001214,5
2402500001215,11
2402500001216,12
2402500001217,45
2402500001218,28
2402500001219,1324
2402500001220,2179
2402700001221,372
2402700001222,234
2402700001223,212
2402700001224,229
2402700001225,113
2402700001226,91
2402700001227,86
2402700001228,251
2402700001229,158
2402700001230,175
2402700001231,309
2402700001232,190
2402700001233,48
2402700001234,29
2402700001235,28
2402700001236,52
2402700001237,110
2402700001238,155
2402700001239,125
2402700001240,21
2402700001241,9
2402700001242,41
2402700001243,33
2402700001244,46
2402700001245,30
2402700001246,13
2402700001247,16
2402700001248,50
2402700001249,21
2402700001250,21
2402700001251,10
2402700001252,28
2402700001253,37
2402700001254,10
2402700001255,28
2402700001256,19
2402700001257,34
2402700001258,32
2402700001259,31
2402700001260,35
2402700001261,37
2402700001262,16
2402700001263,17
2402700001264,15
2402700001265,27
2402700001266,31
2402700001267,14
2402700001268,7
2402700001269,94
2402700001270,33
2402700001271,16
2402700001272,24
2402700001273,24
2402700001274,52
2402700001275,45
2402700001276,124
2402700001277,125
2402700001278,181
2402700001279,188
2402700001280,152
2402700001281,188
2402700001282,76
2402700001283,11
2402700001284,8
2402700001285,17
2402700001286,4
2402700001287,9
2402700001288,4
2402700001289,10
2402700001290,11
2402700001291,12
2402700001292,8
2402700001293,14
2402700001294,15
2402700001295,9
2402700001296,30
2402700001297,6
2402700001298,3
2402700001299,18
2402700001300,16
2402700001301,12
2402700001302,7
2402700001303,10
2402700001304,24
2402700001305,10
2402700001306,12
2402700001307,13
2402700001308,8
2402700001309,5
2402700001310,11
2402700001311,11
2402700001312,10
2402700001313,12
2402700001314,11
2402700001315,14
2402700001316,10
2402700001317,10
2402700001318,20
2402700001319,7
2402700001320,53
2402700001321,16
2402700001322,17
2402700001323,15
2402700001324,18
2402700001325,7
2402700001326,53
2402700001327,38
2402700001328,18
2402700001329,10
2402700001330,24
2402700001331,13
2402700001332,16
2402700001333,9
2402700001334,8
2402700001335,17
2402700001336,27
2402700001337,23
2402700001338,7
2402700001339,21
2402700001340,19
2402700001341,11
2402700001342,23
2402700001343,11
2402700001344,13
2402700001345,104
2402700001346,57
2402700001347,11
2402700001348,25
2402700001349,12
2402700001350,5
2402700001351,23
2402700001352,9
2402700001353,5
2402700001354,25
2402700001355,9
2402700001356,32
2402700001357,26
2402700001358,23
2402700001359,24
2402700001360,21
2402700001361,32
2402700001362,42
2402700001363,20
2402700001364,17
2402700001365,17
2402700001366,46
2402700001367,29
2402700001368,31
2402700001369,52
2402700001370,25
2402700001371,13
2402700001372,28
2402700001373,13
2402700001374,7
2402700001375,21
2402700001376,7
2402700001377,2
2402700001378,13
2402700001379,11
2402700001380,34
2402700001381,47
2402700001382,40
2402700001383,30
2402700001384,5
2402700001385,22
2402700001386,30
2402700001387,10
2403500810100,995
2403500810200,1925
2403500810300,1509
2403500810400,1465
2403500810500,2232
2403500810600,1615
2403500810700,311
2403500810800,293
2403500810901,434
2403500810902,235
2403500811000,457
2403500990000,911
2403500990100,1335
2403500990200,326
2451000000001,9
2451000000002,8
2451000000003,9
2451000000004,6
2451000000005,10
2451000000006,12
2451000000007,4
2451000000008,11
2451000000009,6
2451000000010,5
2451000000011,29
2451000000012,17
2451000000013,8
2451000000014,14
2451000000015,4
2451000000016,7
2451000000017,1
2451000000018,7
2451000000019,7
2451000000020,5
2451000000021,5
2451000000022,20
2451000000023,15
2451000000024,17
2451000000025,10
2451000000026,15
2451000000027,6
2451000000028,6
2451000000029,3
2451000000030,5
2451000000031,5
2451000000032,12
2451000000033,13
2451000000034,11
2451000000035,5
2451000000036,8
2451000000037,1
2451000000038,1
2451000000039,6
2451000000040,3
2451000000041,20
2451000000042,7
2451000000043,4
2451000000044,6
2451000000045,4
2451000000046,7
2451000000047,5
2451000000048,8
2451000000049,8
2451000000050,4
2451000000051,12
2451000000052,10
2451000000053,9
2451000000054,10
2451000000055,5
2451000000056,5
2451000000057,11
2451000000058,14
2451000000059,10
2451000000060,17
2451000000061,8
2451000000062,8
2451000000063,10
2451000000064,7
2451000000065,8
2451000000066,13
2451000000067,7
2451000000068,9
2451000000069,4
2451000000070,11
2451000000071,7
2451000000072,8
2451000000073,9
2451000000074,6
2451000000075,9
2451000000076,10
2451000000077,11
2451000000078,4
2451000000079,10
2451000000080,9
2451000000081,17
2451000000082,10
2451000000083,13
2451000000084,4
2451000000085,7
2451000000086,11
2451000000087,16
2451000000088,4
2451000000089,5
2451000000090,5
2451000000091,5
2451000000092,5
2451000000093,3
2451000000094,7
2451000000095,3
2451000000096,11
2451000000097,6
2451000000098,5
2451000000099,28
2451000000100,8
2451000000101,11
2451000000102,10
2451000000103,4
2451000000104,9
2451000000105,4
2451000000106,6
2451000000107,8
2451000000108,9
2451000000109,5
2451000000110,3
2451000000111,8
2451000000112,5
2451000000113,6
2451000000114,9
2451000000115,1
2451000000116,2
2451000000117,1
2451000000118,4
2451000000119,7
2451000000120,2
2451000000121,2
2451000000122,4
2451000000123,2
2451000000124,4
2451000000125,2
2451000000126,12
2451000000127,24
2451000000128,3
2451000000129,1
2451000000130,5
2451000000131,4
2451000000132,4
2451000000133,3
2451000000134,15
2451000000135,10
2451000000136,10
2451000000137,7
2451000000138,6
2451000000139,12
2451000000140,5
2451000000141,3
2451000000142,2
2451000000143,5
2451000000144,6
2451000000145,5
2451000000146,10
2451000000147,4
2451000000148,14
2451000000149,5
2451000000150,12
2451000000151,6
2451000000152,12
2451000000153,6
2451000000154,8
2451000000155,11
2451000000156,8
2451000000157,13
2451000000158,3
2451000000159,20
2451000000160,11
2451000000161,3
2451000000162,11
2451000000163,2
2451000000164,4
2451000000165,10
2451000000166,7
2451000000167,4
2451000000168,7
2451000000169,3
2451000000170,5
2451000000171,1
2451000000172,9
2451000000173,6
2451000000174,7
2451000000175,3
2451000000176,3
2451000000177,3
2451000000178,3
2451000000179,4
2451000000180,1
2451000000181,4
2451000000182,5
2451000000183,3
2451000000184,5
2451000000185,4
2451000000186,3
2451000000187,5
2451000000188,3
2451000000189,4
2451000000190,3
2451000000191,4
2451000000192,4
2451000000193,4
2451000000194,4
2451000000195,3
2451000000196,3
2451000000197,3
2451000000198,2
2451000000200,1
2451000000201,1
2451000000202,1
2451000000203,1
2451000000204,1
2451000000206,1
2451000000208,2
2451000000209,1
2451000000210,1
2451000000211,1
2451000000212,2
2451000000213,2
2451000000214,1
2451000000215,1
2451000000216,1
2451000000217,1
2451000000218,2
2451000000219,2
2451000000220,3
2451000000221,2
2451000000222,1
2451000000223,1
2451000000224,2
2451000000225,6
2451000000227,2
2451000000228,2
2451000000229,1
2451000000230,2
2451000000231,2
2451000000232,2
2451000000233,4
2451000000234,1
2451000000235,3
2451000000236,5
2451000000237,3
2451000000238,4
2451000000239,1
2451000000240,1
2451000000241,2
2451000000242,4
2451000000243,3
2451000000244,3
2451000000245,10
2451000000246,2
2451000000247,4
2451000000248,4
2451000000249,3
2451000000250,3
2451000000251,6
2451000000252,3
2451000000253,3
2451000000254,1
2451000000255,1
2451000000256,6
2451000000257,3
2451000000258,3
2451000000259,5
2451000000260,1
2451000000261,8
2451000000262,7
2451000000263,2
2451000000264,2
2451000000265,1
2451000000266,8
2451000000267,6
2451000000268,2
2451000000269,2
2451000000270,3
2451000000271,3
2451000000272,1
2451000000274,2
2451000000275,2
2451000000276,7
2451000000277,13
2451000000278,10
2451000000279,15
2451000000280,4
2451000000281,17
2451000000282,2
2451000000284,6
2451000000285,11
2451000000286,33
2451000000287,118
2451000000288,2
2451000000289,4
2451000000290,11
2451000000291,9
2451000000292,21
2451000000293,11
2451000000294,7
2451000000295,19
2451000000296,10
2451000000297,27
2451000000298,9
2451000000299,4
2451000000300,2
2451000000301,7
2451000000302,3
2451000000303,21
2451000000304,5
2451000000305,4
2451000000306,2
2451000000307,2
2451000000308,22
2451000000309,44
2451000000310,7
2451000000311,2
2451000000312,6
2451000000313,17
2451000000314,13
2451000000315,10
2451000000316,14
2451000000317,11
2451000000318,10
2451000000319,5
2451000000320,7
2451000000321,16
2451000000322,6
2451000000323,6
2451000000324,5
2451000000325,4
2451000000326,48
2451000000327,6
2451000000328,9
2451000000329,71
2451000000330,164
